Judul,Nama Bidang,Nilai Prediksi
Implementasi kriptografi dan steganografi dengan metode algoritma DES dan metode End Of File,Penerapan Enkripsi,1.1251774217302388e-24
 Penerapan algoritma kriptografi asimetris rsa untuk keamanan data di oracle,Penerapan Keamanan Data,6.979676772856788e-20
Analisis Manajemen Risiko Teknologi Informasi Penerapan Pada Document Management System di PT JABAR TELEMATIKA JATEL,Penerapan Manajemen Informasi,3.376049165706108e-36
 Enkripsi Citra Digital Menggunakan Kombinasi Algoritme Hill Cipher Dan Chaos Map Dengan Penerapan Teknik Selektif Pada Bit Msb,Penerapan Enkripsi,2.2951380562405754e-34
Analisis Jaringan Saraf Tiruan Model Perceptron Pada Pengenalan Pola Pulau di Indonesia,Penerapan Pengenalan Pola,5.343429872084134e-30
Perbandingan penggunaan deteksi tepi dengan metode laplace sobel dan prewit dan canny pada pengenalan pola,Penerapan Pengenalan Pola,1.9134372693180614e-24
PENERAPAN ALGORITMA GENETIKA UNTUK PENGENALAN POLA SUARA,Penerapan Pengenalan Pola,1.0346934364517029e-15
Penerapan Learning Vector Quantization Penentuan Bidang Konsentrasi Tugas Akhir Studi Kasus Mahasiswa Teknik Informatika UIN Suska Riau,Penerapan Teknologi Jaringan,5.989278820583625e-49
Penerapan Naive Bayesian Untuk Perankingan Kegiatan Di Fakultas Tik Universitas Semarang,Penerapan Augmented Reality,2.4310689999806804e-26
PENERAPAN PRINCIPAL COMPONENT ANALYSIS PCA DAN LEARNING VECTOR QUANTIZATION 3 LVQ 3 UNTUK PENGENALAN POLA HURUF HIRAGANA …,Penerapan Pengenalan Pola,2.9917988661890945e-41
Penerapan Jaringan Syaraf Tiruan metode Propagasi Balik Dalam Pengenalan Tulisan Tangan Huruf Jepang Jenis Hiragana dan Katakana,Penerapan Pengenalan Pola,1.7891502077747456e-37
PENERAPAN PRINCIPAL COMPONENT ANALYSIS PCA DAN RADIAL BASIS FUNCTION RBF DALAM PENGENALAN POLA PADA IRIS MATA,Penerapan Pengenalan Pola,7.334210769085587e-32
Kombinasi Algoritma Jaringan Syaraf Tiruan Learning Vector Quantization Lvq Dan Self Organizing Kohonen Pada Kecepatan Pengenalan Pola Tanda Tangan,Penerapan Pengenalan Pola,4.534687581927406e-47
Analisis Jaringan Saraf Tiruan Pengenalan Pola Huruf Hiragana dengan Model Jaringan Perceptron,Penerapan Pengenalan Pola,2.5219701708532363e-31
Hybrid Image Watermarking RDWT Dengan SVD Untuk Perlingdungan Hak Cipta Pada Citra Digital,Penerapan Watermarking pada Citra,3.5910786130687947e-22
Rancang Bangun Watermarking Citra Digital Menggunakan Metode Discrete Cosine Transform Berbasis Android,Penerapan Watermarking pada Citra,1.8517376688328702e-31
 Digital watermarking pada citra digital fotografi metode discrete wavelet transform,Penerapan Watermarking pada Citra,2.107930535832048e-23
Implementasi Watermarking Metode LSB Pada Citra Guna Perlindungan Karya Cipta,Penerapan Watermarking pada Citra,4.103618590148869e-20
IMPLEMENTASI TEKNIK WATERMARKING PADA CITRA DIGITAL MENGGUNAKAN METODE DISCRETE FOURIER TRANSFORM DFT,Penerapan Watermarking pada Citra,1.7558248547126934e-23
IMPLEMENTASI WATERMARKING PADA CITRA DIGITAL MEGGUNAKAN METODE DISCRETE WALEVET TRANSFORM DWT DAN KOMPRESI FILE CITRA …,Penerapan Watermarking pada Citra,2.900700891371979e-26
INVISIBLE WATERMARKING CITRA DIGITAL MENGGUNAKAN KOMBINASI METODE DISCRETE COSINE TRANSFORM DAN DISCRETE WAVELET TRANSFORM,Penerapan Watermarking pada Citra,2.707186802281631e-27
IMPLEMENTASI BLIND WATERMARKING PADA CITRA DIGITAL DENGAN TRANSFORMASI WAVELET HAAR,Penerapan Transformasi Citra,4.947441017453239e-17
IMPLEMENTASI TEKNIK VISIBLE WATERMARKING DENGAN METODE ONE-TO-ONE MAPPING PADA CITRA DIGITAL,Penerapan Watermarking pada Citra,6.220197777049731e-20
 ANALISIS PERBANDINGAN METODE DISCRETE WAVELET TRANSFORM DAN SPREAD SPECTRUM DALAM WATERMARKING CITRA DIGITAL …,Penerapan Watermarking pada Citra,6.921742824481089e-30
Penerapan Metode Kompresi Burrows Wheler Transform Pada Citra Hasil Interpolasi Bicubic,Penerapan Kompresi Citra,2.8455823939596824e-21
PENERAPAN METODE EMBEDDED ZEROTREE WAVELET DALAM MENGKOMPRESI CITRA 3 DIMENSI,Penerapan Kompresi Citra,2.13097677957548e-18
Implementasi Algoritma Metode Huffman Pada Kompresi Citra,Penerapan Kompresi Citra,1.925947286326599e-13
 implementasi kompresi citra dengan metode fraktal secara sekuensial dan paralel,Penerapan Kompresi Citra,4.8207401911829e-15
KOMPRESI CITRA BERWARNA MENGGUNAKAN PENGGABUNGAN PARTICLE SWARM OPTIMIZATION DAN MODIFIED HARMONY SEARCH ALGORITHM,Penerapan Kompresi Citra,9.014983317925524e-31
Kompresi Citra Digital Berbasis Wavelet Tinjauan PSNR dan Laju Bit,Penerapan Kompresi Citra,9.606838892644688e-25
Penerapan Filter Gaussian Sebagai Metode Penghalusan Dan Algoritma Huffman Dalam Pengompresian Pada Citra,Penerapan Filtering Citra,1.8155860479878103e-51
Penerapan Algoritma Levenstein Pada Aplikasi Kompresi File Mp3,Penerapan Kompresi Citra,4.347263616686588e-15
PERANCANGAN APLIKASI KOMPRESI FILE CITRA USG MENGGUNAKAN ALGORITMA LZ78,Penerapan Kompresi Citra,2.3569828736447092e-24
 Analisis Penerapan Kompresi dan Dekompresi Data dengan Menggunakan Metode Statistik dan Kamus,Penerapan Kompresi Citra,5.687285448302897e-23
Penerapan Metode Palette untuk Menentukan Warna Dominan dari Sebuah Gambar Berbasis Android,Penerapan Augmented Reality,1.1885261677046235e-23
"… REGULAR EXPRESSION UNTUK PENGOLAHAN CITRA DOKUMEN SURATDI LINGKUNGAN JURUSAN TEKNIK INFORMATIKA UPN"" VETERAN"" YOGYAKARTA",Penerapan Transformasi Citra,2.5333573771581358e-40
Penerapan Metode Transformasi Fourier Untuk Perbaikan Citra Digital,Penerapan Transformasi Citra,5.2178550944780934e-17
[BUKU][B] PENERAPAN TEKNOLOGI PENGOLAH CITRA DAN FISIKA PADA BIDANG TEKSTIL Tekstil Pengolah Citra Digital Fisika Tekstil,Penerapan Morfologi Citra Digital,4.2264770949121356e-39
Penerapan Metode Contrast Stretching Untuk Peningkatan Kualitas Citra Bidang Biomedis,Penerapan Pengolahan Citra,1.8256916958611454e-29
Peningkatan Kualitas Pembelajaran Pengolahan Citra Digital Pada Program Studi Teknik Informatika Menggunakan Model Project Based Learning,Multimedia,1.307881743096638e-43
Penerapan Metode Haar Wavelet Transform Dalam Teknik Pemampatan Citra Berwarna,Penerapan Transformasi Citra,5.102457692566136e-23
Penerapan Metode LSB-2 untuk Menyembunyikan Ciphertext Pada Citra Digital,Penerapan Watermarking pada Citra,2.934502865945562e-19
Penerapan Metode Gaussian Smoothing Untuk Mereduksi Noise Pada Citra Digital,Penerapan Filtering Citra,8.05054646692118e-37
Penerapan ekstraksi ciri orde satu untuk klasifikasi tekstur motif batik pesisir dengan algoritma backpropagasi,Penerapan Morfologi Citra Digital,1.1179955290922216e-32
… aplikasi pembelajaran ajaran materi pengolahan citra dengan menggunakan teknik konvolusi berbasis Multimedia studi kasus program studi teknik informatika …,Multimedia,1.4281291941857787e-45
Penerapan transformasi hough pada deteksi lokasi plat nomor pada citra kendaraan,Penerapan Transformasi Citra,9.930276529333866e-24
Aplikasi Transformasi Watershed Untuk Segmentasi Citra Dengan Spatial Filter Sebagai Pemroses Awal,Penerapan Transformasi Citra,4.5116835289377984e-26
 Implementasi Media Pembelajaran Transformasi Wavelet pada Matakuliah Pengolahan Citra Berbasis Multimedia,Multimedia,3.188508772514413e-28
Implementasi Pengolahan Citra dan Klasifikasi K-Nearest Neighbour Untuk Membangun Aplikasi Pembeda Daging Sapi dan Babi Berbasis Web,Penerapan Morfologi Citra Digital,1.964987752170977e-39
Aplikasi Kamera Pendeteksi Mobil Menggunakan Pendekatan Pengolahan Citra,Penerapan Morfologi Citra Digital,2.9471107801956924e-22
Teknologi Identifikasi Objek Berbasis Drone Menggunakan Algoritma Sift Citra Digital,Penerapan Morfologi Citra Digital,2.8654794815817214e-22
Perancangan Aplikasi Deteksi Citra Mentimun Yang Berkualitas Denganmetode Transformasi Haar Wavelet,Penerapan Transformasi Citra,2.0174882982488662e-26
[DOC][DOC] Perancangan Aplikasi Fusi Citra Multispektral Dan Citra Pankromatik Untuk Penajaman Citra Dengan Menerapkan Metode Transformasi Brovey,Penerapan Transformasi Citra,2.4569107992031514e-31
Penerapan Metode Contrast Stretching Untuk Peningkatan Kualitas Citra Bidang Biomedis,Penerapan Pengolahan Citra,1.8256916958611454e-29
Penerapan Metode Median Filtering Dan Histogram Equalization Untuk Meningkatkan Kualitas Citra Radiografi,Penerapan Pengolahan Citra,1.2252011811453707e-26
Implementasi Reduksi Noise Pada Citra Ultrasonografi Usg Menggunakanmetode Arithmatic Mean Filter,Penerapan Filtering Citra,1.0161732645680648e-18
Penerapan Filter Gaussian Sebagai Metode Penghalusan Dan Algoritma Huffman Dalam Pengompresian Pada Citra,Penerapan Filtering Citra,1.8155860479878103e-51
 Segmentasi Citra Batik Berdasarkan Fitur Tekstur Menggunakan Metode Filter Gabor dan K-Means Clustering,Penerapan Morfologi Citra Digital,4.4402678078599245e-34
Peranan teknologi informasi dalam peningkatan daya saing usaha kecil menengah,Penerapan Bisnis Elektronik Sistem Informasi,8.565106480093895e-53
Penerapan Algoritma Filtering Derivatif Untuk Penajaman Kualitas Pada Citra,Penerapan Filtering Citra,3.6300895214480606e-15
Penerapan Metode Gaussian Smoothing Untuk Mereduksi Noise Pada Citra Digital,Penerapan Filtering Citra,8.05054646692118e-37
Implementasi metode Gaussian filter untuk penghapusan noise pada citra menggunakan GPU,Penerapan Filtering Citra,2.7627986013577224e-13
Penerapan Metode Optimum Notch Filter untuk Mereduksi Noise pada Citra Digital,Penerapan Pengolahan Citra,1.7633740910059593e-22
Penerapan Weighted Mean Filter untuk Mereduksi Noise Speckle pada Citra Ultraviolet,Penerapan Filtering Citra,1.1418984342036597e-21
[BUKU][B] Pengolahan citra digital,Penerapan Morfologi Citra Digital,5.776104239880384e-15
Implementasi metode otsu thresholding untuk segmentasi citra daun,Penerapan Transformasi Citra,7.097249424054464e-19
IMPLEMENTASI METODE OPERASI MORFOLOGIS DALAM PERBAIKAN HASIL SEGMENTASI CITRA DIGITAL GORGA BATAK,Penerapan Morfologi Citra Digital,1.0365073534414363e-20
 Deteksi area plat mobil menggunakan operasi morfologi citra,Penerapan Morfologi Citra Digital,2.0275808920467603e-21
Klasifikasi Citra Makanan Menggunakan HSV Color Moment dan Local Binary Pattern dengan Naïve Bayes Classifier,Penerapan Penambangan Teks,1.3739351235928907e-36
Implementasi Convolutional Neural Networks Untuk Klasifikasi Citra Tomat Menggunakan Keras,Penerapan Pengolahan Citra,2.886286238517639e-13
Implementasi Metode RGB To HSV pada Aplikasi Pengenalan Mata Uang Kertas Berbasis Android untuk Tuna Netra,Penerapan Augmented Reality,9.294936674612843e-29
Pengolahan Citra Digital untuk Menghitung Luas Daerah Bekas Penambangan Timah,Penerapan Morfologi Citra Digital,1.3253507592637933e-26
Implementasi Teknik Threshold dan Fitur Ekstraksi Pada Citra Magnetic Resonance Imaging MRI,Penerapan Filtering Citra,7.077103644555498e-30
Deteksi Obyek Manusia Pada Basis Data Video Menggunakan Metode Background Subtraction Dan Operasi Morfologi,Penerapan Morfologi Citra Digital,2.853279381090553e-35
Perancangan Arsitektur Enterprise Untuk Perguruan Tinggi Swasta Menggunakan TOGAF ADM,Integrasi Sistem dan Arsitektur,1.7553594521381626e-24
Integrasi Sistem Informasi Laboratorium dengan Menggunakan Pendekatan Service Oriented Architecture SOA,Integrasi Sistem dan Arsitektur,8.454118928907673e-23
 Perancangan Arsitektur Sistem E-academic dengan Konsep Kampus Digital Menggunakan Unified Software Development Process USDP,Integrasi Sistem dan Arsitektur,4.9065983610205406e-30
Keamanan RESTful Web Service Menggunakan JSON Web Token JWT HMAC SHA-512,Integrasi Sistem dan Arsitektur,6.226363606554012e-47
 Perencanaan Arsitektur Enterprise Penyelengaraan Pelayanan Terpadu Satu Pintu Usulan Dinas Perijinan,Integrasi Sistem dan Arsitektur,1.961602250850395e-32
Rekomendasi Perancangan Arsitektur Enterprise Pascamerger Studi kasus Universitas Telkom,Integrasi Sistem dan Arsitektur,1.6749400708888486e-24
Pengembangan Arsitektur Data Sistem Informasi Pondok Pesantren,Integrasi Sistem dan Arsitektur,8.998316144309999e-21
Integrasi sistem informasi akuntansi pada enteprise resource planning Pondok Pesantren tipe D menggunakan Service Oriented Architecture,Integrasi Sistem dan Arsitektur,1.624110650413474e-37
Penerapan Metode Waterfall Pada Desain Sistem Informasi Geografis Industri Kabupaten Tegal,Penerapan Sistem Informasi Geografis,2.561310423734385e-49
Implementasi Vpn Server Dalam Sistem Informasi Apotek Studi Kasus Integrasi Sistem Informasi Apotek Santi Pontianak,Integrasi Sistem dan Arsitektur,8.901226106614098e-36
Pembangunan sistem informasi alumni berbasis web pada program studi teknik informatika universitas diponegoro,Penerapan Pembelajaran Elektronik pada Sistem Informasi,5.994256556129591e-37
… Penerapan Sistem Informasi Akademik Siakad 2013 Menggunakan Model End-User Computing Satisfaction Eucs Di Program Studi Pendidikan Teknik Informatika,Penerapan Bisnis Elektronik Sistem Informasi,3.1334281457322885e-45
Penerapan Metode EOQ dan ROP Studi Kasus PD Baru,Penerapan Data Besar,6.384051655659481e-13
Penerapan Metode EOQ dan ROP untuk Pengembangan Sistem Informasi Inventory Bengkel MJM berbasis Web,Penerapan Sistem Informasi Geografis,4.926318947374814e-25
 Analisis Kesuksesan Implementasi Sistem Informasi Skripsi pada Program Studi Teknik Informatika Universitas Pembangunan Nasional â€ œVeteranâ€ …,Penerapan Manajemen Informasi,3.0213324787231355e-40
Penerapan Sistem Informasi Smart Classroom Berbasis Internet Of Things dengan Raspberry Pi di Jurusan Teknik Informatika Universitas Negeri Surabaya,Penerapan IoT,4.6577632722154546e-46
Penerapan Metode Waterfall Dalam Perancangan Sistem Informasi Ujian Pada SMK Indonesia Global Berbasis Web,Penerapan Sistem Informasi Geografis,1.4345998957214345e-65
 Penerapan Algoritma K-Nearest Neighbor K-NN untuk Prediksi Waktu Kelulusan Mahasiswa,Penerapan Data Besar,3.5925016282412935e-43
… metode TAM dan UTAUT dalam mengukur kesuksesan penerapan sistem informasi akademik studi kasus penerapan sistem informasi STMIK dipanegara Makassar,Penerapan Manajemen Informasi,1.5759949534582105e-42
Peranan teknologi informasi dalam peningkatan daya saing usaha kecil menengah,Penerapan Bisnis Elektronik Sistem Informasi,8.565106480093895e-53
Sistem informasi geografis untuk pencarian lokasi bengkel mobil di wilayah Kota Bandar Lampung,Penerapan Sistem Informasi Geografis,1.5346779144971728e-33
 Sistem Informasi Geografis Monitoring KKN Posdaya Universitas Ahmad Dahlan Berbasis Google Maps API,Penerapan Sistem Informasi Geografis,1.1114237623476535e-29
 Sistem Informasi Geografis Penentuan Wilayah Rawan Banjir di Kabupaten Buleleng,Penerapan Sistem Informasi Geografis,3.4329277082646264e-24
 Sistem Informasi Geografis Pengertian dan Aplikasinya,Penerapan Sistem Informasi Geografis,2.1715165410695405e-11
Sistem Informasi Geografis Pemetaan Lokasi Bird Contest Kota Malang Berbasis Android,Penerapan Sistem Informasi Geografis,1.092623327706891e-23
Simulasi Sistem Informasi Geografis SIG Pemantauan Posisi Kendaraan Via SMS Gateway,Penerapan Sistem Informasi Geografis,3.271338766702705e-29
PENERAPAN SISTEM INFORMASI GEOGRAFIS DALAM PEMETAAN LOKASI SEKOLAH DASAR,Penerapan Sistem Informasi Geografis,5.237725114335746e-19
Penerapan Sistem Informasi Geografis Untuk Pemetaan Dan Pelaporan Kecelakaan Lalu Lintas di Kabupaten Mojokerto,Penerapan Sistem Informasi Geografis,5.9619431800191784e-27
 Sistem Informasi Geografis Sebaran Pondok Pesantren Di Kota Malang,Penerapan Sistem Informasi Geografis,1.5439161007992722e-22
SISTEM INFORMASI GEOGRAFIS PENERAPAN HEATMAP DAN PEMETAAN PADA LOKASI PENDERITA HIV/AIDS DI KABUPATEN MALANG BERBASIS ANDROID,Penerapan Sistem Informasi Geografis,3.994846880321612e-27
Pengembangan dan implementasi e-learning menggunakan moodle dan vicon untuk pelajaran pemrograman web di SMK,Penerapan Pembelajaran Elektronik pada Sistem Informasi,5.900992103712032e-19
Pengembangan Kompetensi Komunikatif Mahasiswa Jurusan Teknik Informatika dalam English For Academic Purposes Studi Kasus STMIK Bumigora Mataram,Integrasi Sistem dan Arsitektur,2.503345785852981e-38
Pengaruh Flipbook Gerbang Logika dengan Menggunakan Livewire terhadap Kemampuan Berpikir Logis Mahasiswa Teknik Informatika,Computational Thinking,1.175896572882481e-28
[PERNYATAAN][C] Pendidikan Teknik dan Vokasional Menggali Pengalaman Sukses Institusi Bi-National di Negeri Jiran dari Konsep hingga Implementasi,Computational Thinking,8.326625136081609e-30
Pengembangan Sistem Manajemen Bimbingan di Program Studi Teknik Informatika Universitas Pamulang,Penerapan Manajemen Informasi,3.5287992256038174e-27
Penyelarasan Strategi Bisnis Melalui Penerapan Manajemen Pengetahuan dengan Pendekatan Produk,Penerapan Intelijen Bisnis,6.320133484699257e-23
… 2 2014 page 159-163 Publisher Jurusan Sistem Informasi Institut Teknologi Sepuluh Nopember ITS Surabaya PENERAPAN TEKNIK WEB SCRAPING PADA …,Integrasi Sistem dan Arsitektur,7.525649885245329e-43
Pengaruh praktik kerja industri terhadap pembentukan karakter mahasiswa teknik informatika Universitas Negeri Surabaya,Penerapan Pembelajaran Elektronik pada Sistem Informasi,2.2052726683702037e-42
Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,Penerapan Kecerdasan Buatan,7.339268721021563e-28
Audit Tingkat Kematangan Proses Internal Key Logistics System Menggunakan Kerangka Kerja Cobit 41 Pada Perusahaan Ekspedisi XYZ,Penerapan Bisnis Elektronik Sistem Informasi,7.454743035450748e-41
Penerapan Regresi Linier Berganda Pada Sistem Forecasting Penjualan Pakaian Studi Kasus Rumah Jahit Tenggarong Seberang,Penerapan Sistem Peramalan,1.7289844521976883e-35
Penerapan Metode Exponential Smoothing Winter Dalam Sistem Informasi Pengendalian Persediaan Produk Dan Bahan Baku Sebuah Cafe,Penerapan Sistem Peramalan,1.0147034822723278e-34
 Penerapan Metode Fuzzy Time Series Untuk Prediksi Penjualan Berbasis Web Pada Toko Grosir 3 Roda Sengkaling,Penerapan Sistem Peramalan,3.408539573724471e-34
 Sistem Peramalan untuk Pengadaan Material Unit Injection di PT XYZ,Penerapan Sistem Peramalan,6.222470969016754e-24
Penerapan Metode Fuzzy Time Series Average-Based pada Peramalan Data Harian Penampungan Susu Sapi,Penerapan Sistem Peramalan,1.933711674930465e-29
Peramalan Produksi Gula Menggunakan Metode Jaringan Syaraf Tiruan Backpropagation pada PG Candi Baru Sidoarjo,Penerapan Pengenalan Pola,2.898921741462625e-28
 TEKNIK INFORMATIKA FAKULTAS TEKNIK UNIVERSITAS NUSANTARA PGRI KEDIRI,Penerapan Teknologi Jaringan,1.5845578964289471e-25
Penerapan Data Mining Untuk Peramalan Penjualan Obat dengan Menggunakan Single Exponential Smoothing di Apotek Hamzah Farma,Penerapan Sistem Peramalan,2.60806904424342e-29
Penerapan Jaringan Saraf Tiruan untuk Peramalan,Penerapan Pengenalan Pola,2.0664395459253973e-13
Penerapan Metode ARIMA Untuk Peramalan Pengunjung Perpustakaan UIN Suska Riau,Penerapan Sistem Peramalan,1.6585809208187757e-24
Sistem pendukung keputusan penerimaan pegawai baru pt pln persero kantor pusat dengan menggunakan metode simple additive weighting saw,Penerapan Sistem Pendukung Keputusan,9.665597453882188e-47
Penerapan Metode Mamdani Untuk Sistem Pendukung Keputusan Penentuan Golongan Obat Sesuai Dengan Penyakit Diabetes,Penerapan Sistem Pendukung Keputusan,1.072686172693156e-30
Penerapan Metode Fuzzy Tsukamoto dalam Sistem Pendukung Keputusan Pemilihan Karyawan Terbaik,Penerapan Sistem Pendukung Keputusan,4.374579740285417e-24
Penerapan metode saw dalam sistem pendukung keputusan pemilihan jurusan pada Sekolah Menengah Atas Negeri 8 Seluma,Penerapan Sistem Pendukung Keputusan,1.698777661386456e-33
Sistem Pendukung Keputusan Pemilihan Dosen Berprestasi Menggunakan Metode Analytical Hierarchy Process Ahp,Penerapan Sistem Pendukung Keputusan,1.365712360708499e-29
Sistem pendukung keputusan seleksi penerimaan beras Untuk keluarga miskin dengan metode simple additive Weighting,Penerapan Sistem Pendukung Keputusan,1.8208209501057133e-30
Sistem Pendukung Keputusan Penerima Beasiswa dengan Metode Technique For Order Preference By Similarity To Ideal Solution Di Universitas Sam Ratulangi …,Penerapan Sistem Pendukung Keputusan,9.6759968219974e-37
Sistem Pendukung Keputusan Penilaian Kinerja Karyawan Menggunakan Metode SAW,Penerapan Sistem Pendukung Keputusan,6.397614399121654e-22
Sistem Pendukung Keputusan Penerimaan Karyawan Dengan Metode Simple Additive Weighting SAW,Penerapan Sistem Pendukung Keputusan,2.1570453176086728e-26
Sistem Pendukung Keputusan Konsentrasi dan Peminatan Prodi Teknik Informatika Universitas Janabadra Yogyakarta,Penerapan Sistem Pendukung Keputusan,1.2475830739528524e-34
Implementasi Sistem Informasi Akuntansi bagi Usaha Kecil dan Menengah dalam Meningkatkan Akuntabilitas Laporan Keuangan,Penerapan Bisnis Elektronik Sistem Informasi,1.4760045285393101e-32
Penerapan Gamifikasi pada Sistem Informasi Penilaian Ujian Mahasiswa Untuk Meningkatkan Kinerja Dosen,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.0343204191350034e-27
Pemodelan Diagram UML Sistem Pembayaran Tunai Pada Transaksi E-Commerce,Penerapan Bisnis Elektronik Sistem Informasi,2.863080767440237e-31
Penerapan Sistem Informasi Manajemen Pada Usaha Kecil Menengah Di Provinsi Lampung,Penerapan Bisnis Elektronik Sistem Informasi,1.061235513674122e-24
Teknologi load balancing untuk mengatasi beban server,Penerapan Teknologi Jaringan,5.880736842846455e-53
 Rancang Bangun Sistem Informasi E-Commerce Untuk Usaha Fashion Studi Kasus Omah Mode Kudus,Penerapan Bisnis Elektronik Sistem Informasi,2.239397731718096e-31
Analisa dan Perancangan Sistem Informasi Penjualan Online E-Commerce pada CV Selaras Batik Menggunakan Analisis Deskriptif,Penerapan Bisnis Elektronik Sistem Informasi,5.982443558636072e-30
Rancang Bangun Sistem Informasi Layanan Elektronik Program Studi Teknik Informatika Fakultas Teknik Universitas Mataram,Penerapan Bisnis Elektronik Sistem Informasi,4.6278714740495373e-38
Penerapan E-Commerce Pada Toko Bunga Underwear,Penerapan Bisnis Elektronik Sistem Informasi,2.6711006937243155e-11
Sistem Informasi Penjualan Makanan Khas Kota Palu Berbasis Web,Penerapan Sistem Informasi Geografis,8.263843795288399e-28
Pengembangan Customer Relationship Management Berbasis Sistem E-Commerce,Penerapan Customer Relationship Management,2.1276633659206106e-19
Strategi Customer Relationship Management Untuk Meningkatkan Loyalitas Pelanggan Dan Volume Penjualan Menggunakan Teknik Clustering K-Means,Penerapan Customer Relationship Management,2.627432674095713e-35
Penerapan Customer Relationship Management CRM Untuk Analisis Perbaikan Kualitas Pelayanan Pada Balai Kesehatan Olahraga Masyarakat Bandung,Penerapan Customer Relationship Management,2.811407545361762e-38
Penerapan Customer Relationship Management CRM Sebagai Upaya perbaikan Kualitas Pelayanan kepuasaan Pasien Pada RS Mata Cicendo Bandung,Penerapan Customer Relationship Management,1.7339833895768316e-40
Implementasi perangkat lunak electronic customer relationship management E-CRM dengan metode framework of dynamic CRM,Penerapan Customer Relationship Management,3.3448876482679156e-32
Implementasi Customer Relationship Management pada Reservation System Menggunakan QR Code,Penerapan Customer Relationship Management,1.2651331901189273e-18
Penerapan Customer Relationship Management CRM Untuk Mengukur Kepuasan Pelanggan Terhadap Pelayanan Pada PT Duta Transformasi Insani,Penerapan Customer Relationship Management,3.624428282297993e-30
Penerapan Customer Relationship Management CRM Untuk Perbaikan Kualitas pelayanan Berdasarkan Keluhan Pasien Pada Rumah Sakit Bungsu Bandung,Penerapan Customer Relationship Management,1.24506839978824e-37
 Analisis Dampak Faktor Customer Relationship Managementdalam Melihat Tingkat Kepuasan Dan Loyalitas Pada Pelanggan Marketplace Di Indonesia,Penerapan Customer Relationship Management,2.0196660069671543e-30
Desain Dan Implementasi Customer Relationship Management Berbasis Web Studi Kasus Toko Baju Ladya,Penerapan Customer Relationship Management,4.935252006135173e-25
… MEDIA PEMBELAJARAN SISTEM DIGITAL DAN TRAINER RANGKAIAN ELEKTRONIKA BALON UDARA PADA MAHASISWA TEKNIK INFORMATIKA UNHASY,Multimedia,3.4856106265862683e-32
Penerapan Sistem Informasi Berbasis Komputer Untuk Pengelolaan Aset Bagi SMP Muhammadiyah 1 Kartasura,Penerapan Sistem Informasi Geografis,2.9922323495296307e-36
 Perancangan E-Learning untuk meningkatkan motivasi belajar guru dan siswa,Penerapan Pembelajaran Elektronik pada Sistem Informasi,6.703322002519154e-22
Penerapan E-learning sebagai Alat Bantu Mengajar dalam Dunia Pendidikan,Penerapan Pembelajaran Elektronik pada Sistem Informasi,8.1743045679930175e-22
Pemodelan Diagram UML Sistem Pembayaran Tunai Pada Transaksi E-Commerce,Penerapan Bisnis Elektronik Sistem Informasi,2.863080767440237e-31
Pengembangan E-Learning Berbasis Multimedia untuk Efektivitas Pembelajaran Jarak Jauh,Multimedia,1.8164688257005072e-23
Layanan Elektronik Pada Front Office Management System Studi Kasus Teknik Informatika Uin Sunan Gunung Djati,Penerapan Bisnis Elektronik Sistem Informasi,3.462556677720582e-42
 Pengaruh Pembelajaran elektronik e-learning terhadap mutu belajar mahasiswa,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.5310962767229426e-23
Analisis Penerapan Aplikasi E-Learning Sebagai Media Pembelajaran Mahasiswa Di Stmik Mura Lubuklinggau,Multimedia,1.429374533149546e-28
Aplikasi Jadwal Mata Kuliah Teknik Informatika dan Sistem Informasi dan Penjadwalan Ruangan Kuliah Berbasis Dekstop,Penerapan Pembelajaran Elektronik pada Sistem Informasi,6.500328552030532e-40
Pelatihan Computational Thinking bagi Guru SMP-SMK Muhammadiyah 2 Kota Semarang,Computational Thinking,1.727071172070097e-25
""" Bermain Bersama BEBRAS” Pengenalan computational thinking pada siswa sekolah dasar dan sekolah menengah di Kota Bandung",Computational Thinking,2.9669305604169523e-38
Pengembangan Perangkat Robotika untuk Pembelajaran Anak Usia Dini dalam Memfasilitasi Pengembangan Computational Thinking,Computational Thinking,2.600473224487034e-34
LAPORAN KERJA PRAKTIK PENGELOLAAN WEBSITE BEBRAS UAD DAN PELATIHAN COMPUTATIONAL THINKING DENGAN APLIKASI SCRATCH BAGI GURU …,Computational Thinking,6.503624329111257e-37
PELATIHAN COMPUTATIONAL THINKING UNTUK GURU SEKOLAH DASAR KABUPATEN GUNUNG KIDUL DAN PELATIHAN PEMBUATAN GAME …,Computational Thinking,1.1140756708975656e-30
Pembinaan pola pikir komputasi dan informatika pada siswa Sekolah Dasar,Computational Thinking,3.6090689642717016e-24
PEMBUATAN APLIKASI MULTIMEDIA PEMBELAJARAN PATTERN RECOGNITION PADA KONSEP COMPUTATIONAL THINKING,Computational Thinking,1.0438018979495084e-27
 Evaluasi Pelaksanaan Tantangan Bebras untuk Siswa di Biro Universitas Kristen Maranatha pada tahun 2017-2018 untuk Edukasi Computational Thinking,Computational Thinking,1.752163594635613e-33
