Judul,Skalabilitas dan Analitik Data,Penerapan Kecerdasan Buatan,Penerapan Data Besar,Penerapan Information Retrieval,Penerapan Sistem Pakar,Penerapan Penambangan Data,Penerapan Penambangan Teks,Penerapan Intelijen Bisnis,Penerapan Smart Living,Penerapan Komputasi Awan,Penerapan IoT,Penerapan Keamanan Data,Penerapan Keamanan Cyber,Penerapan Virtualisasi Jaringan,Penerapan Teknologi Jaringan,Penerapan Teknologi Nirkabel,Penerapan IT Forensik pada Jaringan,Penerapan Enkripsi,Penerapan Pengenalan Pola,Penerapan Watermarking pada Citra,Penerapan Kompresi Citra,Penerapan Pengolahan Citra,Penerapan Transformasi Citra,Penerapan Filtering Citra,Penerapan Morfologi Citra Digital,Integrasi Sistem dan Arsitektur,Penerapan Manajemen Informasi,Penerapan Sistem Informasi Geografis,Penerapan Global Professional Practice,Penerapan Sistem Peramalan,Penerapan Sistem Pendukung Keputusan,Penerapan Bisnis Elektronik Sistem Informasi,Penerapan Customer Relationship Management,Penerapan Pembelajaran Elektronik pada Sistem Informasi,Computational Thinking,Pengembangan Game,Multimedia,Penerapan Augmented Reality
Penerapan E-government Dalam Membangun Smart City Pada Kota Bandung Tahun 2018,2.041045540432521e-30,4.097173763888631e-31,3.931714883032655e-31,2.678884102279526e-30,1.1414649930416824e-30,1.064222314221545e-30,3.1908303482765874e-31,1.9364214427869742e-29,1.9005808088824102e-22,6.94880273375585e-30,1.2049924938685997e-29,2.7114512588633877e-30,5.122431044801615e-30,3.2737776875425715e-30,5.822723281705877e-30,2.1687319074223756e-30,3.82462028775042e-31,4.1274421321637894e-30,3.1626341452415187e-31,1.0285313054928723e-30,1.2880879281490326e-30,1.5173010604145803e-30,9.963349360486843e-31,5.040489303409544e-31,1.122499279435794e-30,2.2632014924416368e-30,5.222709494002861e-30,1.8349834355532618e-29,1.6905017872132433e-30,1.5686360620135849e-30,2.105523361413104e-30,6.604881036874941e-30,2.6381411830312726e-29,2.746935026027974e-30,5.924064300340645e-28,2.591891418812788e-29,7.892173304223817e-30,1.6514671213298052e-30
Strategi Komunikasi Dinas Komunikasi Dan Informatika Kabupaten Boyolali Dalam Sosialisasi Program E-Government Untuk Mewujudkan Boyolali Smart City,1.627133572114591e-42,2.74518642407678e-44,7.386843786788996e-43,7.256834125944905e-45,2.1089538120694935e-45,1.8741145409100767e-43,2.325901007360768e-45,3.2841853302050373e-44,3.057711138083205e-32,1.4258599900659857e-44,5.126723853503746e-44,8.393520349322436e-44,1.7164210171487152e-42,2.506347351782047e-44,3.300917745505673e-42,2.3053645055239553e-41,2.3668905981072694e-44,1.4536270649967916e-44,4.692637688471719e-45,1.8038459489317722e-45,2.5280836399702738e-45,1.5988389079490168e-44,6.196730944453202e-44,4.61790189102742e-45,4.422045246707132e-45,6.613080021358554e-43,3.6073149827547016e-42,1.6888359528787553e-43,4.4278702296681645e-42,1.5770097940796325e-44,2.7595133104258968e-45,3.2295788075488765e-42,6.68946509531697e-45,9.254606284326839e-42,2.7882564628059263e-42,5.340854440250594e-45,3.75095052016339e-43,1.9804733983896449e-44
Penerapan Teknologi Komputasi Awan Cloud Computing Untuk Pembelajaran Mahasiswa di Perguruan Tinggi,1.60443370358738e-31,1.6011850756711856e-33,1.6216975776313958e-33,3.615504920094282e-32,2.6143554458658966e-34,5.082170733339109e-32,6.389764822483771e-33,3.757359987338806e-32,1.781988576381879e-33,1.1746745739867367e-27,1.1422525801707121e-33,2.2584785295194393e-33,2.5345057632217963e-34,8.84578193708869e-30,1.3954703656988087e-28,1.6190475641083565e-33,3.097018506281201e-34,8.451619007801802e-34,4.7431519091474414e-34,1.114817262327129e-34,1.4359776467766476e-34,2.2225107425761862e-33,9.751005947863653e-34,2.760660250502615e-34,2.1787536679705676e-34,8.040535050043946e-33,2.5182720655074356e-32,4.978238722230735e-34,4.0070186147674286e-30,3.870053667168152e-34,7.0168011279689e-32,5.181076170396657e-33,9.346765074328331e-35,1.31716894223455e-30,6.085398073433838e-31,8.688267975525328e-33,1.2818565090749207e-32,6.594507513156023e-32
Pemanfaatan Private Cloud Storage Sebagai Media Penyimpanan Data E-Learning Pada Lembaga Pendidikan,1.5069444545334185e-39,1.3231042147783853e-40,1.898827262620245e-40,8.154825889341633e-41,5.571068499464508e-41,3.1457522832811717e-39,2.3880657607235353e-39,9.129905425318923e-41,1.0500268264518618e-40,8.034213561223778e-35,1.1436276063332882e-40,7.072998953279486e-35,2.095038211455182e-35,2.620977173555458e-36,9.312707256015202e-39,8.180925024187586e-40,3.6618405753217065e-40,3.2503936993815886e-39,4.788653471911567e-41,9.400638577028404e-41,6.22935409246744e-41,1.7581039978958479e-41,3.662094054120724e-41,2.954078358307609e-41,1.8525055768239135e-41,1.37242711841937e-40,9.060466348492275e-41,6.371753314949104e-41,7.472893435522396e-39,8.686773122850509e-41,1.1888198572147433e-41,1.3838789558218312e-39,5.712725498076856e-41,2.2199807831949414e-37,2.6511988926569615e-41,8.787238318702081e-40,1.0774276604616263e-38,2.9215695976727e-38
[BUKU][B] Cloud Computing Teori dan Implementasi,3.18891603246136e-19,2.6024589668396094e-20,2.5362666527812888e-20,2.6546014060527586e-20,2.907284372341073e-20,2.6500726457568185e-20,2.2259785369885663e-20,2.746273926142101e-19,6.829529556900989e-20,3.454648595725771e-17,2.2978686955703707e-20,7.226349892467878e-19,6.549080534070402e-20,3.553567239626443e-18,4.482292135052037e-19,2.422219654003708e-20,2.4928655391002678e-20,1.0070485450431962e-19,6.712925243581341e-20,2.7240140142305304e-20,3.1353738693825534e-20,2.8588106718835757e-19,9.798553290860238e-20,2.962283279205826e-20,1.457019224247027e-18,2.5006724316459087e-20,5.936634126477974e-20,2.735314122357314e-19,6.095639532570945e-20,2.6735267645039252e-20,1.210691207955051e-19,2.6194823303406064e-19,1.2510203101765599e-19,2.516104031935941e-20,2.305737368105569e-20,2.6418254435471032e-20,2.6070596099792183e-20,8.37243788301936e-20
Pengembangan Aplikasi Bank Sampah Menggunakan Layanan Teknologi Informasi Cloud Computing Pada Bank Sampah Melati Bersih,4.2182597152341675e-31,1.3567292386038785e-33,1.7986185019967104e-34,4.3658232423347913e-32,1.4763923090098277e-33,4.5790221917148076e-33,7.274565028947831e-33,1.895187617540789e-30,3.102919257493211e-31,3.6780634879299225e-27,1.3364986714571517e-33,4.1530429616556405e-32,1.3751470438107957e-32,2.6224572764154755e-30,1.4881819993712268e-30,6.756129394742277e-32,2.0040662726251626e-32,3.01596239256849e-32,1.5521551400272212e-34,3.394811414504991e-34,7.309623037727803e-34,5.226889591040917e-34,6.006575528052994e-33,1.0244279133542341e-33,4.406717743285639e-34,4.861599082280997e-31,1.0600124191399537e-30,3.873702831527963e-32,7.5297612782561015e-31,2.027447518828983e-33,2.6832278102012123e-34,1.5229723768578554e-30,1.1932462633576425e-31,4.6409197103873855e-31,2.494699645350622e-33,4.171267931317679e-32,1.3697365701878735e-32,1.2163149550074065e-31
 Arsitektur cloud computing pada sistem informasi desa sebagai layanan akses informasi desa,9.164890777286215e-38,3.4479698634454436e-39,5.736241895949508e-41,8.300478232718892e-39,1.9546185686019362e-40,8.027166082824515e-41,8.71393195038423e-40,8.13399581736129e-39,4.49982968049097e-37,1.058327712758514e-34,1.8909679790442127e-39,1.2291368815800655e-38,1.320950701357542e-37,9.919124992002697e-37,7.920919113762867e-38,2.955195851311319e-37,1.3425855679640572e-39,2.162095962292285e-39,1.6051599078470667e-41,3.9270018172809753e-41,2.1594937570145815e-41,1.7581039978958479e-41,1.733414405881177e-40,9.943623863827209e-41,2.5644973946864746e-41,2.3208772713237814e-35,3.669345526681263e-37,4.771600507166665e-37,3.1231054911284146e-38,8.220365095152042e-40,2.9656938787253624e-40,2.499300900200857e-36,4.303337383111257e-38,1.9596587782410306e-36,1.0982395019759172e-41,7.578871253608593e-41,2.224181639881679e-40,8.351994283499188e-39
Penerapan Mobile Augmented Reality Berbasis Cloud Computing Pada Harian Umum Radar Banyumas,3.474851663267744e-62,1.5300157662355923e-65,1.1055708722327765e-66,9.50465421105272e-66,2.2796540705505314e-65,3.3629945427015155e-66,2.1338555239560326e-63,2.1042544505143042e-64,1.6794644501626986e-65,8.043543907037113e-59,1.9641521948674782e-64,7.651834253393275e-65,7.222211412975194e-65,3.836659449245952e-61,7.937454740726561e-61,7.463675284962688e-64,4.481422304778178e-65,3.048195569837199e-64,6.774655268295028e-67,7.404432920848826e-66,2.3720645921692557e-66,1.6942876421423973e-66,1.022761698614168e-64,6.386943363219577e-67,8.397590206869977e-65,1.0507258312184804e-66,2.863777969573502e-64,6.606936416154156e-63,1.0241484796940357e-63,1.1901258770362475e-64,8.931456907656563e-67,1.955949264061875e-65,3.2397573146806673e-65,5.1942296103030905e-65,1.5936195424067897e-66,1.0794828586485294e-61,1.7823052269026194e-62,1.0109878789252706e-56
Rancang Bangun Cloud Computing Di Laboratorium Komputer Teknik Elektro Universitas Bangka Belitung,3.0908483415390556e-40,3.7286592729586565e-41,4.412833746565302e-40,4.762223033341912e-38,1.920548430063249e-41,3.2958070325493577e-40,7.075413498126624e-41,1.9550133683537452e-38,2.4710103387836458e-39,1.1059334643128997e-35,2.4637118471692204e-39,3.184135993363416e-39,1.287871446531613e-39,5.833448116685403e-35,4.7836473730895486e-37,5.6810572340811196e-39,5.362010011889592e-39,5.3063686223378166e-40,7.880639938618572e-41,3.6027161152087163e-40,2.195684374135628e-40,3.816937839023493e-41,9.208510435581537e-41,1.6776883546579498e-41,1.1200664319761247e-40,3.0737719421308255e-39,7.464251236439019e-38,9.67624065938031e-41,5.693455111246176e-38,1.6866487955737676e-40,2.209702828088412e-40,1.8424613334919817e-37,1.0932360678158693e-39,3.027144488282187e-38,2.841688514565026e-39,4.341263792810772e-39,5.638775745514756e-38,2.2190803387986133e-38
Implementasi Sistem Basis Data Cloud Computing pada Sektor Pendidikan,2.2711264222466473e-21,7.513499408026012e-23,5.50861739435862e-22,5.957668237117797e-23,1.7692569478940563e-22,3.3200103073267337e-22,6.371423005797479e-22,7.384085924077712e-22,4.779672807489498e-23,1.4980741057275564e-19,5.2699857313523635e-23,3.7690174060105323e-20,8.540441810839744e-21,4.396825739245002e-20,3.3623884252431875e-21,3.3585517582058656e-22,3.5041965991343667e-22,3.634687507298503e-21,2.0234288611927166e-22,4.2152007107893406e-23,2.3528540372352528e-23,7.291062116354397e-24,2.2837275283883244e-23,7.619186845760476e-24,2.2264046864615913e-22,5.081228665950019e-22,1.853211760195848e-21,1.4207567671955882e-21,3.537521390413029e-22,2.918689375013252e-22,4.364353890408238e-22,1.4334319022334149e-21,1.0230511884419497e-22,9.075170797465663e-22,5.640641846294173e-24,2.95650571664725e-23,3.956308197018039e-22,1.5385571394886444e-23
Membangun Cloud computing Untuk Managemen Data Pada Universitas Islam Lamongan,1.0510901446254067e-25,4.715654200573787e-27,3.7030163460307865e-25,4.771733485063636e-26,4.454596533902777e-27,2.5715795248523235e-25,3.1851525451522116e-26,6.336895884334572e-25,4.9375622680304565e-26,2.06958743674116e-21,2.48266610275352e-26,8.187541527336754e-25,2.2869452710175047e-25,9.986705825164293e-24,9.49352287396893e-25,2.2965416290435075e-26,3.613709804495675e-26,2.1149370638106977e-25,2.2472517636018266e-26,1.5562244061886634e-26,1.42830839554986e-26,1.8616006876736823e-27,3.954879827279214e-27,1.9597048195260015e-27,1.700012478078291e-26,2.7457503754384667e-25,4.0034307272094984e-25,1.8303254705712712e-26,3.6294128604978425e-25,3.402039169263804e-25,1.2243125986607524e-26,1.0880134318643082e-25,1.0727905310477872e-25,5.718006927577693e-26,5.0829409707667325e-26,1.2800885314679915e-26,1.8655787218652032e-25,4.057100009254818e-26
 Cloud Computing,2.3002942177448117e-08,1.653040135563063e-09,1.6360923224037797e-09,1.6662093609879628e-09,1.7279248384979312e-09,1.6650717546745313e-09,1.5528811958962384e-09,1.6183530512626642e-09,4.3548743409245114e-09,2.2991940637584364e-06,1.5727508388745405e-09,4.388286231964089e-09,4.220808193159754e-09,2.1985708355832295e-07,2.9039420059332085e-08,1.6062578069893237e-09,1.6248354420796283e-09,1.688557744506099e-09,1.5494392078888154e-09,1.6835017689196664e-09,1.7809247761968397e-09,1.71556772925496e-09,1.6701694598670885e-09,1.7409266636726432e-09,1.6517144146949319e-09,1.6268689280873696e-09,4.11751723954331e-09,1.6855304146084927e-09,4.161280805960019e-09,1.6709507765772049e-09,1.597760850102713e-09,1.6566085549458042e-09,1.6188408847192908e-09,1.6308772685589584e-09,1.574902880234114e-09,1.662997090730625e-09,1.654208418080351e-09,1.6925854012436584e-09
Implementasi IoT Internet of Things dalam pembelajaran di Universitas Kanjuruhan Malang,7.294242994872427e-29,4.1594340153264024e-30,7.333215002976591e-30,1.3710182516649412e-29,1.0202589460506394e-30,6.584972339602041e-30,7.441526175387502e-30,6.570888932542642e-29,5.319981996286689e-30,6.70124514108682e-27,1.267071209120611e-23,1.6648278231103423e-30,5.821051024539452e-27,7.708740364978067e-28,1.2232329683297494e-28,1.4100075038172085e-29,1.4018228324755295e-29,2.3563443726202262e-30,1.1433485665709075e-30,1.5771430200675725e-30,1.2635689008542748e-30,4.087802533343464e-30,1.8176871044266413e-30,1.1538212487022643e-30,7.186376166316939e-30,1.6129815122723364e-29,2.990421548532909e-29,2.2833360638023828e-29,9.857821201470727e-29,9.871062103303509e-31,1.5811586261365836e-29,4.7382955135925744e-30,6.82630201001111e-30,7.141413838266042e-26,1.0082404681834409e-29,1.6175788939299897e-29,8.872120494293363e-29,2.3691654638782984e-28
Rancang Bangun Sistem Monitoring dan Kontrol Infus Dengan Penerapan Internet Of Things Iot Berbasis Android,9.115532070348838e-42,9.67094562682852e-43,4.256575305401433e-44,2.922578455450281e-42,1.6805195547691975e-42,2.6994342011997227e-45,1.7159399831572517e-43,1.59637851545529e-40,1.9942624145970655e-42,1.999808333226403e-39,1.1769177382458038e-31,1.2348077762124191e-42,8.280882731550493e-39,3.872700300697127e-40,1.9925763607187005e-42,1.0792113531257392e-41,6.8326910398972735e-43,6.623968116179154e-43,3.049622263760161e-45,5.55290527082584e-43,5.881008327887052e-44,8.178348401219968e-45,1.7243116485440905e-43,5.0497128132470703e-45,2.8877463589483805e-42,3.1902840817784507e-42,2.3169999685946312e-40,1.4068605799539336e-40,4.397703735726426e-42,1.899501983337605e-43,7.649961722428588e-43,1.1342214192554663e-40,3.2782559822962647e-41,1.0615929704567458e-39,6.005985310391813e-44,1.5731746801389363e-40,3.6883304347728514e-42,9.10435201201933e-42
 Penerapan iot pada perawatan tanaman di dalam rumah,2.176665488910992e-16,3.0552026663330597e-16,1.0171832732228657e-16,1.0549763811646882e-16,1.876422348422571e-15,2.954132067940336e-16,3.3623682613673155e-16,3.6518704069010155e-16,2.5656592580841424e-16,2.450843384246652e-15,9.122922897648066e-14,1.1008496692633591e-16,1.1329518039076429e-15,7.489588079958214e-16,2.072359470241068e-15,6.827947855725344e-16,1.0032342812584785e-16,1.083466357481979e-16,2.6842459751299687e-16,1.0769877182631454e-16,1.2052433622192702e-16,5.463004601630667e-16,1.0599970893756344e-16,1.151713746348817e-16,5.063907307767423e-16,1.0057469534869358e-16,4.25537917936685e-16,3.0271726202269593e-16,2.64476127897541e-16,4.88907042464383e-16,4.470154472139063e-16,1.0729735542467385e-15,2.792365913770043e-16,1.8477500211783863e-15,9.425212512244889e-17,1.0509125430358387e-16,1.039834086370201e-16,5.016492433768507e-16
Implementasi Penerapan Internet Of Things Iot Pada Monitoring Infus Menggunakan Esp 8266 Dan Web Untuk Berbagi Data,1.632765801407752e-35,3.6135333535253635e-37,1.884296240052525e-36,5.752559821298767e-37,1.962078393654292e-37,8.314104758405528e-37,3.3645745501373005e-36,8.591808636831393e-35,1.1406797014719635e-36,4.300523261008781e-34,6.479757570791601e-29,1.0935863443119608e-35,1.177160663615459e-32,7.979504957294259e-35,8.106298067481381e-36,5.800309118632128e-36,2.290469804007451e-36,5.680610829011814e-36,8.880946233749489e-38,3.861193317666337e-37,2.466716086472015e-37,3.098658588525939e-38,1.7840722900575306e-37,7.633129072515778e-38,3.607203933606229e-36,5.652203209612826e-36,6.057940893061538e-36,2.444351059744733e-36,4.7979702974640885e-36,7.495531853398394e-37,1.131778651199742e-37,4.377283937866942e-36,3.56660458608592e-36,6.48326113913888e-35,1.3482074888304073e-37,9.48981648198648e-38,2.6481614092394656e-37,8.374527488545496e-38
Penerapan internet of things IoT untuk kontrol lampu menggunakan arduino berbasis web,2.5433856457367555e-32,3.0884870117533065e-33,4.2204709992775055e-34,5.5313978963110065e-33,4.731517029055834e-33,1.0609401377018338e-34,3.430428313676903e-33,3.041451664156813e-32,1.4309990773244074e-33,1.789133151507946e-30,9.953393225849708e-24,3.362218801994184e-33,4.143579329085712e-29,7.359133098443404e-30,9.17737061855148e-32,4.704639892546574e-32,1.7546732948077167e-33,8.594840037983752e-33,1.3352168430529836e-34,1.5795016481061073e-33,5.719226446532578e-34,2.1115519623841645e-34,1.3323472360403122e-33,2.9677039134583005e-34,1.9719229716143328e-33,3.783768559522276e-33,1.2590733095413219e-31,1.5953294772486258e-32,6.110595922685857e-33,2.0621590729291643e-33,7.991670862718045e-34,5.2990520307334245e-33,4.9246246237487643e-32,7.5822213697539305e-31,2.0478612350236534e-34,4.846520640301971e-33,7.139113159851128e-33,1.6353380969717886e-33
Penerapan Sistem Informasi Smart Classroom Berbasis Internet Of Things dengan Raspberry Pi di Jurusan Teknik Informatika Universitas Negeri Surabaya,4.551074857990817e-162,8.032638865545517e-163,5.169977527719711e-163,5.720482457798444e-159,3.4306894557309826e-168,6.0942315599187455e-168,8.247245060236176e-168,2.2829198254613093e-156,2.297371883767881e-160,2.3890989241132255e-153,5.41745837140237e-143,3.3658936828107274e-164,1.0371521442278069e-153,1.5569839126743874e-157,8.970017908111803e-156,2.3698222632655916e-157,1.8769162078886434e-161,9.90628741021067e-163,1.111382413193767e-165,4.367613592062375e-168,8.196950803806321e-171,1.373619897471179e-168,2.2200886813549676e-164,1.2178451196954144e-169,8.892200440718673e-166,1.2556360945524492e-156,1.516321000782434e-141,1.8009387245558747e-160,1.0295345876190582e-151,6.965007300498374e-166,2.0171434179330954e-163,6.572946832915429e-157,1.998280566988255e-164,1.5066650468008575e-148,1.4782965068489742e-165,2.4882787534858517e-160,1.1176511049281229e-156,2.1677050305717498e-160
PENERAPAN IoT UNTUK SISTEM KENDALI JARAK JAUH PERALATAN LISTRIK RUMAH TANGGA BERBASIS RASPBERRY PI,2.5113310693148805e-43,3.9892426208442337e-44,2.3978269041842674e-44,3.658863056595708e-44,3.094956265888133e-43,1.1192781645880747e-43,2.4383350775108507e-43,4.275438454888307e-44,2.7410965828132636e-44,1.757308361859641e-42,1.0123753937807121e-35,3.6152285187289985e-44,2.7839361497542674e-42,3.9741449067742415e-43,1.9723686294853306e-42,1.708202567704593e-42,4.4832400064239587e-44,3.391243559442031e-44,3.541240186285701e-44,1.1418443417093478e-44,4.398607554879078e-45,3.514705740432881e-45,3.175606690121161e-44,2.2059763112431593e-45,2.543969840346097e-44,5.458178151303219e-44,4.565867668963152e-42,5.243659370461389e-42,1.0897461414404436e-43,7.741621337277339e-43,2.6365624772824894e-43,1.6343255732808842e-42,2.2869311954939325e-43,3.5477045490640194e-40,2.998172289574418e-45,3.439804465777817e-44,1.7275781225222517e-42,1.0386311043620978e-42
Penerapan Internet of Things IoT Untuk Mendeteksi Kadar Alkohol Pada Pengendara Mobil,6.588650705212974e-29,1.1507485766679798e-29,3.211675861417679e-30,8.665444546141149e-30,1.2669885407225238e-30,1.0924589115473741e-30,1.8918733348602517e-30,8.71433394710181e-30,2.3054286935766503e-30,2.803112127832707e-28,6.296456759711264e-23,4.60510597840554e-31,1.6101699227747956e-27,1.6167137899752375e-29,3.81179921602858e-30,2.076697902689706e-30,1.1903873475602949e-29,1.0211282542646709e-30,1.8249685905124206e-30,4.085014337008629e-30,1.263568900854275e-30,1.9869490384533147e-30,5.266200627522415e-29,6.658018098981527e-30,4.788626071999019e-28,8.798869636095522e-31,4.799760179038542e-30,5.1823588294114135e-30,8.36479248189536e-31,4.277651658393165e-31,2.702427137039619e-30,4.132666777868845e-31,2.32004210826338e-30,2.2810130223215713e-29,3.37571597423715e-31,1.5016984339650102e-30,1.356444292834525e-30,4.503530960055453e-31
Penerapan Internet Of Things dalam Ruang Kelas,4.97620947146451e-19,1.266699255396293e-19,6.27558673307637e-20,6.076663047507312e-20,2.907284372341073e-20,2.6500726457568185e-20,5.095500020991189e-20,5.714113958049291e-19,5.918897784096946e-20,3.42241586595391e-18,1.4702788637252309e-15,2.799664042695903e-20,2.6156842603799388e-17,1.4274254135239516e-18,9.943106786305093e-20,5.544716668524446e-20,1.856070065590295e-19,6.28247866862567e-20,2.213664234893165e-20,9.747097666357172e-20,7.177202004322183e-20,8.326854556182757e-20,9.46491656538807e-20,6.78097935831567e-20,1.2641610839753556e-19,5.724303364208941e-20,3.329006784285277e-19,2.7322276297899025e-20,1.6651326276963405e-19,2.6735267645039252e-20,5.471679724017923e-20,2.6165265408472048e-20,1.520597338762876e-19,8.913162305084874e-18,6.723505295501651e-20,8.190046729423301e-19,2.7582550073656703e-19,4.728429392449634e-19
PENERAPAN IoT Internet of Things DALAM PEMBUATAN TEMPAT SAMPAH PINTAR UNTUK RUMAH KOS,1.7133813800736223e-29,4.03500966247342e-29,9.728400494144078e-31,2.6609110105503534e-30,4.891591482072872e-31,1.182668440417398e-30,7.304147742870258e-31,3.197565265499482e-29,2.245883317878525e-29,3.550187570797028e-27,2.511573966076001e-23,4.60510597840554e-31,1.6002659434303375e-26,4.533290452536404e-29,1.0688343911058694e-29,5.8230930133949146e-30,2.8476318184834796e-30,1.021128254264671e-30,3.1626341452415187e-31,1.5771430200675725e-30,1.2635689008542748e-30,4.753158133948171e-31,4.269656552042303e-31,1.1538212487022643e-30,1.987834620924352e-30,8.798869636095524e-31,2.211744326045231e-29,4.556829570807572e-30,6.446604387833069e-30,5.4177161159695074e-30,1.0367512212383993e-29,3.184976536037162e-30,6.505433926579072e-30,2.8889404745058933e-28,2.1083015145045736e-30,1.5016984339650102e-30,6.779839934491122e-30,2.021640974952385e-29
 Penerapan algoritma kriptografi asimetris rsa untuk keamanan data di oracle,2.820619212022356e-26,6.110803553010857e-26,9.30320761472219e-25,3.672759670662361e-26,1.9089561742271027e-27,9.892834137945808e-25,1.2929957882352603e-25,3.5009126951037003e-25,1.620012797861942e-27,5.6105091743415685e-27,6.285074671492363e-27,1.3900420103220418e-21,3.3750892174552024e-22,3.949531345890938e-26,4.5322430815753945e-26,2.460297369582277e-26,2.1846536481655984e-25,1.688788728946166e-20,3.276481052852024e-26,7.517519974564219e-25,9.500182137981733e-26,9.812330275720672e-27,1.1256992914793897e-25,1.0329428356702547e-26,8.71916283962628e-27,1.2969569726259284e-26,8.471434570627756e-26,9.205862650546397e-27,3.7420137729428965e-27,1.797799467832842e-26,1.4512766425452226e-27,5.454434544012696e-26,4.382930977059102e-27,9.785125706107888e-27,1.3798987203952967e-27,1.6694722501980508e-27,1.6841328757892315e-26,1.7757673190401415e-27
PENERAPAN algoritma asimetris rsa untuk keamanan data pada aplikasi penjualan cv sinergi computer lubuklinggau berbasis web,2.7326967575321256e-46,1.6800749789542492e-45,2.1428907678179484e-45,3.7805876727949025e-45,1.0383998028713064e-46,8.791615527103369e-45,5.139965485589439e-44,1.3262227742651748e-44,4.0190181981147926e-48,2.0027856989131934e-46,6.104549560121297e-47,8.702932864154111e-42,2.362711456802549e-42,1.605727074045774e-45,6.269792626177511e-46,3.812299721759202e-46,2.298404322375217e-46,9.621505770704175e-39,5.890759361081795e-47,5.105302568791665e-46,2.607897559307843e-46,9.567036551689476e-48,5.0950632443015215e-45,6.048888947287744e-48,1.7265850516625145e-47,1.6138962818541452e-46,1.6496830987285345e-45,1.7525301306094734e-45,7.300167663405672e-47,7.118933496523455e-45,3.918992812151211e-48,4.795998521329027e-43,6.745841893293869e-45,1.9605100622631643e-45,4.4835794616650084e-48,2.7533508768519407e-47,2.365008993790259e-45,4.1354762129692913e-47
PEMANFAATAN USB FLASHDISK SEBAGAI KUNCI PADA KEAMANAN DATA DENGAN PENERAPAN ALGORITMA ELGAMAL,1.987135629190641e-32,2.729502080748307e-32,5.783944489826635e-32,1.448975964421058e-32,3.514672028670461e-34,3.900253021927524e-31,4.7541670937653176e-32,1.6416145209991656e-32,1.675934163884483e-33,5.640914414890922e-33,3.6277518322424235e-33,1.557012320041713e-29,1.4291222295641625e-29,4.168917968761032e-32,1.3111239840872493e-32,4.210821709647444e-33,6.249520819086225e-32,2.1560224926968917e-27,4.28687578566676e-33,1.1476249807510288e-32,1.4286840789983404e-32,1.4214733558211254e-33,1.5876019670416524e-32,2.3536591216438044e-33,5.472595439587587e-34,1.7817092323379985e-33,1.776895361765479e-33,5.896369366277636e-34,1.395904544947117e-33,2.5366678319020335e-33,1.958036027894121e-34,7.159283330252353e-33,9.286575533605119e-34,1.9870316338929716e-32,1.8350997949401051e-34,7.501919559546038e-34,2.3524764138810018e-33,1.8141338596410255e-32
Rancang Bangun Aplikasi Kriptografi Pada Teks Menggunakan Metode Reverse Chiper Dan Rsa Berbasis Android,9.523016182099102e-68,5.3349324457275024e-67,3.534144859496547e-71,1.0144223694755116e-64,3.039583123731381e-67,1.4338230343363502e-71,1.720319328566137e-66,7.090529325607759e-65,1.4803705174708055e-69,4.055870414908242e-66,1.1498156990062207e-67,2.058734873387619e-59,1.8555495451945518e-64,2.7602922757838934e-68,1.5448906349795825e-68,6.922315628336923e-70,6.095841791011842e-69,8.83397836047954e-62,2.540537349659383e-71,4.196661702187155e-65,2.33488214646625e-67,5.2607017604910766e-70,5.26711240811281e-67,2.9320692097379717e-71,5.696386422187668e-70,3.6676477335173075e-70,2.3017207644813684e-66,1.9496718457491277e-66,1.6060984401446052e-67,1.0923250128553327e-68,5.191758116616404e-69,1.7050245881677068e-64,1.958655081237521e-66,1.9827127500328475e-68,6.265572134510458e-69,4.460326553172821e-64,4.1920429868699507e-66,8.21082641123805e-65
Penerapan Teori Chaos pada Kriptografi Menggunakan Algoritma Stream Cipher dan Electronic Code Book ECB untuk Keamanan Pesan Teks,4.5494067885398043e-41,3.788564032714169e-40,1.1542481373902265e-40,6.113611959360924e-40,2.6272557093821106e-41,1.271269101291435e-40,5.827019394055138e-40,2.3529405336609162e-39,6.359241623273782e-42,1.5036304543230504e-41,2.2449025126704263e-41,3.91188714423921e-33,4.0852741261552805e-37,1.3463166048095106e-40,7.608757360237997e-40,3.1775634650229953e-41,1.7462901628208714e-40,3.286250428377108e-32,2.3816162758612497e-41,2.7838527187939545e-39,1.3319149968185523e-39,4.170182752127996e-41,1.663779929283173e-39,4.520686959529047e-41,1.1907506702362622e-41,1.2952231456700646e-41,2.889700121238115e-40,1.9443950301782695e-41,1.3412046585550296e-41,1.2690498180494994e-41,5.349841923452322e-42,6.444603688939717e-40,7.610510266833753e-41,3.758167750673463e-41,4.942218700338177e-42,6.666983446336911e-42,2.306922129042814e-41,7.346059365787782e-42
