No Dosen,Nama Dosen,No Judul,Judul Jurnal,Kata Judul Jurnal Hasil Filter
9,"Arief Prasetyo, S.Kom., M.Kom.",116,Strategi Pengembangan Usaha Budidaya Ikan Kerapu di Desa Labuhan Kecamatan Brondong Kabupaten Lamongan Jawa Timur,labuh
9,"Arief Prasetyo, S.Kom., M.Kom.",116,Strategi Pengembangan Usaha Budidaya Ikan Kerapu di Desa Labuhan Kecamatan Brondong Kabupaten Lamongan Jawa Timur,camat
9,"Arief Prasetyo, S.Kom., M.Kom.",116,Strategi Pengembangan Usaha Budidaya Ikan Kerapu di Desa Labuhan Kecamatan Brondong Kabupaten Lamongan Jawa Timur,brondong
9,"Arief Prasetyo, S.Kom., M.Kom.",116,Strategi Pengembangan Usaha Budidaya Ikan Kerapu di Desa Labuhan Kecamatan Brondong Kabupaten Lamongan Jawa Timur,kabupaten
9,"Arief Prasetyo, S.Kom., M.Kom.",116,Strategi Pengembangan Usaha Budidaya Ikan Kerapu di Desa Labuhan Kecamatan Brondong Kabupaten Lamongan Jawa Timur,lamongan
9,"Arief Prasetyo, S.Kom., M.Kom.",116,Strategi Pengembangan Usaha Budidaya Ikan Kerapu di Desa Labuhan Kecamatan Brondong Kabupaten Lamongan Jawa Timur,jawa
9,"Arief Prasetyo, S.Kom., M.Kom.",116,Strategi Pengembangan Usaha Budidaya Ikan Kerapu di Desa Labuhan Kecamatan Brondong Kabupaten Lamongan Jawa Timur,timur
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,analisis
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,tax
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,avoidance
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,lalu
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,pinjam
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,antar
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,related
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,party
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,cegah
9,"Arief Prasetyo, S.Kom., M.Kom.",117,Analisis tax avoidance melalui pinjaman antar related party dan pencegahannya di Indonesia,indonesia
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,rancang
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,bangun
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,runner
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,game
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,2d
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,tema
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,kenal
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,kembali
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,lirik
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,lagu
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,daerah
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,algoritma
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,fisher-yates
9,"Arief Prasetyo, S.Kom., M.Kom.",118,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,shuffle
9,"Arief Prasetyo, S.Kom., M.Kom.",119,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,analisis
9,"Arief Prasetyo, S.Kom., M.Kom.",119,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,banding
9,"Arief Prasetyo, S.Kom., M.Kom.",119,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,algoritma
9,"Arief Prasetyo, S.Kom., M.Kom.",119,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,rle
9,"Arief Prasetyo, S.Kom., M.Kom.",119,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,huffman
9,"Arief Prasetyo, S.Kom., M.Kom.",119,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,kompresi
9,"Arief Prasetyo, S.Kom., M.Kom.",119,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,citra
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,video
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,streaming
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,lalu
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,lintas
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,kendara
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,server
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,raspberry
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,pi
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,protokol
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,h
9,"Arief Prasetyo, S.Kom., M.Kom.",120,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,264
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,optimasi
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,biaya
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,waktu
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,jalur
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,angkut
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,kota
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,angkot
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,malang
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,metode
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,ant
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,colony
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,bas
9,"Arief Prasetyo, S.Kom., M.Kom.",121,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,perangkat
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,rancang
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,bangun
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,aplikasi
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,uji
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,online
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,real
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,time
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,aristektur
9,"Arief Prasetyo, S.Kom., M.Kom.",122,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,mean
9,"Arief Prasetyo, S.Kom., M.Kom.",123,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,simulasi
9,"Arief Prasetyo, S.Kom., M.Kom.",123,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,ajar
9,"Arief Prasetyo, S.Kom., M.Kom.",123,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,tangan
9,"Arief Prasetyo, S.Kom., M.Kom.",123,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,bakar
9,"Arief Prasetyo, S.Kom., M.Kom.",123,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,hutan
9,"Arief Prasetyo, S.Kom., M.Kom.",123,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,bas
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,optimasi
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,dimensi
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,tebal
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,awal
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,pelat
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,proses
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,bengkok
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,bentuk
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,jogged
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,flange
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,simulasi
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,tiga
9,"Arief Prasetyo, S.Kom., M.Kom.",124,Optimasi Dimensi Tebal Awal Pelat Pada Proses Pembengkokan Bentuk Jogged Flange Dengan Simulasi Tiga Dimensi,dimensi
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,rancang
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,bangun
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,perangkat
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,lunak
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,manajemen
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,database
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,sql
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,server
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,bas
9,"Arief Prasetyo, S.Kom., M.Kom.",125,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,web
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,prediksi
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,banjir
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,lahar
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,dingin
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,lereng
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,rapi
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,data
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,curah
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,hujan
9,"Arief Prasetyo, S.Kom., M.Kom.",126,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,satelit
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,metode
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,fuzzy
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,time
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,series
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,ruey
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,chyn
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,tsaur
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,ukur
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,potensi
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,jual
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,produk
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,ud
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,rama
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,jaya
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,water
9,"Arief Prasetyo, S.Kom., M.Kom.",127,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,heater
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,aplikasi
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,chatbot
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,reservasi
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,pijat
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,bayi
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,metode
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,cosine
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,similarity
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,klasifikasi
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,kalimat
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,kandung
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,rundung
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,bentuk
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,tubuh
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,body
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,shaming
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,microblogging
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,metode
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,support
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,vector
9,"Arief Prasetyo, S.Kom., M.Kom.",129,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,machine
9,"Arief Prasetyo, S.Kom., M.Kom.",130,Kendali Navigasi Slideshow Powerpoint Dengan Gerakan Tangan Menggunakan Metode Hidden Markov Model,kendali
9,"Arief Prasetyo, S.Kom., M.Kom.",130,Kendali Navigasi Slideshow Powerpoint Dengan Gerakan Tangan Menggunakan Metode Hidden Markov Model,navigasi
9,"Arief Prasetyo, S.Kom., M.Kom.",130,Kendali Navigasi Slideshow Powerpoint Dengan Gerakan Tangan Menggunakan Metode Hidden Markov Model,slideshow
