No,No Grup Riset,Grup Riset,No Bidang,Bidang,Judul Jurnal,Kata Judul Jurnal Hasil Filter
115,1,Sistem Cerdas,3,Penerapan Data Besar,Analisa Dan Penerapan Data Mining Untuk Menentukan Kubikasi Air Terjual Berdasarkan Pengelompokan Pelanggan Menggunakan Algoritma K-Means Clustering,jual
115,1,Sistem Cerdas,3,Penerapan Data Besar,Analisa Dan Penerapan Data Mining Untuk Menentukan Kubikasi Air Terjual Berdasarkan Pengelompokan Pelanggan Menggunakan Algoritma K-Means Clustering,dasar
115,1,Sistem Cerdas,3,Penerapan Data Besar,Analisa Dan Penerapan Data Mining Untuk Menentukan Kubikasi Air Terjual Berdasarkan Pengelompokan Pelanggan Menggunakan Algoritma K-Means Clustering,kelompok
115,1,Sistem Cerdas,3,Penerapan Data Besar,Analisa Dan Penerapan Data Mining Untuk Menentukan Kubikasi Air Terjual Berdasarkan Pengelompokan Pelanggan Menggunakan Algoritma K-Means Clustering,langgan
115,1,Sistem Cerdas,3,Penerapan Data Besar,Analisa Dan Penerapan Data Mining Untuk Menentukan Kubikasi Air Terjual Berdasarkan Pengelompokan Pelanggan Menggunakan Algoritma K-Means Clustering,algoritma
115,1,Sistem Cerdas,3,Penerapan Data Besar,Analisa Dan Penerapan Data Mining Untuk Menentukan Kubikasi Air Terjual Berdasarkan Pengelompokan Pelanggan Menggunakan Algoritma K-Means Clustering,k-means
115,1,Sistem Cerdas,3,Penerapan Data Besar,Analisa Dan Penerapan Data Mining Untuk Menentukan Kubikasi Air Terjual Berdasarkan Pengelompokan Pelanggan Menggunakan Algoritma K-Means Clustering,clustering
116,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan algoritma apriori terhadap data penjualan di Toko Gudang BM,algoritma
116,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan algoritma apriori terhadap data penjualan di Toko Gudang BM,apriori
116,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan algoritma apriori terhadap data penjualan di Toko Gudang BM,hadap
116,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan algoritma apriori terhadap data penjualan di Toko Gudang BM,data
116,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan algoritma apriori terhadap data penjualan di Toko Gudang BM,jual
116,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan algoritma apriori terhadap data penjualan di Toko Gudang BM,toko
116,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan algoritma apriori terhadap data penjualan di Toko Gudang BM,gudang
116,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan algoritma apriori terhadap data penjualan di Toko Gudang BM,bm
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,data
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,mining
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,cari
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,pola
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,data
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,nilai
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,akademik
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,mahasiswa
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,algoritma
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,fp-growth
117,1,Sistem Cerdas,3,Penerapan Data Besar, PENERAPAN DATA MINING UNTUK MENCARI POLA DATA NILAI AKADEMIK MAHASISWA MENGGUNAKAN ALGORITMA FP-GROWTH Studi …,studi
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,konsep
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,data
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,mining
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,database
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,akademik
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,stmik
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,pradnya
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,paramita
118,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Konsep Data Mining Pada Database Akademik STMIK Pradnya Paramita Dengan Delphi,delphi
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,data
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,mining
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,analis
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,data
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,bencana
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,gempa
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,bumi
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,pulau
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,malu
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,bmkg
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,na
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,ve
119,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK MENGANALISIS DATA BENCANA GEMPA BUMI DI KEPULAUAN MALUKU PADA BMKG MENGGUNAKAN NAÏVE BAYES …,bayes
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,data
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,mining
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,metode
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,decision
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,tree
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,c4
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,5
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,prediksi
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,tingkat
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,kelulus
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,mahasiswa
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,studi
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,kasus
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,stmik
120,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining menggunakan Metode Decision Tree C4 5 untuk Prediksi Tingkat Kelulusan Mahasiswa Studi Kasus STMIK WIT,wit
121,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK CLUSTERING DATA PENDUDUK MISKIN MENGGUNAKAN ALGORITMA K-MEANS,data
121,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK CLUSTERING DATA PENDUDUK MISKIN MENGGUNAKAN ALGORITMA K-MEANS,mining
121,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK CLUSTERING DATA PENDUDUK MISKIN MENGGUNAKAN ALGORITMA K-MEANS,clustering
121,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK CLUSTERING DATA PENDUDUK MISKIN MENGGUNAKAN ALGORITMA K-MEANS,data
121,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK CLUSTERING DATA PENDUDUK MISKIN MENGGUNAKAN ALGORITMA K-MEANS,duduk
121,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK CLUSTERING DATA PENDUDUK MISKIN MENGGUNAKAN ALGORITMA K-MEANS,miskin
121,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK CLUSTERING DATA PENDUDUK MISKIN MENGGUNAKAN ALGORITMA K-MEANS,algoritma
121,1,Sistem Cerdas,3,Penerapan Data Besar,PENERAPAN DATA MINING UNTUK CLUSTERING DATA PENDUDUK MISKIN MENGGUNAKAN ALGORITMA K-MEANS,k-means
122,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori Dalam Memprediksi Penjualan Produk Di Pt Miwada Industrial,algoritma
122,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori Dalam Memprediksi Penjualan Produk Di Pt Miwada Industrial,apriori
122,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori Dalam Memprediksi Penjualan Produk Di Pt Miwada Industrial,prediksi
122,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori Dalam Memprediksi Penjualan Produk Di Pt Miwada Industrial,jual
122,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori Dalam Memprediksi Penjualan Produk Di Pt Miwada Industrial,produk
122,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori Dalam Memprediksi Penjualan Produk Di Pt Miwada Industrial,pt
122,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori Dalam Memprediksi Penjualan Produk Di Pt Miwada Industrial,miwada
122,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori Dalam Memprediksi Penjualan Produk Di Pt Miwada Industrial,industrial
123,1,Sistem Cerdas,3,Penerapan Data Besar,Analisis Data Hasil Keuntungan Menggunakan Software Rapidminer,analisis
123,1,Sistem Cerdas,3,Penerapan Data Besar,Analisis Data Hasil Keuntungan Menggunakan Software Rapidminer,data
123,1,Sistem Cerdas,3,Penerapan Data Besar,Analisis Data Hasil Keuntungan Menggunakan Software Rapidminer,hasil
123,1,Sistem Cerdas,3,Penerapan Data Besar,Analisis Data Hasil Keuntungan Menggunakan Software Rapidminer,untung
123,1,Sistem Cerdas,3,Penerapan Data Besar,Analisis Data Hasil Keuntungan Menggunakan Software Rapidminer,software
123,1,Sistem Cerdas,3,Penerapan Data Besar,Analisis Data Hasil Keuntungan Menggunakan Software Rapidminer,rapidminer
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,data
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,mining
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,algoritma
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,apriori
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,saran
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,kueri
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,barang
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,studi
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,kasus
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,situs
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,inkuiri
124,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Data Mining Dengan Algoritma Apriori Untuk Informasi Saran Kueri Barang Studi Kasus Situs “Inkuiri com”,com
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,data
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,mining
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,analis
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,jual
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,barang
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,metode
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,apriori
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,supermarket
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,sejahtera
125,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,lhokseumawe
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,algoritma
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,apriori
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,prediksi
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,sedia
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,buku
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,pustaka
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,sma
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,dwi
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,tunggal
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,tanjung
126,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,morawa
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,teknik
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,data
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,mining
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,klasifikasi
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,tepat
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,waktu
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,lulus
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,mahasiswa
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,teknik
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,informatika
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,universitas
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,telkom
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,algoritma
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,naive
127,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,bayes
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,adaboost
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,selesai
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,ketidakseimbangan
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,kelas
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,tentu
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,kelulus
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,mahasiswa
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,metode
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,decision
128,1,Sistem Cerdas,3,Penerapan Data Besar,Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,tree
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,algoritma
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,forecasting
129,1,Sistem Cerdas,3,Penerapan Data Besar, Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,prediksi
