No Dosen,Nama Dosen,No Judul,Judul,Skalabilitas dan Analitik Data,Penerapan Kecerdasan Buatan,Penerapan Data Besar,Penerapan Information Retrieval,Penerapan Sistem Pakar,Penerapan Penambangan Data,Penerapan Penambangan Teks,Penerapan Intelijen Bisnis,Penerapan Smart Living,Penerapan Komputasi Awan,Penerapan IoT,Penerapan Keamanan Data,Penerapan Keamanan Cyber,Penerapan Virtualisasi Jaringan,Penerapan Teknologi Jaringan,Penerapan Teknologi Nirkabel,Penerapan IT Forensik pada Jaringan,Penerapan Enkripsi,Penerapan Pengenalan Pola,Penerapan Watermarking pada Citra,Penerapan Kompresi Citra,Penerapan Pengolahan Citra,Penerapan Transformasi Citra,Penerapan Filtering Citra,Penerapan Morfologi Citra Digital,Integrasi Sistem dan Arsitektur,Penerapan Manajemen Informasi,Penerapan Sistem Informasi Geografis,Penerapan Global Professional Practice,Penerapan Sistem Peramalan,Penerapan Sistem Pendukung Keputusan,Penerapan Bisnis Elektronik Sistem Informasi,Penerapan Customer Relationship Management,Penerapan Pembelajaran Elektronik pada Sistem Informasi,Computational Thinking,Pengembangan Game,Multimedia,Penerapan Augmented Reality
28,"Elok Nur Hamdana, S.T., M.T",616,Optimasi Perencanaan Jaringan UMTS Universal Mobile Telecommunication System pada Node-B Menggunakan Probabilistik Monte Carlo,1.0229941323272407e-31,4.31683207305933e-31,5.544436999695591e-32,1.8693030898619877e-30,7.8555645099796615e-31,5.398777894684945e-30,7.41459946655992e-30,9.800599325558044e-31,2.2279034810627492e-30,6.499642574108805e-32,1.0334649926153553e-30,1.0355472998963164e-30,8.689351650390203e-30,7.459777272158761e-28,2.2564269130922e-29,7.639376232563988e-29,2.089452889270986e-29,1.078593319444828e-30,5.583399176000546e-31,2.330686111891744e-31,4.190965651663565e-31,1.554547940755294e-30,5.53718621134265e-31,3.598705337679729e-31,1.517637644768908e-31,1.3094604757786676e-30,2.332167628081773e-30,2.5213803353643072e-29,1.8464390417634815e-30,4.526113422144432e-31,3.1596055811939874e-31,2.4740117936515114e-30,2.0785668267909916e-31,3.920024030564721e-30,3.3687433871717888e-31,1.3072262175414343e-31,8.054268850140243e-30,8.307510002400453e-30
29,"Endah Septa Sintiya. SPd., MKom.",617,Pelatihan Teknik Social Media Marketing sebagai Sarana Pemasaran Produk pada Konveksi Kerudung ‘Al-Kattar’Di Kelurahan Merjosari Malang,3.188451576523425e-45,4.3871297023191226e-45,3.354632699643665e-44,9.168210754095156e-45,1.1526224361966912e-45,1.1434165586370828e-42,6.431131729351666e-44,3.314143303990532e-44,1.3578181231945427e-43,3.304020582227236e-43,2.2825580850844316e-44,6.53953282119659e-44,5.0624222160013394e-45,5.263003951157797e-44,5.815120404145851e-44,1.4000122681264105e-44,1.0740514494792991e-44,2.3638908705492584e-44,1.3092574746823942e-46,1.0779590463278447e-44,6.072213882140274e-45,4.811678322348569e-45,5.767231923446543e-45,4.9976579465761184e-45,1.6142531577384963e-45,1.2379536961664708e-44,9.700098854960445e-44,3.066352460920934e-44,2.1576369187013173e-44,5.110696825145977e-45,6.173249471845935e-44,7.6918643944578505e-44,6.924276212828037e-44,2.9961070209073094e-43,5.835074020607905e-43,9.386646267787606e-45,2.6495908921409486e-42,2.0637711027390244e-40
29,"Endah Septa Sintiya. SPd., MKom.",618,Literatur Review Critical Success Factor Penerapan Sistem ERP pada Perusahaan Manufaktur di Negara Berkembang dan Maju,1.2572862790386933e-23,6.952765954584662e-24,2.789302231443477e-23,6.348982185739434e-24,1.9143404876607587e-22,8.550284662482706e-24,1.2294288448073631e-23,2.601568205938251e-24,1.7721590405339381e-23,3.687438393829575e-24,1.462866763351849e-23,1.3736318748385233e-23,5.7723722588136616e-24,3.2967851291316438e-24,2.9565452485960237e-24,6.363610663074767e-24,2.4945158473587533e-23,5.452161084106081e-24,4.673942635064144e-25,1.829126788603958e-24,7.530376648521553e-24,4.6114222919540924e-24,8.741567613493065e-24,3.209035883847148e-24,2.8527472337836053e-24,4.033955707097192e-24,4.7387010415626896e-23,1.118340749808264e-23,1.8386500451282205e-23,2.5605967839792304e-23,1.1645869761622474e-23,7.593087014695655e-23,3.267877934506591e-23,1.7110908631098924e-23,3.58240228750589e-23,2.314604520104594e-23,2.2886112761986334e-23,1.4305496051596113e-23
29,"Endah Septa Sintiya. SPd., MKom.",619,Akuisisi Data Media Sosial Pemerintah untuk Menganalisis Keterbukaan Informasi Penyebaran Covid-19,2.6709832958227805e-35,3.817025147959386e-35,1.4101592003608134e-32,6.901279886730503e-35,9.88302833151436e-35,8.396096695424299e-33,3.0247857149007378e-33,1.200377293161886e-34,1.0632328834591578e-32,2.6721148618678365e-33,3.404839894346565e-34,3.3940835401551356e-33,1.2857991911281688e-33,3.3117800413543164e-34,2.2371486208519273e-34,1.527415374299333e-34,3.5814966728256907e-34,1.1789658133297782e-33,1.7600774708018246e-35,6.813063503418085e-35,3.7481242056735486e-34,6.296224623574247e-35,4.566030788319799e-35,3.7353594833695727e-35,1.0013489261843787e-34,2.3662431888682996e-34,6.173548053092182e-35,1.7110263582533612e-33,2.7731294435389086e-34,3.140466199255229e-34,5.944079973653284e-35,3.6010767334077677e-35,4.965072558131679e-35,1.0882174655323614e-34,1.5024691132155548e-34,4.135458974041567e-35,1.4775754971668887e-33,1.3329957777455425e-33
29,"Endah Septa Sintiya. SPd., MKom.",620,Electronics-Leadership E-Leadership dalam Sektor E-Government Literature Review,2.2013090831241364e-17,5.572776432287291e-17,4.921426146398998e-17,5.732812506992353e-17,6.960051315389249e-17,5.98128522241091e-17,7.570016387283649e-16,4.0752739736051267e-17,7.567710768048981e-16,5.0168132955233516e-17,3.5013283774734495e-17,1.1591473608834872e-16,9.376000882924144e-17,6.588692353879415e-17,1.9993401816955493e-16,5.253341265167408e-17,2.794537469835152e-17,5.1793761388588095e-17,1.0114673958283639e-17,3.987299333452964e-17,1.3530669822142193e-16,8.072437330298517e-17,7.242946247096069e-17,6.247928053903795e-17,5.3623912189521476e-17,9.982226458542681e-18,3.461727910980923e-17,7.496757774164791e-17,1.1647455247612263e-16,7.385915550018566e-17,3.022185014894069e-17,4.053997825755734e-17,3.1111465561596837e-16,5.731565500677892e-17,5.120314564139095e-17,1.165904207664328e-17,3.4860210448670464e-17,8.834039293330678e-17
29,"Endah Septa Sintiya. SPd., MKom.",621,Pengembangan Bahan Ajar Modul Praktikum Algoritma dan Pemrograman Pada Program Studi Teknik Informatika Universitas Negeri Malang,6.220653228514604e-53,3.043142333525339e-51,1.5829884196349672e-45,5.014374987012114e-50,1.1973233298957952e-52,7.164723480263514e-50,4.497095804541151e-50,1.1003142364475753e-51,1.7263672005498336e-49,3.1958377455805954e-49,4.0880511552935965e-50,1.5699333030592172e-49,4.460626256408932e-49,2.7070440769580355e-49,9.798324426452388e-49,8.394536389880621e-50,1.613644514690664e-51,2.4819084266510054e-50,2.4940060848944664e-51,1.4024702147126593e-51,1.8989566587617615e-50,7.937973655570067e-51,2.6465371077651696e-50,4.708787145262871e-52,2.0845806268199248e-51,1.847217145863261e-48,1.421102878407454e-43,2.6294735941945505e-49,3.700816969202634e-49,8.390366013846437e-52,2.920154943603789e-47,2.3987550433727534e-48,2.2955103024911237e-51,8.115244761283619e-44,3.968349308298964e-47,2.331010084205675e-49,7.377477484120223e-42,1.696718636766775e-45
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",622,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet of Internet of Things Based Water Monitoring System for Catfish,7.958678882367164e-53,1.20372617871487e-50,6.432166247205407e-53,1.6075269001648548e-49,2.755647399547322e-51,5.564377841443188e-53,1.229379578733468e-51,6.261343277216705e-52,8.438393856753862e-52,3.119349757862415e-51,3.8809284690736726e-37,3.786425341563992e-52,6.727780657670818e-48,2.1187501579365254e-51,3.1192158510355053e-49,2.5849295093579003e-48,2.1428578553306976e-50,3.2647403984045348e-52,6.784628141281229e-54,1.006554078120698e-51,1.7741321772358206e-52,2.187883148587068e-51,2.5640912018291225e-52,2.800302183456023e-52,1.1207178601845933e-51,8.69115933225498e-52,1.9415518144307e-47,3.6379541955477037e-50,4.8571616595106356e-51,9.812753418850944e-53,6.369950180944964e-52,2.7568155550409095e-51,2.4268177229466513e-50,2.7327605411628307e-50,6.272386562767051e-53,2.8250811632383483e-50,2.4324608826382936e-51,1.3514096871439423e-51
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",623,SISTEM INFORMASI PERAMALAN STOK BARANG DI CV ANNORA ASIA MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,1.5653720743482133e-31,3.8813279436099766e-30,5.976980551653361e-30,9.077004089732234e-31,3.8927743756148274e-30,2.2442129042568116e-29,1.5397267085484278e-30,1.089307999681462e-30,2.1293785020968113e-31,2.9768456275688134e-32,9.900593434779207e-32,5.805984013141297e-30,5.437953146274287e-31,3.398818818973544e-31,3.044427908250559e-31,6.862206158546291e-31,1.9621021202549866e-30,3.551429248279381e-30,1.3207815322536698e-30,1.8634076342932226e-30,5.751883340920468e-30,8.085185043336946e-30,2.8416543872638265e-30,2.1288184388424753e-29,1.1173214229124689e-30,6.564845258066056e-32,2.9797401464506725e-31,1.015390477667524e-30,5.484257576930806e-31,2.136509469716806e-22,3.7026234257645746e-30,1.867768704968689e-29,5.4273412793212795e-31,4.848486822985213e-31,1.657041912528157e-31,5.91265841088232e-32,1.661517081656553e-31,8.416578814835877e-31
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",624,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet Of Things Menggunakan Raspberry Pi,8.093357686530811e-145,1.5992430368573146e-141,1.3542207766334175e-148,3.629420540632516e-142,3.657290327502125e-145,2.499279980645364e-148,3.1872679756245615e-144,4.5950132090073535e-145,3.301607808335121e-146,2.9819144954451717e-142,2.0468834603221623e-97,4.973790411218794e-144,4.477651438105473e-136,2.200550632748525e-143,9.793965636122125e-139,1.1926204252894536e-138,4.313136205672375e-142,1.469282163764949e-144,1.186520482545043e-143,1.4355108273218779e-143,1.29119309988816e-145,1.9311110090606807e-145,1.5551252464482413e-145,6.078301053044687e-146,2.299047098941453e-143,1.2732786090819303e-144,4.2998609977241025e-128,1.7369731523898122e-141,1.361065549163249e-143,8.19903227093515e-146,4.3782376933928053e-147,1.0059303182586827e-144,2.373384299545087e-142,1.268519107621896e-142,3.863357272476118e-148,5.714253762107911e-139,4.611369323714325e-144,3.370566450822437e-143
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",625,Implementasi Web Crawler Dan Perangkingan Data Hotel Menggunakan Metode Anp,2.3953116188210793e-31,1.31374851710997e-29,9.780884537653003e-26,2.3236582316207864e-28,1.9291553698330572e-27,8.955983834386702e-27,2.511631028734236e-27,1.1261380765696333e-27,1.21411130694941e-30,3.5261066026262207e-28,4.6453021617613455e-29,2.3673889173406795e-25,8.632979292807901e-29,2.358487267871553e-28,1.9233572369161873e-28,1.5272751941191704e-28,1.0843384219415929e-28,6.3526449791492e-26,6.307125623954757e-29,5.947155625852163e-28,1.134510134373313e-27,3.546996195338947e-29,2.106279023623752e-28,5.638666579656548e-29,3.500302400494625e-28,3.3913720974493665e-27,3.9672946951737075e-28,1.5475691106915838e-26,2.0435207091875352e-30,3.2539751404417433e-26,6.796767144443902e-28,5.461829523616005e-29,8.08651773913082e-28,1.756781043913595e-28,2.535583591271448e-31,1.218228479372309e-31,2.238133680053962e-30,3.965308923588721e-30
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",626,Variasi komunitas plankton dan parameter oseanografi di daerah penangkapan ikan pelagis di perairan Malang Selatan Jawa Timur,6.97379539248639e-39,4.844166318211206e-38,1.428182671465753e-38,6.395919076842589e-39,9.466871865149214e-39,2.351570616553856e-37,1.7060471181426335e-37,1.0602103200218733e-38,7.637734317134174e-38,4.6366257288705137e-39,9.842411592289926e-37,1.584381963454211e-38,2.1879012351252566e-38,3.238740269659738e-38,7.384735445896945e-39,7.669475875095624e-39,4.1283341564362207e-39,4.962234041620572e-39,9.879729283432693e-39,3.849229013195248e-39,2.3324454955214237e-38,1.5048573013861242e-38,1.0458359112037388e-38,8.465481803750636e-39,2.511607458747965e-38,2.8915901365986946e-39,7.1864446793934435e-37,9.603993068949506e-36,3.763234145877538e-38,3.541505666022071e-38,5.421257124854287e-38,4.0122263784358054e-39,4.569122229477109e-39,7.510536636992723e-38,1.8041451002574405e-38,1.4237174608476046e-39,8.237647687158794e-39,4.516612516750134e-37
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",627,Sistem pakar identifikasi hama dan penyakit tanaman tebu menggunakan metode naïve bayes,3.526487216524083e-67,6.163381357651217e-66,2.2455792608223203e-58,9.259945652896142e-64,1.362132290551838e-49,5.749681506435787e-62,2.4277417869398194e-56,7.474765397016957e-67,8.926937940999084e-68,9.366785397852618e-69,1.0196657351788722e-66,3.7161464467781264e-66,7.359754995749594e-67,2.1964991429717862e-67,5.669602462387276e-66,1.3086453907806805e-66,5.10397589178744e-65,1.321414021780957e-65,4.369476602129247e-64,8.406821209165246e-66,4.214956038903659e-65,4.626566826812985e-63,1.4688676659311353e-64,2.01543679382775e-65,5.5809289506123646e-58,4.1766620252382514e-68,2.1379517583323824e-65,5.369299698449301e-65,8.343241748671888e-67,5.371555971031114e-63,7.138658161403765e-63,3.767375768491574e-66,7.227543999689786e-67,4.574384682496213e-67,5.215656268167787e-68,3.6615388878110513e-68,6.2495863579765606e-68,1.1228156251326596e-64
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",628,APLIKASI PENCARIAN JALUR TERPENDEK UNTUK MENEMUKAN LOKASI ATM DI KOTA MALANG,1.0229941323272407e-31,1.447883278766734e-29,2.944695495487769e-30,1.1562720577181369e-27,9.088015127839395e-31,7.093903466702768e-30,7.562962792468472e-30,3.295402105601004e-31,3.5443249195707146e-29,2.3486415844379945e-31,1.2758508482863845e-30,7.581923520268018e-30,4.526413010280384e-30,8.184770408614991e-31,2.931936288877594e-31,2.89012829282199e-31,3.0868591822450925e-31,3.473924408849398e-30,6.524067320454217e-32,1.844557810408185e-30,7.369041451980768e-30,5.2270890657294025e-31,7.714321810210398e-30,1.6482122097075627e-31,4.505085215906762e-31,9.234517650180608e-31,1.0600504194834077e-29,8.514709087947187e-24,1.9336515756027595e-30,1.0234174868803859e-30,5.7538383972039724e-30,5.98977489335617e-31,6.245069198654938e-31,2.3545858977683713e-30,5.4519332116685524e-30,2.5465569928110066e-31,9.341134596308235e-30,1.3171555898461037e-29
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",629,Sistem Pendukung Keputusan Penilaian Kinerja Generik Anggota Polri di Polda Kalimantan Tengah Menggunakan Metode AHP,8.498729819038083e-65,3.4902878154623138e-65,3.004822396225349e-60,8.209768437646686e-64,2.961420520392953e-65,2.634406499533469e-63,2.209445541187885e-63,7.474765397016957e-67,4.81188738974638e-67,9.463618498507309e-66,1.5297601526396588e-67,2.003114432281124e-65,5.81058589818946e-66,7.764011586556202e-64,1.0542427460399361e-66,1.2714088506008545e-64,2.0082415933127167e-66,2.5090881417233627e-64,9.246696161483022e-67,1.1962961108453151e-63,4.214956038903659e-65,1.4842928796968353e-64,1.6098134015369648e-65,2.0154367938277498e-65,3.50519472486319e-66,1.0296422785607253e-66,1.4108616899951629e-61,3.4751481711841444e-64,8.343241748671888e-67,1.952000814068116e-64,2.722558171029093e-51,6.000728754880032e-63,8.600389161291898e-65,6.509379073282314e-65,1.911574798159872e-63,3.661538887811052e-68,5.702409557479689e-67,1.3143602802171237e-65
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",630,PENGENDALIAN RUMAH PINTAR MENGGUNAKAN JARINGAN INTERNET BERBASIS RASPBERRY PI,6.866901293010237e-31,1.2376135403488493e-30,1.352544404570352e-31,9.06483969126437e-31,9.879936260263274e-31,2.9071870378941822e-30,5.47521788861799e-31,4.078432562520219e-31,1.8510199326006258e-30,6.800062559670599e-31,4.270688885628693e-23,9.326641629877537e-30,6.614583717142652e-28,7.190004840650877e-29,5.400648588147856e-28,6.152035766604175e-29,3.0092410835496426e-30,3.9448281820621796e-30,1.8747260409742686e-29,4.5035443440698105e-31,1.0291857519118459e-30,2.6342992437879664e-31,3.4444767046689193e-31,3.598705337679729e-31,5.936162602631519e-31,6.697036103032124e-32,2.7395350203071075e-28,1.9769497494113615e-29,5.878299191645825e-30,2.8810838981405736e-29,5.484061133559622e-31,2.495075654177361e-30,1.287606708866895e-30,1.5769753420677745e-28,1.8711051118333306e-31,5.299965584191723e-31,1.8262443258909123e-29,2.0694406818519918e-27
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",631,Pengembangan Sistem Informasi Geografis Lokasi Bencana Di Perkotaan Dan Pencarian Jalur Evakuasi Dengan Algoritma A,6.97379539248639e-39,2.6881786455407494e-35,1.0586277750233677e-35,2.3855331334960962e-36,2.1778658675122008e-38,2.1914847667059542e-36,7.397685535669915e-37,4.5889931586871956e-38,1.8080030454393395e-36,9.15075995603095e-38,1.2018291849263093e-37,1.683739868808405e-36,3.789004666146047e-37,1.7732502034314908e-37,2.58191398400856e-38,5.689734706184327e-38,1.486623591287211e-38,7.886165451008374e-37,2.3083143925570466e-38,1.6660925925919217e-38,1.3371865708544807e-36,4.009225783510509e-38,5.564636266362798e-37,9.2994503110082e-38,2.8227974503334956e-38,2.5243862698615136e-38,2.484686080084855e-37,2.358821650712355e-31,1.5861120350541873e-37,2.5264509360620374e-38,1.830174518377182e-37,1.3601815858213578e-37,5.494869739669614e-39,3.0687067814531564e-37,1.5247975543142084e-37,5.688032806260149e-37,1.1218074841812277e-37,5.300120545706571e-38
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",632,Aplikasi Penentuan Tingkat Kualitas Telur Ayam Berdasarkan Warna dan Tekstur Citra Kerabang Dengan Metode Hue Saturation Value,1.1054533987721659e-87,1.498247459924948e-85,1.1668796370016955e-81,2.2344180453219766e-82,5.251860857388637e-82,7.215278305318786e-81,5.1254121502758227e-85,1.654482277859516e-86,1.2435081495568612e-86,3.5944021905701426e-88,1.19089559183619e-86,1.5792417552315266e-85,8.435058758070781e-88,5.265256032478397e-87,7.080987368409891e-87,2.584701630153354e-86,9.647233590065062e-85,4.6565024377607054e-83,1.5164774329609081e-83,2.817289883097565e-80,1.4522567676607394e-79,1.0094097668443384e-75,7.942551820705562e-76,3.4500017477646596e-78,4.159950201297971e-75,6.665306526903168e-88,3.1643084962715723e-84,2.3368104561660548e-82,2.695659400996591e-88,3.1951255848862094e-83,7.586999323996419e-82,1.0457202153652328e-85,9.259881555584668e-81,8.991204077270543e-84,2.3359394877459684e-84,4.148101364449691e-87,6.779474238438949e-81,4.532979150538876e-83
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",633,Sistem Automasi Perkebunan dan Pemantauan Cuaca Menggunakan AWS Berbasis Raspberry Pi,1.2531363817344312e-55,2.621085787516395e-54,3.8410396868054704e-58,1.0329731605039335e-54,8.778868335071921e-55,4.2975151061467025e-57,2.1499514452248994e-55,1.6166910429066247e-55,1.8299088897420215e-56,9.574378528880485e-55,1.1886325057941374e-43,6.9709767762888e-54,1.2313528943337776e-54,1.9900964940364613e-54,1.2988838605101032e-53,1.5498183696336066e-54,1.368326246054209e-56,5.03237036725644e-55,1.7341732526709565e-53,2.6823976799759066e-55,2.524027029691707e-55,1.173737151280235e-56,3.401061747777292e-56,5.0611366622851646e-57,3.1539004161398654e-55,1.406884538716828e-56,7.953665349586709e-49,1.6724898073800555e-51,1.4976828950719442e-54,2.289134412519267e-55,1.0719932640781453e-56,1.8435898396017026e-55,1.425763839815634e-54,5.500865351263139e-54,1.1651401496218978e-56,4.91699672320779e-54,2.110233492702677e-53,8.109193452339836e-53
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",634,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,1.5060987062746896e-67,1.3859624165480705e-66,1.7183770762233503e-67,3.4351833563575745e-68,6.622143314593161e-68,3.330250716922959e-67,8.568492828158988e-68,5.351541719584729e-65,3.16747267381403e-67,3.22552027996828e-67,2.549772903298626e-60,1.8651338089937928e-63,3.143217824711627e-67,4.5087697184247816e-64,5.310708538878056e-66,2.6508504421275873e-64,4.1238158337804314e-66,1.243227738674977e-66,5.585196889282793e-66,1.7046437527765486e-68,2.2376961465788687e-67,1.6025669057437252e-67,6.965010331727042e-65,5.891228865110692e-68,8.487200956418379e-67,2.949986445808861e-68,3.2431611929399966e-65,6.053404812689022e-65,6.931609164733067e-66,8.650916249876046e-68,1.5429304114965762e-68,1.5259977446412817e-67,4.465349359791175e-68,3.431822127911498e-68,1.6205591934376397e-66,8.625250831615578e-69,1.2221831095110976e-67,4.31175083490873e-67
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",635,PENGEMBANGAN SISTEM INFORMASI PERAMALAN PENJUALAN DI PT TRIMITRA BUANA ENGINEERING MENGGUNAKAN METODE FUZZY TIME SERIES,1.5653720743482133e-31,6.987077082565877e-29,2.753174030956509e-28,8.354860528020472e-30,5.479646433536068e-29,2.7681060214768025e-28,1.0287801137561568e-29,4.647838352970856e-30,1.3206513390579392e-30,7.386924637285244e-31,3.199390140642513e-30,1.9035936025172361e-28,4.105762195766659e-30,2.8898730390489274e-30,2.588549316681753e-30,1.5786592214845504e-30,2.2195077821434435e-30,1.9633815129351954e-29,1.3207815322536698e-30,1.8634076342932226e-30,1.5566195439667201e-29,6.326747904217478e-29,1.6346528602399591e-29,7.622973744050343e-30,1.1173214229124689e-30,1.4450690479897709e-30,2.1184482755778257e-29,9.027464133860232e-30,1.2616604043638081e-30,1.8009311219646332e-23,4.834617472571535e-28,2.8605055531402936e-29,1.9573877488122363e-28,3.0070561005828616e-30,5.967049917884756e-31,2.365972737893611e-30,1.1221386479745968e-29,7.578642571232722e-30
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",636,OPTIMASI BIAYA DAN WAKTU JALUR ANGKUTAN KOTA ANGKOT MALANG DENGAN METODE ANT COLONY BERBASIS PERANGKAT ANDROID,3.022182036332352e-37,2.176915464252144e-36,9.87026015761695e-36,2.9814201360920076e-37,1.0744913283580851e-36,1.507558121964689e-36,2.8656547267610467e-35,5.364356716926716e-38,7.707568924067595e-37,1.5593607495203248e-38,4.5222327236668676e-36,1.1052550065017e-35,5.239404084478553e-37,3.210996197700836e-37,1.8945658758169586e-37,8.497125639607543e-37,5.629821096557334e-38,7.572773792927645e-37,4.529186511036303e-38,1.460527087808864e-36,7.861169045636894e-37,1.7461965565608797e-37,2.575904849256266e-37,1.5657893131105773e-37,2.324987495304728e-37,2.872843796537415e-38,1.4917280539107816e-37,6.780542794368972e-33,1.1980583023503642e-37,1.9633343932895415e-36,9.903698644090928e-37,6.79583652327778e-38,9.164643476950105e-37,9.605071181503436e-36,6.008345146610849e-37,5.417588177614618e-38,1.8480151072268702e-36,5.411238802092436e-36
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",637,STRUKTUR KOMUNITAS FITOPLANKTON PADA PERAIRAN MAYANGAN PROBOLINGGO JAWA TIMUR,2.2551825760732385e-20,7.072380936929198e-20,6.919515051390027e-20,1.2578348076035089e-20,1.5783795708815128e-20,1.3408444926594134e-20,1.3373921551994483e-20,1.0296651494645594e-20,1.2947826242139704e-20,2.6570886039780858e-21,5.57117621775593e-20,2.6308263957477566e-20,2.3264085495717154e-20,5.782925382241836e-20,1.3225037957668392e-20,1.2054724592532664e-20,6.425211402309048e-21,1.1079259902039032e-20,2.1523669764712467e-20,8.540067930058591e-21,3.1920375948211333e-20,1.9293889565181242e-20,1.6589755170965085e-20,1.4159740578369563e-20,1.2368325155950273e-20,2.1387599625126127e-21,1.7538655363013199e-19,2.1689502032142546e-19,3.0510740546848007e-20,5.482176619609351e-20,5.711978730621264e-21,8.719009770661399e-21,3.9063001653634116e-21,4.934102454933857e-20,4.308463300577647e-20,2.5969067781769305e-21,7.21980189010308e-21,6.78663103140039e-20
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",638,Pemodelan dan simulasi boost converter menggunakan Python,3.767877962505545e-09,1.0275672639331528e-09,1.4662490097831572e-09,2.3409389695564418e-08,1.3533633848372812e-09,2.7764196497732496e-09,5.198009868996481e-09,2.3399100024391662e-09,4.415765963936832e-09,1.1853865932790561e-09,1.8999810457137893e-09,2.250254148843139e-09,5.582152497766556e-09,2.989782380327434e-08,1.1836794792496497e-09,2.327290805256537e-09,6.168319056756323e-09,2.640397124008603e-09,8.023080444146901e-10,1.0142049618721283e-08,2.4312067560627733e-09,1.413105118680937e-09,1.380593526740551e-09,1.2164589733399644e-09,7.485196515584945e-09,2.8255972320038704e-09,4.047857040847174e-09,2.1115960748442735e-08,6.221690485323027e-09,1.3941527846140074e-09,1.9735511055975246e-09,6.716493790212096e-09,4.474654817720878e-09,7.538182126337061e-09,2.5972205668604944e-09,5.481940099753451e-10,4.70245008507949e-08,4.58247712527406e-09
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",639,Sistem Informasi Rekomendasi Pemilihan Perumahan di Kawasan Kabupaten Malang,1.5710393145144752e-20,1.193613726627536e-19,1.2389625540084445e-18,3.356518921134987e-20,1.5783795708815128e-20,1.5895482719203308e-19,6.671829615077715e-20,1.0296651494645594e-20,1.610203511776155e-19,2.6570886039780858e-21,5.384262944944119e-19,1.8489641699420184e-19,1.6748071147819683e-19,4.0285887381345205e-20,8.199908101956544e-20,1.4061582869285695e-19,6.425211402309048e-21,8.081356018862391e-20,2.1742908235421246e-21,8.540067930058591e-21,3.1920375948211333e-20,1.9293889565181242e-20,1.6589755170965085e-20,1.4159740578369563e-20,1.2368325155950273e-20,5.813402916017945e-20,5.857853249458582e-20,1.5409729339185172e-17,3.0510740546848007e-20,2.776094162122136e-19,2.8464552044485734e-17,1.863267613085932e-19,8.531799748553146e-20,1.5267793640218004e-18,4.685853051428289e-20,2.5969067781769305e-21,5.693740195811412e-20,5.794504024121422e-19
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",640,Sistem Informasi Rekomendasi Penentuan Bantuan Untuk Calon Siswa Tidak Mampu Menggunakan Metode MOORA,4.087103268930644e-35,9.161962538419586e-33,1.2062415460977157e-30,2.5366558940386494e-33,8.98401954575085e-33,5.227312976099196e-32,3.671115625650092e-33,8.645672557422561e-35,4.699194125911137e-35,1.6942603266105007e-35,5.221227474754916e-35,4.029105654207593e-34,3.4319757382247046e-34,2.3651168193890567e-34,1.701856549031498e-34,1.275019874352221e-33,1.4171244099629069e-34,2.3228210131183665e-34,4.634083398606836e-34,3.991079286358179e-34,1.3569341434374536e-33,1.826870126261484e-33,6.508725725267752e-34,6.908981786594848e-34,2.5770955713654293e-34,1.2330921584293712e-34,1.5255064245979303e-33,1.1369863743220499e-33,8.089063435527004e-34,4.4376683454218284e-33,1.95788061885233e-28,5.9709323080174866e-34,1.3819476066414469e-34,2.8405038415121366e-32,1.2295580728674074e-31,7.720524593740569e-34,2.7502181130275667e-33,4.462969884742073e-34
