No Dosen,Nama Dosen,No Judul,Judul,No Grup Riset,Grup Riset,No Bidang,Nama Bidang,Nilai Prediksi,Deleted
23,"Dimas Wahyu Wibowo, ST., MT.",425,Penerapan Metode TF-IDF untuk Chatbot pada Sistem Informasi Pelayanan Percetakan Online,4,Information System,33,Penerapan Customer Relationship Management,4.509320104899849e-40,0
23,"Dimas Wahyu Wibowo, ST., MT.",426,Penerapan Metode Pembelajaran Role Playing untuk Menentukan Minat Belajar Pada Aplikasi Senao Berbasis Android,5,Multimedia dan Game,38,Penerapan Augmented Reality,5.00392153201202e-55,0
23,"Dimas Wahyu Wibowo, ST., MT.",427,Rancang Bangun Sistem Pemberian Hak Akses Dan Kendali Serta Monitoring Ruangan Jarak Jauh Menggunakan Raspberry PI Berbasis Android,2,Computer Network,11,Penerapan IoT,5.29256886104656e-42,0
23,"Dimas Wahyu Wibowo, ST., MT.",428,IMPLEMENTASI METODE FUZZY MAMDANI DAN LINEAR CONGRUENTIAL GENERATOR LCG PADA GAME HIDDEN OBJECT,2,Computer Network,12,Penerapan Keamanan Data,8.327152589551974e-32,0
23,"Dimas Wahyu Wibowo, ST., MT.",429,IMPLEMENTASI GAMIFICATION PADA SISTEM PEMBELAJARAN DARING STUDI KASUS DI LEMBAGA BIMBINGAN BELAJAR PRIMAGAMA,5,Multimedia dan Game,37,Multimedia,5.4265968217516686e-43,0
23,"Dimas Wahyu Wibowo, ST., MT.",430,PENGENALAN AKSARA JAWA MENGGUNAKAN AUGMENTED REALITY SEBAGAI MEDIA PEMBELAJARAN STUDI KASUS SDIT IBADURRAHMAN SRENGAT BLITAR,5,Multimedia dan Game,38,Penerapan Augmented Reality,1.1041673590644294e-50,0
23,"Dimas Wahyu Wibowo, ST., MT.",431,IMPLEMENTASI METODE TF-IDF PADA APLIKASI CHATBOT BERBASIS WEB DALAM SISTEM PENJUALAN ONLINE STUDI KASUS PERCETAKAN RADJA PRINTING,4,Information System,33,Penerapan Customer Relationship Management,2.4204114104944427e-35,0
23,"Dimas Wahyu Wibowo, ST., MT.",432,Sistem Pendukung Keputusan Berbasis Web Rekomendasi Pekerjaan Bagi Lulusan JTI Polinema Dengan Metode SAW,4,Information System,31,Penerapan Sistem Pendukung Keputusan,7.517617078282123e-58,0
23,"Dimas Wahyu Wibowo, ST., MT.",433,PENGEMBANGAN VIRTUAL REALITY SEBAGAI MEDIA PEMBELAJARAN PENGENALAN HEWAN MENGGUNAKAN AFRAME,5,Multimedia dan Game,38,Penerapan Augmented Reality,3.76406474040501e-60,0
23,"Dimas Wahyu Wibowo, ST., MT.",434,Perancangan Sistem Monitoring Suhu Ruangan Fermentasi Bawang Hitam Berbasis Mikrokontroler,2,Computer Network,11,Penerapan IoT,3.8028520642706244e-19,0
23,"Dimas Wahyu Wibowo, ST., MT.",435,APLIKASI WHATSAPP GATEWAY UNTUK NOTIFIKASI SURAT PERINGATAN MAHASISWA MENGGUNAKAN METODE MESIN TURING DAN REST,1,Sistem Cerdas,3,Penerapan Data Besar,2.0837960122581526e-90,0
23,"Dimas Wahyu Wibowo, ST., MT.",436,SISTEM INFORMASI PERAMALAN PENJUALAN KAYU UNTUK MEBEL DENGAN METODE TREND MOMENT di UD MAULANA JATI JEPARA,4,Information System,30,Penerapan Sistem Peramalan,8.20857714902731e-39,0
23,"Dimas Wahyu Wibowo, ST., MT.",437,SISTEM INFORMASI PERAMALAN FORECASTING PENJUALAN MOTOR HONDA MENGGUNAKAN METODE TREND MOMENT PADA DEALER HONDA KARTIKA SARI CELAKET BERBASIS WEB,4,Information System,30,Penerapan Sistem Peramalan,2.7369419799795723e-51,0
23,"Dimas Wahyu Wibowo, ST., MT.",438,SISTEM PENDUKUNG KEPUTUSAN DENGAN MENERAPKAN METODE ELECTRE DALAM MENENTUKAN RANGKING KINERJA KARYAWAN STUDI KASUS INSTANSI XYZ,4,Information System,31,Penerapan Sistem Pendukung Keputusan,7.166140991763078e-28,0
23,"Dimas Wahyu Wibowo, ST., MT.",439,SISTEM PAKAR DIAGNOSA PENYAKIT AYAM PULLET MENGGUNAKAN METODE DEMPSTER SHAFER,1,Sistem Cerdas,5,Penerapan Sistem Pakar,7.88451329449016e-35,0
23,"Dimas Wahyu Wibowo, ST., MT.",440,Pengembangan Sistem Pendukung Keputusan Pengolahan Pelanggaran Santri Menggunakan metode fuzzy AHP studi kasus pondok pesantren nurul islam antirogo sumbersari jember,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.328866406394625e-85,0
23,"Dimas Wahyu Wibowo, ST., MT.",441,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN SISWA BERPRESTASI GUNA MEMONITORING KEGIATAN SISWA DI SEKOLAH,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.472080996396579e-44,0
23,"Dimas Wahyu Wibowo, ST., MT.",442,SISTEM PENERIMAAN SISWA BARU DI LEMBAGA PENDIDIKAN AL FALAH ASSALAM WARU SIDOARJO DENGAN METODE FUZZY TSUKAMOTO,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.245877893660983e-33,0
23,"Dimas Wahyu Wibowo, ST., MT.",443,SISTEM PAKAR DIAGNOSA AWAL PENYAKIT PULMONOLOGI MENGGUNAKAN METODE NAÏVE BAYES DAN CERTAINTY FACTOR,1,Sistem Cerdas,5,Penerapan Sistem Pakar,2.470864669563477e-28,0
23,"Dimas Wahyu Wibowo, ST., MT.",444,SISTEM PENDUKUNG KEPUTUSAN DALAM MENENTUKAN BEASISWA BERPRESTASI MENGGUNAKAN METODE FUZZY STUDI KASUS INSTANSI XYZ,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.0900359967461452e-51,0
23,"Dimas Wahyu Wibowo, ST., MT.",445,SISTEM PAKAR PENDETEKSI HAMBATAN PERKEMBANGAN MOTORIK PADA ANAK USIA DINI,1,Sistem Cerdas,5,Penerapan Sistem Pakar,2.9791383078528023e-26,0
23,"Dimas Wahyu Wibowo, ST., MT.",446,PENGEMBANGAN GAME PETUALANGAN 3D JELAJAH PUNCAK MAHAMERU DENGAN PENENTUAN JALUR PENDAKIAN TERBAIK MENGGUNAKAN ALGORITMA A,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,2.701324976420879e-33,0
23,"Dimas Wahyu Wibowo, ST., MT.",447,SISTEM PENDUKUNG KEPUTUSAN PENENTUAN PEMINJAMAN SARANA PRASARANA DI POLINEMA MENGGUNAKAN METODE ELECTRE,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.5268146580771966e-20,0
23,"Dimas Wahyu Wibowo, ST., MT.",448,SISTEM PENDUKUNG KEPUTUSAN TUMBUH KEMBANG ANAK USIA DINI MENGGUNAKAN METODE ELECTRE,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.6326181596902244e-29,0
23,"Dimas Wahyu Wibowo, ST., MT.",449,Perhitungan Jumlah dan Jenis Kendaraan Menggunakan Metode Fuzzy C-Means dan Segmentasi Menggunakan Deteksi Tepi Canny,3,Computer Vision,23,Penerapan Transformasi Citra,5.553911727912168e-36,0
23,"Dimas Wahyu Wibowo, ST., MT.",450,BEBERAPA FAKTOR YANG BERHUBUNGAN DENGAN PRAKTIK PENCEGAHAN PENULARAN PENYAKIT TUBERKULOSIS PADA PENDERITA TUBERKULOSIS DI KECAMATAN GUBUG KABUPATEN GROBOGAN TAHUN,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.835933018811978e-43,0
24,Dodit Suprianto SKom. MT.,451,PEMROGRAMAN APLIKASI ANDROID; Step by Membuat aplikasi Android Untuk Smartphone dan tablet,5,Multimedia dan Game,37,Multimedia,9.284578279172195e-21,0
24,Dodit Suprianto SKom. MT.,452,Sistem Pengenalan Wajah Secara Real-Time dengan Adaboost Eigenface PCA & MySQL,3,Computer Vision,19,Penerapan Pengenalan Pola,6.025300337233192e-25,0
24,Dodit Suprianto SKom. MT.,453,Membuat Aplikasi Desktop Menggunakan MySQL dan VB Net,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,4.816210709705824e-18,0
24,Dodit Suprianto SKom. MT.,454,Analisis Hasil Pemanfaatan Media Pembelajaran Interaktif Aljabar Logika Dengan User Acceptance Test UAT,5,Multimedia dan Game,37,Multimedia,7.619869634112756e-36,0
24,Dodit Suprianto SKom. MT.,455,Analisis Perancangan Pemesanan Makanan Menggunakan Smartphone Berbasis Android,4,Information System,28,Penerapan Sistem Informasi Geografis,2.740067956949361e-20,0
24,Dodit Suprianto SKom. MT.,456,Rancang Bangun Alat Pemberian Pakan Ikan Koki Otomatis Pada Aquarium Berbasis Mikrokontroler AT89S52,2,Computer Network,11,Penerapan IoT,5.111457696840207e-27,0
24,Dodit Suprianto SKom. MT.,457,Pemrograman Aplikasi Android Step By Step Membuat Aplikasi Android untuk Smartphone dan Tablet Mediakom,5,Multimedia dan Game,37,Multimedia,9.284578279172195e-21,0
24,Dodit Suprianto SKom. MT.,458,Pelatihan Internet dan Program Microsoft Office untuk membantu administrasi di Kelurahan Merjosari Kecamatan Lowokwaru Kota Malang,4,Information System,28,Penerapan Sistem Informasi Geografis,3.5072120618022726e-35,0
24,Dodit Suprianto SKom. MT.,459,Analisis Forensik Digital Memori Volatile untuk Mendapatkan Kunci Enkripsi Aplikasi Dm-Crypt,2,Computer Network,18,Penerapan Enkripsi,2.1643344784888384e-30,0
24,Dodit Suprianto SKom. MT.,460,Pelatihan Desain Logo Dan Kemasan Produk UMKM di Wilayah Sekarpuro Kecamatan Pakis Kabupaten Malang,4,Information System,28,Penerapan Sistem Informasi Geografis,1.1404168930234913e-33,0
24,Dodit Suprianto SKom. MT.,461,SISTEM INFORMASI KELUHAN PELANGGAN PDAM WILAYAH TUMPANG BERBASIS WEB,4,Information System,33,Penerapan Customer Relationship Management,5.3632636822305254e-46,0
24,Dodit Suprianto SKom. MT.,462,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PEMBELIAN MOBIL KELUARGA DENGAN METODE TOPSIS DAN MOORA,4,Information System,31,Penerapan Sistem Pendukung Keputusan,6.13777935491975e-50,0
24,Dodit Suprianto SKom. MT.,463,IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,4.323124324741012e-59,0
24,Dodit Suprianto SKom. MT.,464,PREDIKSI KEPADATAN LALU LINTAS MENGGUNAKAN YOLO OBJECT DETECTION DAN DI IMPLEMENTASIKAN PADA RASPBERY PI 3B+ DAN INTEL NCS 2,1,Sistem Cerdas,3,Penerapan Data Besar,2.5338520211344503e-49,0
24,Dodit Suprianto SKom. MT.,465,Microcontroller Arduino Untuk Pemula,2,Computer Network,11,Penerapan IoT,1.244405795456334e-08,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",466,Penerapan Metode Double Exponential Smoothing Pada Peramalan Produksi Tanaman Pangan,4,Information System,30,Penerapan Sistem Peramalan,5.0329857538457374e-43,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",467,Normalisasi Tabel Pada Basisdata Relasional,4,Information System,30,Penerapan Sistem Peramalan,0,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",468,Aplikasi wordnet indonesia berdasarkan kamus thesaurus bahasa indonesia menggunakan algoritma rule based text parsing,1,Sistem Cerdas,4,Penerapan Information Retrieval,1.1058958588953235e-31,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",469,Klasifikasi Menggunakan Metode Hybrid Bayessian-Neural Network Studi Kasus Identifikasi Virus Komputer,1,Sistem Cerdas,3,Penerapan Data Besar,2.243425521818765e-29,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",470,Identifikasi Kesegaran Daging Sapi Berdasarkan Citranya dengan Ekstraksi Fitur Warna dan Teksturnya Menggunakan Metode Gray Level Cooccurrence Matrix,3,Computer Vision,25,Penerapan Morfologi Citra Digital,1.2237472713761486e-37,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",471,Deteksi Kepala Janin pada Gambar USG Menggunakan Fuzzy C-Means FCM dengan Informasi Spasial dan Iterative Randomized Hough Transform IRHT,3,Computer Vision,21,Penerapan Kompresi Citra,1.1422567556922922e-31,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",472,Penerapan Metode Single Exponential Smoothing Menggunakan Pendekatan Adaptif Pada Peramalan Jumlah Pelanggan dan Kebutuhan Air Pada PDAM Kota Probolinggo,4,Information System,30,Penerapan Sistem Peramalan,6.295359229530306e-74,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",473,Sistem Pakar Diagnosa Penyakit Gigi Dan Mulut Menggunakan Metode Forward Chaining Studi Kasus Rs Brawijaya Malang,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.4586731310646076e-69,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",474,IMPLEMENTASI K NEAREST NEIGHBOR KNN PADA KLASIFIKASI ARTIKEL WIKIPEDIA INDONESIA,1,Sistem Cerdas,7,Penerapan Penambangan Teks,1.0758686757743146e-19,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",475,Sistem Pakar Diagnosa Penyakit Pada Burung Kenari Dengan Metode Certainty Factor,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.5057865951933237e-18,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",476,Peramalan Jumlah Kedatangan Wisatawan Mancanegara Dengan Menggunakan Metode Time Invariant Fuzzy Time Series Studi Kasus Wisata Kabupaten Pasuruan,4,Information System,30,Penerapan Sistem Peramalan,2.1473860775908162e-87,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",477,Penggunaan Tansact SQL T-SQL Pada Pengembangan Aplikasi Manajemen Basis Data Berbasis Web,2,Computer Network,12,Penerapan Keamanan Data,1.682463314963052e-49,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",478,Sistem Pendukung Keputusan Penentuan Penerimaan Mahasiswa Baru Jalur Bidikmisi Menggunakan Metode Topsis Studi Kasus Politeknik Negeri Malang,4,Information System,31,Penerapan Sistem Pendukung Keputusan,4.903459143110441e-77,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",479,Pengembangan Sistem Pendukung Keputusan Penentuan Kenaikan Jabatan Karyawan Pada Kantor Biro Perencanaan Perhutani Malangmenggunakan Metode PROFILE MATCHING,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.3925497697285538e-36,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",480,Penentuan Kinerja Karyawan Berdasarkan Produksi di Departemen Produksi Studi Kasus Pt nestle–Kejayan Pasuruan,4,Information System,31,Penerapan Sistem Pendukung Keputusan,9.655218710167957e-62,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",481,Pengembangan Sistem Deteksi Awal Penyakit Kewanitaan dan Kandungan Menggunakan metode Dempster Shafer,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.0292151615838703e-40,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",482,Identifikasi Kemiripan Judul Tugas Akhir PSTI Dan PSMI Di Politeknik Negeri Malang,4,Information System,27,Penerapan Manajemen Informasi,1.3856546205340252e-28,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",483,Sistem Pendukung Keputusan Seleksi Pemain Futsal Menggunakan Metode SAW Simple Additive Weighting,4,Information System,31,Penerapan Sistem Pendukung Keputusan,6.652784551444528e-28,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",484,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,6.07674086674339e-65,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",485,SISTEM INFORMASI AKUNTASI SAKTIPOL UNTUK PENGELOLAAN KEUANGAN PRODUK BATIK DAN BORDIR DI DESA PAKISAJI KABUPATEN MALANG,1,Sistem Cerdas,9,Penerapan Smart Living,5.638982472601763e-92,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",486,PENERAPAN TEKNOLOGI INFORMASI UNTUK PROSES PRODUKSI DAN PEMASARAN PRODUK BATIK DAN BORDIR DI PAKISAJI KAB MALANG,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,3.174704675948944e-70,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",487,Sistem Pendukung Keputusan Pemilihan Siswa Pertukaran Pelajar di Sman 3 Malang dengan Metode Ahp Topsis,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.4429215472953206e-61,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",488,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN SPK PENERIMAAN PEGAWAI HONORER GURU DENGAN MENGGUNAKAN METODE PROFILE MATCHING BERBASIS WEB STUDI KASUS SMA NEGERI 2 BATU,4,Information System,31,Penerapan Sistem Pendukung Keputusan,8.774537449464883e-111,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",489,PENGEMBANGAN SISTEM OPTIMASI RUTE TERPENDEK PENGANGKUTAN SAMPAH DI KOTA MALANG,4,Information System,28,Penerapan Sistem Informasi Geografis,1.4220354565214e-50,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",490,PENGEMBANGAN SISTEM PENENTUAN UNIT KERJA KARYAWAN PADA PT ANEKA MODE INDONESIA BERDASARKAN PSIKOTEST MENGGUNAKAN METODE FORWARD CHAINING,1,Sistem Cerdas,5,Penerapan Sistem Pakar,3.513571954751766e-40,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",491,RANCANG BANGUN SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN PRIORITAS PERBAIKAN SARPRAS WISATA ALAM DI TAMAN NASIONAL BROMO TENGGER SEMERU MENGGUNAKAN METODE SAW,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.2213501581968168e-35,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",492,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN LOKASI PEMBANGUNAN MINIMARKET BARU DI KOTA BOJONEGORO DENGAN METODE TOPSIS BERBASIS GIS,4,Information System,31,Penerapan Sistem Pendukung Keputusan,8.718064918115653e-36,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",493,Sistem Temu Kembali Citra Dengan Histogram Fuzzy Dan Chi-square Distance,3,Computer Vision,22,Penerapan Pengolahan Citra,6.58558848268607e-21,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",494,Spk Pemilihan Siswa Pertukaran Pelajar di Sman 3 Malang dengan Metode Ahp Topsis,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.1712161511631536e-61,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",495,Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,2,Computer Network,14,Penerapan Virtualisasi Jaringan,9.49530670365879e-41,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",496,SISTEM PAKAR DIAGNOSA PENYAKIT GINJAL MENGGUNAKAN METODE DEMPSTER-SHAFER,1,Sistem Cerdas,5,Penerapan Sistem Pakar,2.288772077170393e-13,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",497,SISTEM INFORMASI MANAJEMEN ADIWIYATA PADA KEMENTERIAN LINGKUNGAN HIDUP REPUBLIK INDONESIA,2,Computer Network,15,Penerapan Teknologi Jaringan,7.43186872180445e-22,0
25,"Dwi Puspitasari, S.Kom., M.Kom.",498,Teknologi Tepat Guna Pemanfaatan Listrik Daya Kecil untuk Pengelolaan Kandang pada Budidaya Ayam Pedaging di Desa Pucangsongo Kabupaten Malang,2,Computer Network,11,Penerapan IoT,7.69032275261139e-48,0
26,"Eka Larasati Amalia, S.ST., MT.",499,Aplikasi Chatbot Objek Wisata Jawa Timur Berbasis AIML,4,Information System,28,Penerapan Sistem Informasi Geografis,3.598268718889563e-43,0
26,"Eka Larasati Amalia, S.ST., MT.",500,Integrasi sistem pakar dan algoritma genetika untuk mengidentifikasi status gizi pada balita,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.2366789007660027e-27,0
26,"Eka Larasati Amalia, S.ST., MT.",501,Pemanfaatan kerang hijau Mytilus viridis dalam pembuatan hidrolisat protein menggunakan enzim papain,5,Multimedia dan Game,38,Penerapan Augmented Reality,4.42246142055925e-14,0
26,"Eka Larasati Amalia, S.ST., MT.",502,Penggunaan Vissim Model Pada Jalur Lalu Lintas Empat Ruas,4,Information System,28,Penerapan Sistem Informasi Geografis,3.2084897737604386e-14,0
26,"Eka Larasati Amalia, S.ST., MT.",503,Rancang Bangun Chatbot Untuk Meningkatkan Performa Bisnis,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,4.17815012334097e-39,0
26,"Eka Larasati Amalia, S.ST., MT.",504,Pemanfaatan kerang hijau Mytilus viridis dalam pembuatan hidrolisat protein menggunakan enzim papain,5,Multimedia dan Game,38,Penerapan Augmented Reality,4.42246142055925e-14,0
26,"Eka Larasati Amalia, S.ST., MT.",505,Sistem Pendukung Keputusan Penentuan Lokasi Pembangunan Peternakan Ayam Menggunakan Metode MOORA,4,Information System,31,Penerapan Sistem Pendukung Keputusan,6.74616244376288e-44,0
26,"Eka Larasati Amalia, S.ST., MT.",506,Penerapan Metode Promethee Dalam Seleksi Beasiswa Mahasiswa Berprestasi,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.2124024678530364e-33,0
26,"Eka Larasati Amalia, S.ST., MT.",507,Implementasi Metode AHP dan Promethee Pada SPK Pemilihan Hotel,4,Information System,31,Penerapan Sistem Pendukung Keputusan,4.400628101882264e-36,0
26,"Eka Larasati Amalia, S.ST., MT.",508,ANALISIS SPASIAL UNTUK MENGIDENTIFIKASI TINGKAT PENGANGGURAN TERBUKA BERDASARKAN KABUPATEN/KOTA DI PULAU JAWA TAHUN 2017,4,Information System,28,Penerapan Sistem Informasi Geografis,9.146297829077827e-40,0
26,"Eka Larasati Amalia, S.ST., MT.",509,Sistem Pendukung Keputusan Pemilihan Dosen Berprestasi Menggunakan Metode Promethee,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.6803247539463655e-18,0
26,"Eka Larasati Amalia, S.ST., MT.",510,Penerapan Library AR JS untuk Pembuatan Augmented Reality Sebagai Media Pembelajaran Pengenalan Hewan,5,Multimedia dan Game,38,Penerapan Augmented Reality,2.4592412352295563e-76,0
26,"Eka Larasati Amalia, S.ST., MT.",511,Analisis Metode Cosine Similarity Pada Aplikasi Ujian Online Otomatis Studi Kasus JTI POLINEMA,1,Sistem Cerdas,4,Penerapan Information Retrieval,7.763984123723284e-62,0
26,"Eka Larasati Amalia, S.ST., MT.",512,Implementasi Fuzzy Inference System untuk Menentukan Alat Kontrasepsi Program Keluarga Berencana,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.3671032224495101e-25,0
26,"Eka Larasati Amalia, S.ST., MT.",513,Hasil Pengujian Aplikasi Permainan Pada Anak Usia 7-11 Tahun Untuk Meningkatkan Konsentrasi,4,Information System,35,Computational Thinking,1.7253195206546874e-85,0
26,"Eka Larasati Amalia, S.ST., MT.",514,Sistem Informasi Peramalan Jumlah Pengunjung Menggunakan Metode Double Exponential Smoothing Studi Kasus Body Gym Kota Malang,4,Information System,30,Penerapan Sistem Peramalan,4.294440169749214e-64,0
26,"Eka Larasati Amalia, S.ST., MT.",515,Penilaian Dosen Berprestasi menggunakan Metode Waspas,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.4846516821484324e-30,0
26,"Eka Larasati Amalia, S.ST., MT.",516,Sistem Pendukung Keputusan Berbasis Website Dalam Menentukan Kelayakan Pembuatan Sertifikat Tanah Menggunakan Metode Analytic Network Process ANP,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.233824228164176e-79,0
26,"Eka Larasati Amalia, S.ST., MT.",517,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN LOKASI PETERANAKAN AYAM PETELUR MENGGUNAKAN METODE WEIGHTED AGGREGATED SUM PRODUCT ASSESSMENT,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.5366983465231337e-64,0
26,"Eka Larasati Amalia, S.ST., MT.",518,IMPLEMENTASI SCRUM MODEL DALAM PENGEMBANGAN GAME EDUKASI LALU LINTAS,5,Multimedia dan Game,36,Pengembangan Game,2.6589693715532767e-43,0
26,"Eka Larasati Amalia, S.ST., MT.",519,SISTEM PENDUKUNG KEPUTUSAN UNTUK SELEKSI ATLET BASEBALL DAN SOFTBALL TIM KOTA MALANG MENGGUNAKAN METODE VIKOR,4,Information System,31,Penerapan Sistem Pendukung Keputusan,4.915152220565794e-24,0
26,"Eka Larasati Amalia, S.ST., MT.",520,SISTEM PENDUKUNG KEPUTUSAN PENEMPATAN SISWA PKL MENGGUNAKAN METODE MOORA DAN SIMPLE ADDITIVE WEIGHTING STUDI KASUS SMKN 5 MALANG,4,Information System,31,Penerapan Sistem Pendukung Keputusan,9.741327069596887e-41,0
26,"Eka Larasati Amalia, S.ST., MT.",521,SISTEM INFORMASI BODY GYM KOTA MALANG DENGAN PERAMALAN JUMLAH PENGUNJUNG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,4,Information System,30,Penerapan Sistem Peramalan,9.454360776947288e-51,0
26,"Eka Larasati Amalia, S.ST., MT.",522,SISTEM INFORMASI PELATIHAN DI INSTANSI TENAGA KERJA AMONG TANI BERBASIS WEBSITE,4,Information System,28,Penerapan Sistem Informasi Geografis,3.2074846949486606e-40,0
26,"Eka Larasati Amalia, S.ST., MT.",523,PENERAPAN METODE COSINE SIMILARITY PADA APLIKASI UJIAN ONLINE ESSAY OTOMATIS STUDI KASUS JTI POLINEMA,1,Sistem Cerdas,4,Penerapan Information Retrieval,3.66032649854068e-29,0
26,"Eka Larasati Amalia, S.ST., MT.",524,ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,4,Information System,30,Penerapan Sistem Peramalan,8.021729668075932e-82,0
26,"Eka Larasati Amalia, S.ST., MT.",525,Pemodelan Konten Augmented Reality dalam Konsep Interactive Realtime,5,Multimedia dan Game,38,Penerapan Augmented Reality,8.623833274813463e-56,0
26,"Eka Larasati Amalia, S.ST., MT.",526,Game Edukasi Lalu Lintas Berbasis Web untuk Meningkatkan Pemahaman Rambu Lalu Lintas,4,Information System,28,Penerapan Sistem Informasi Geografis,3.2092388429380684e-63,0
26,"Eka Larasati Amalia, S.ST., MT.",527,Augmented Reality untuk Sistem Pernafasan pada Manusia,5,Multimedia dan Game,38,Penerapan Augmented Reality,4.2654463893069744e-15,0
26,"Eka Larasati Amalia, S.ST., MT.",528,Sistem Pendukung Keputusan Menentukan Lovebird Unggul dalam Perlombaan Menggunakan Metode AHP-Topsis,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.5268146580771966e-20,0
26,"Eka Larasati Amalia, S.ST., MT.",529,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN OBJEK WISATA UNGGULAN MENGGUNAKAN METODE MOORA STUDI KASUS KABUPATEN TULUNGAGUNG,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.4931029655724914e-32,0
26,"Eka Larasati Amalia, S.ST., MT.",530,Information Retrieval publikasi ilmiah bidang kesehatan menggunakan metode Vector Space Model VSM,1,Sistem Cerdas,4,Penerapan Information Retrieval,1.137828992427046e-32,0
26,"Eka Larasati Amalia, S.ST., MT.",531,Clustering Untuk Sistem Manajemen Penjualan Di Klinik Laptop Menggunakan Metode Self Organizing Maps SOM,1,Sistem Cerdas,3,Penerapan Data Besar,2.594056433418649e-61,0
