No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
441,23,31,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN SISWA BERPRESTASI GUNA MEMONITORING KEGIATAN SISWA DI SEKOLAH,3.472080996396579e-44
442,23,31,SISTEM PENERIMAAN SISWA BARU DI LEMBAGA PENDIDIKAN AL FALAH ASSALAM WARU SIDOARJO DENGAN METODE FUZZY TSUKAMOTO,3.245877893660983e-33
443,23,5,SISTEM PAKAR DIAGNOSA AWAL PENYAKIT PULMONOLOGI MENGGUNAKAN METODE NAÏVE BAYES DAN CERTAINTY FACTOR,2.470864669563477e-28
444,23,31,SISTEM PENDUKUNG KEPUTUSAN DALAM MENENTUKAN BEASISWA BERPRESTASI MENGGUNAKAN METODE FUZZY STUDI KASUS INSTANSI XYZ,1.0900359967461452e-51
445,23,5,SISTEM PAKAR PENDETEKSI HAMBATAN PERKEMBANGAN MOTORIK PADA ANAK USIA DINI,2.9791383078528023e-26
446,23,2,PENGEMBANGAN GAME PETUALANGAN 3D JELAJAH PUNCAK MAHAMERU DENGAN PENENTUAN JALUR PENDAKIAN TERBAIK MENGGUNAKAN ALGORITMA A,2.7013249764208787e-33
447,23,31,SISTEM PENDUKUNG KEPUTUSAN PENENTUAN PEMINJAMAN SARANA PRASARANA DI POLINEMA MENGGUNAKAN METODE ELECTRE,1.5268146580771966e-20
448,23,31,SISTEM PENDUKUNG KEPUTUSAN TUMBUH KEMBANG ANAK USIA DINI MENGGUNAKAN METODE ELECTRE,1.6326181596902244e-29
449,23,23,Perhitungan Jumlah dan Jenis Kendaraan Menggunakan Metode Fuzzy C-Means dan Segmentasi Menggunakan Deteksi Tepi Canny,5.553911727912168e-36
450,23,5,BEBERAPA FAKTOR YANG BERHUBUNGAN DENGAN PRAKTIK PENCEGAHAN PENULARAN PENYAKIT TUBERKULOSIS PADA PENDERITA TUBERKULOSIS DI KECAMATAN GUBUG KABUPATEN GROBOGAN TAHUN,1.835933018811978e-43
451,24,37,PEMROGRAMAN APLIKASI ANDROID; Step by Membuat aplikasi Android Untuk Smartphone dan tablet,9.284578279172195e-21
452,24,19,Sistem Pengenalan Wajah Secara Real-Time dengan Adaboost Eigenface PCA & MySQL,6.025300337233192e-25
453,24,2,Membuat Aplikasi Desktop Menggunakan MySQL dan VB Net,4.816210709705824e-18
454,24,37,Analisis Hasil Pemanfaatan Media Pembelajaran Interaktif Aljabar Logika Dengan User Acceptance Test UAT,7.619869634112756e-36
455,24,28,Analisis Perancangan Pemesanan Makanan Menggunakan Smartphone Berbasis Android,2.740067956949361e-20
456,24,11,Rancang Bangun Alat Pemberian Pakan Ikan Koki Otomatis Pada Aquarium Berbasis Mikrokontroler AT89S52,5.1114576968402065e-27
457,24,37,Pemrograman Aplikasi Android Step By Step Membuat Aplikasi Android untuk Smartphone dan Tablet Mediakom,9.284578279172195e-21
458,24,28,Pelatihan Internet dan Program Microsoft Office untuk membantu administrasi di Kelurahan Merjosari Kecamatan Lowokwaru Kota Malang,3.5072120618022726e-35
459,24,18,Analisis Forensik Digital Memori Volatile untuk Mendapatkan Kunci Enkripsi Aplikasi Dm-Crypt,2.1643344784888384e-30
460,24,28,Pelatihan Desain Logo Dan Kemasan Produk UMKM di Wilayah Sekarpuro Kecamatan Pakis Kabupaten Malang,1.1404168930234913e-33
461,24,33,SISTEM INFORMASI KELUHAN PELANGGAN PDAM WILAYAH TUMPANG BERBASIS WEB,5.363263682230525e-46
462,24,31,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PEMBELIAN MOBIL KELUARGA DENGAN METODE TOPSIS DAN MOORA,6.13777935491975e-50
463,24,2,IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,4.323124324741012e-59
464,24,3,PREDIKSI KEPADATAN LALU LINTAS MENGGUNAKAN YOLO OBJECT DETECTION DAN DI IMPLEMENTASIKAN PADA RASPBERY PI 3B+ DAN INTEL NCS 2,2.5338520211344503e-49
465,24,11,Microcontroller Arduino Untuk Pemula,1.244405795456334e-08
466,25,30,Penerapan Metode Double Exponential Smoothing Pada Peramalan Produksi Tanaman Pangan,5.0329857538457374e-43
467,25,30,Normalisasi Tabel Pada Basisdata Relasional,0.0
468,25,4,Aplikasi wordnet indonesia berdasarkan kamus thesaurus bahasa indonesia menggunakan algoritma rule based text parsing,1.1058958588953235e-31
469,25,3,Klasifikasi Menggunakan Metode Hybrid Bayessian-Neural Network Studi Kasus Identifikasi Virus Komputer,2.2434255218187647e-29
470,25,25,Identifikasi Kesegaran Daging Sapi Berdasarkan Citranya dengan Ekstraksi Fitur Warna dan Teksturnya Menggunakan Metode Gray Level Cooccurrence Matrix,1.2237472713761486e-37
471,25,21,Deteksi Kepala Janin pada Gambar USG Menggunakan Fuzzy C-Means FCM dengan Informasi Spasial dan Iterative Randomized Hough Transform IRHT,1.1422567556922922e-31
472,25,30,Penerapan Metode Single Exponential Smoothing Menggunakan Pendekatan Adaptif Pada Peramalan Jumlah Pelanggan dan Kebutuhan Air Pada PDAM Kota Probolinggo,6.295359229530306e-74
473,25,5,Sistem Pakar Diagnosa Penyakit Gigi Dan Mulut Menggunakan Metode Forward Chaining Studi Kasus Rs Brawijaya Malang,1.4586731310646076e-69
474,25,7,IMPLEMENTASI K NEAREST NEIGHBOR KNN PADA KLASIFIKASI ARTIKEL WIKIPEDIA INDONESIA,1.0758686757743146e-19
475,25,5,Sistem Pakar Diagnosa Penyakit Pada Burung Kenari Dengan Metode Certainty Factor,1.5057865951933237e-18
476,25,30,Peramalan Jumlah Kedatangan Wisatawan Mancanegara Dengan Menggunakan Metode Time Invariant Fuzzy Time Series Studi Kasus Wisata Kabupaten Pasuruan,2.147386077590816e-87
477,25,12,Penggunaan Tansact SQL T-SQL Pada Pengembangan Aplikasi Manajemen Basis Data Berbasis Web,1.682463314963052e-49
478,25,31,Sistem Pendukung Keputusan Penentuan Penerimaan Mahasiswa Baru Jalur Bidikmisi Menggunakan Metode Topsis Studi Kasus Politeknik Negeri Malang,4.903459143110441e-77
479,25,31,Pengembangan Sistem Pendukung Keputusan Penentuan Kenaikan Jabatan Karyawan Pada Kantor Biro Perencanaan Perhutani Malangmenggunakan Metode PROFILE MATCHING,1.3925497697285538e-36
480,25,31,Penentuan Kinerja Karyawan Berdasarkan Produksi di Departemen Produksi Studi Kasus Pt nestle–Kejayan Pasuruan,9.655218710167957e-62
481,25,5,Pengembangan Sistem Deteksi Awal Penyakit Kewanitaan dan Kandungan Menggunakan metode Dempster Shafer,1.0292151615838703e-40
482,25,27,Identifikasi Kemiripan Judul Tugas Akhir PSTI Dan PSMI Di Politeknik Negeri Malang,1.385654620534025e-28
483,25,31,Sistem Pendukung Keputusan Seleksi Pemain Futsal Menggunakan Metode SAW Simple Additive Weighting,6.652784551444528e-28
484,25,32,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel,6.07674086674339e-65
485,25,9,SISTEM INFORMASI AKUNTASI SAKTIPOL UNTUK PENGELOLAAN KEUANGAN PRODUK BATIK DAN BORDIR DI DESA PAKISAJI KABUPATEN MALANG,5.6389824726017634e-92
486,25,32,PENERAPAN TEKNOLOGI INFORMASI UNTUK PROSES PRODUKSI DAN PEMASARAN PRODUK BATIK DAN BORDIR DI PAKISAJI KAB MALANG,3.174704675948944e-70
487,25,31,Sistem Pendukung Keputusan Pemilihan Siswa Pertukaran Pelajar di Sman 3 Malang dengan Metode Ahp Topsis,2.442921547295321e-61
488,25,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN SPK PENERIMAAN PEGAWAI HONORER GURU DENGAN MENGGUNAKAN METODE PROFILE MATCHING BERBASIS WEB STUDI KASUS SMA NEGERI 2 BATU,8.774537449464883e-111
489,25,28,PENGEMBANGAN SISTEM OPTIMASI RUTE TERPENDEK PENGANGKUTAN SAMPAH DI KOTA MALANG,1.4220354565214e-50
490,25,5,PENGEMBANGAN SISTEM PENENTUAN UNIT KERJA KARYAWAN PADA PT ANEKA MODE INDONESIA BERDASARKAN PSIKOTEST MENGGUNAKAN METODE FORWARD CHAINING,3.513571954751766e-40
491,25,31,RANCANG BANGUN SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN PRIORITAS PERBAIKAN SARPRAS WISATA ALAM DI TAMAN NASIONAL BROMO TENGGER SEMERU MENGGUNAKAN METODE SAW,1.2213501581968168e-35
492,25,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN LOKASI PEMBANGUNAN MINIMARKET BARU DI KOTA BOJONEGORO DENGAN METODE TOPSIS BERBASIS GIS,8.718064918115653e-36
493,25,22,Sistem Temu Kembali Citra Dengan Histogram Fuzzy Dan Chi-square Distance,6.58558848268607e-21
494,25,31,Spk Pemilihan Siswa Pertukaran Pelajar di Sman 3 Malang dengan Metode Ahp Topsis,1.1712161511631536e-61
495,25,14,Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,9.49530670365879e-41
496,25,5,SISTEM PAKAR DIAGNOSA PENYAKIT GINJAL MENGGUNAKAN METODE DEMPSTER-SHAFER,2.2887720771703933e-13
497,25,15,SISTEM INFORMASI MANAJEMEN ADIWIYATA PADA KEMENTERIAN LINGKUNGAN HIDUP REPUBLIK INDONESIA,7.43186872180445e-22
498,25,11,Teknologi Tepat Guna Pemanfaatan Listrik Daya Kecil untuk Pengelolaan Kandang pada Budidaya Ayam Pedaging di Desa Pucangsongo Kabupaten Malang,7.69032275261139e-48
499,26,28,Aplikasi Chatbot Objek Wisata Jawa Timur Berbasis AIML,3.598268718889563e-43
500,26,5,Integrasi sistem pakar dan algoritma genetika untuk mengidentifikasi status gizi pada balita,1.2366789007660027e-27
501,26,38,Pemanfaatan kerang hijau Mytilus viridis dalam pembuatan hidrolisat protein menggunakan enzim papain,4.42246142055925e-14
502,26,28,Penggunaan Vissim Model Pada Jalur Lalu Lintas Empat Ruas,3.2084897737604386e-14
503,26,32,Rancang Bangun Chatbot Untuk Meningkatkan Performa Bisnis,4.17815012334097e-39
504,26,38,Pemanfaatan kerang hijau Mytilus viridis dalam pembuatan hidrolisat protein menggunakan enzim papain,4.42246142055925e-14
505,26,31,Sistem Pendukung Keputusan Penentuan Lokasi Pembangunan Peternakan Ayam Menggunakan Metode MOORA,6.74616244376288e-44
506,26,31,Penerapan Metode Promethee Dalam Seleksi Beasiswa Mahasiswa Berprestasi,2.2124024678530364e-33
507,26,31,Implementasi Metode AHP dan Promethee Pada SPK Pemilihan Hotel,4.400628101882264e-36
508,26,28,ANALISIS SPASIAL UNTUK MENGIDENTIFIKASI TINGKAT PENGANGGURAN TERBUKA BERDASARKAN KABUPATEN/KOTA DI PULAU JAWA TAHUN 2017,9.146297829077827e-40
509,26,31,Sistem Pendukung Keputusan Pemilihan Dosen Berprestasi Menggunakan Metode Promethee,3.6803247539463655e-18
510,26,38,Penerapan Library AR JS untuk Pembuatan Augmented Reality Sebagai Media Pembelajaran Pengenalan Hewan,2.4592412352295563e-76
511,26,4,Analisis Metode Cosine Similarity Pada Aplikasi Ujian Online Otomatis Studi Kasus JTI POLINEMA,7.763984123723284e-62
512,26,31,Implementasi Fuzzy Inference System untuk Menentukan Alat Kontrasepsi Program Keluarga Berencana,1.36710322244951e-25
513,26,35,Hasil Pengujian Aplikasi Permainan Pada Anak Usia 7-11 Tahun Untuk Meningkatkan Konsentrasi,1.7253195206546874e-85
514,26,30,Sistem Informasi Peramalan Jumlah Pengunjung Menggunakan Metode Double Exponential Smoothing Studi Kasus Body Gym Kota Malang,4.294440169749214e-64
515,26,31,Penilaian Dosen Berprestasi menggunakan Metode Waspas,3.4846516821484324e-30
516,26,31,Sistem Pendukung Keputusan Berbasis Website Dalam Menentukan Kelayakan Pembuatan Sertifikat Tanah Menggunakan Metode Analytic Network Process ANP,1.233824228164176e-79
517,26,31,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN LOKASI PETERANAKAN AYAM PETELUR MENGGUNAKAN METODE WEIGHTED AGGREGATED SUM PRODUCT ASSESSMENT,2.5366983465231337e-64
518,26,36,IMPLEMENTASI SCRUM MODEL DALAM PENGEMBANGAN GAME EDUKASI LALU LINTAS,2.6589693715532767e-43
519,26,31,SISTEM PENDUKUNG KEPUTUSAN UNTUK SELEKSI ATLET BASEBALL DAN SOFTBALL TIM KOTA MALANG MENGGUNAKAN METODE VIKOR,4.915152220565794e-24
520,26,31,SISTEM PENDUKUNG KEPUTUSAN PENEMPATAN SISWA PKL MENGGUNAKAN METODE MOORA DAN SIMPLE ADDITIVE WEIGHTING STUDI KASUS SMKN 5 MALANG,9.741327069596887e-41
521,26,30,SISTEM INFORMASI BODY GYM KOTA MALANG DENGAN PERAMALAN JUMLAH PENGUNJUNG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,9.454360776947288e-51
522,26,28,SISTEM INFORMASI PELATIHAN DI INSTANSI TENAGA KERJA AMONG TANI BERBASIS WEBSITE,3.2074846949486606e-40
523,26,4,PENERAPAN METODE COSINE SIMILARITY PADA APLIKASI UJIAN ONLINE ESSAY OTOMATIS STUDI KASUS JTI POLINEMA,3.66032649854068e-29
524,26,30,ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,8.021729668075932e-82
525,26,38,Pemodelan Konten Augmented Reality dalam Konsep Interactive Realtime,8.623833274813463e-56
526,26,28,Game Edukasi Lalu Lintas Berbasis Web untuk Meningkatkan Pemahaman Rambu Lalu Lintas,3.2092388429380684e-63
527,26,38,Augmented Reality untuk Sistem Pernafasan pada Manusia,4.2654463893069744e-15
528,26,31,Sistem Pendukung Keputusan Menentukan Lovebird Unggul dalam Perlombaan Menggunakan Metode AHP-Topsis,1.5268146580771966e-20
529,26,31,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN OBJEK WISATA UNGGULAN MENGGUNAKAN METODE MOORA STUDI KASUS KABUPATEN TULUNGAGUNG,3.4931029655724914e-32
530,26,4,Information Retrieval publikasi ilmiah bidang kesehatan menggunakan metode Vector Space Model VSM,1.137828992427046e-32
531,26,3,Clustering Untuk Sistem Manajemen Penjualan Di Klinik Laptop Menggunakan Metode Self Organizing Maps SOM,2.5940564334186488e-61
532,26,28,PENCARIAN OBJEK WISATA DI MADURA BERBASIS SEMANTIK MENGGUNAKAN METODELOGI ONTOLOGI,3.3445436443188643e-16
533,26,31,KLASTERING JUDUL SKRIPSI DENGAN MENGGUNAKAN METODE FUZZY C-MEANS STUDI KASUS POLITEKNIK NEGERI MALANG,9.481902888392512e-36
534,26,30,PENERAPAN METODE TREND MOMENT DAN SINGLE EKSPONENTIAL SMOOTING PADA PERAMALAN PENJUALAN BARANG DI WT JAYA PRODUCTION,1.419488622943831e-49
535,26,30,SISTEM PERAMALAN PENJUALAN MEBEL MENGGUNAKAN METODE TREND MOMENT DI UD LANCAR DJAYA,1.4697455158370027e-20
536,26,7,KLASIFIKASI PENENTUAN KEBUTUHAN NUTRISI BALITA MENGGUNAKAN METODE NAÏVE BAYES CLASSIFIER,3.893029318581625e-27
537,26,5,SISTEM PAKAR MENENTUKAN JENIS PENYAKIT SAPI MENGGUNAKAN METODE NAIVE BAYES,2.5990213526611406e-46
538,26,6,SISTEM PAKAR PEMILIHAN MENU MAKANAN PADA PENDERITA PENYAKIT JANTUNG ALGORITMA GENETIKA,2.5387381701263903e-31
539,26,38,Tuturan Pedagang-Pembeli dan Pemanfaatannya dalam Pembelajaran Keterampilan Berbahasa,4.352343912653864e-18
540,26,37,PENGARUH MEDIA PUZZLE PADA PEMBELAJARAN STAD TERHADAP HASIL BELAJAR SISWA DITINJAU DARI MOTIVASI BELAJAR MATA PELAJARAN IPS KELAS III SD NEGERI 02 GUWOSOBOKERTO,8.092672577533044e-50
541,26,3,Pengaruh loan to deposit ratio capital adequacy ratio dan non performing loan terhadap jumlah penyaluran kredit Studi pada PT Bank Permata tbk periode 2002-2016,9.216610821547876e-45
542,26,31,SISTEM PENDUKUNG KEPUTUSAN DALAM MENENTUKAN BEASISWA BERPRESTASI MENGGUNAKAN METODE FUZZY STUDI KASUS INSTANSI XYZ,1.0900359967461452e-51
543,26,38,APLIKASI SISTEM PENJUALAN DENGAN MICROSOFT VISUAL BASIC 60 PADA PRIMKOPAD S-04 ZIDAM IV/DIPONEGORO SEMARANG,1.3998450016561017e-21
544,26,31,Penerapan Metode Topsis pada Sistem Pendukung Keputusan untuk Kota yang Menerapkan Pembatasan Sosial Berskala Besar yang di Sebabkan Wabah Corona,2.044950854272045e-36
545,26,31,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN OBJEK WISATA UNGGULAN MENGGUNAKAN METODE MOORA,9.361191181314062e-24
546,26,4,PENGGUNAAN VISSIM MODEL,0.0001066925809466
547,26,28,Pencarian Lokasi Pembangunan Lapangan Futsal Dengan Ahp-Gis Di Kota Malang,5.78461179979013e-19
548,27,2,Penerapan Algoritma Fisher-Yates pada Pengacakan Soal Game Aritmatika,2.7398470500813957e-47
549,27,31,Sistem pendukung keputusan kelayakan hasil cetakan buku menggunakan metode moora,1.0821442694170362e-45
550,27,2,Implementasi metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto pada game 2D gopoh berbasis android,4.485833661050928e-26
551,27,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet Of Things Menggunakan Raspberry Pi,2.0468834603221623e-97
552,27,37,Pemrograman Spreadsheet untuk Pemodelan Kontrol Rangkaiasn Elektronika,6.305013016987575e-15
553,27,5,Sistem Pakar Diagnosa Penyakit Paru-paru Dengan Metode Forward Chaining,1.7903284170956186e-17
554,27,33,Desain Model Sistem Marketplace Untuk Koperasi Di Indonesia,1.0261131511046642e-26
555,27,11,Sistem Automasi Perkebunan dan Pemantauan Cuaca Menggunakan AWS Berbasis Raspberry Pi,1.1886325057941374e-43
556,27,19,Prediksi Volume Impor Beras Nasional Menggunakan Jaringan Saraf Tiruan Metode ELM Extreme Learning Machine,6.7991077595916565e-40
557,27,36,Rancang Bangun Game Monopoli Edukasi dengan Latar Belakang Pengetahuan Adat Istiadat di Indonesia,1.6553285325794996e-29
558,27,38,Bubuk ekstrak sari buah dan sayur teknologi produksi menggunakan metode spray drying,5.84710166432064e-33
559,27,31,Sistem Pendukung Keputusan Seleksi Siswa Kelas Ungulan di SMP Negeri 7 Malang,1.489176399033944e-28
560,27,2,Implementasi finite state machine pada game “Save the Animals”,1.0366956223336664e-27
561,27,31,SISTEM PENDUKUNG KEPUTUSAN PENENTUAN TUNJANGAN KINERJA PEGAWAI MENGGUNAKAN METODE COPELAND SCORE,4.726764458567915e-19
562,27,5,SISTEM PAKAR DIAGNOSIS TIPE KEPRIBADIAN MENGGUNAKAN METODE CERTAINTY FACTOR,2.6198708829467186e-17
563,27,28,Optimasi Biaya dan Waktu Jalur Angkutan Kota Angkot Malang dengan Metode Ant Colony Berbasis Perangkat Android,1.0524571700471214e-63
564,27,3,Sistem Informasi Prediksi Jumlah Wisatawan Pada Jawa Timur Park Group Kota Wisata Batu Menggunakan Metode Forecasting,1.3359327862288667e-37
565,27,38,Sistem Otomasi Pemberian Nutrisi Berdasar Suhu dan Kelembaban Green House Paprika Berenergi Tenaga Surya,1.0045805507087194e-56
566,27,38,Sistem Otomasi Pemberian Nutrisi Berdasar Suhu dan Kelembaban Green House Paprika Berenergi Tenaga Surya,1.0045805507087194e-56
567,27,20,Aplikasi Steganography untuk Enkripsi Image to Image dengan Metode Spread Spectrum,1.6028059512802122e-55
568,27,30,Rancang bangun sistem informasi dan peramalan penjualan menggunakan analisa forecasting,4.221304981936673e-19
569,27,27,Rancang Bangun Sistem Informasi Manajemen Skripsi Program Studi Teknik Informatika Menggunakan Metode Fast,2.5993286967234785e-29
570,27,38,Sistem Informasi Logistik Stock Opname Menggunakan Quick Response Code Berbasis Android,8.059497254680088e-15
571,27,25,IDENTIFIKASI KESEGARAN IKAN LAUT BERDASARKAN CITRA HUE SATURATION VALUE DAN MORFOLOGI,9.700073920996576e-52
572,27,38,Rancang Dan Bangun Sistem Informasi Otomasi Ruang Dosen Menggunakan RFID berbasis website,8.76048766846972e-27
573,27,27,PENGEMBANGAN SISTEM INFORMASI DISSOLVED GAS ANALYSIS DGA PADA TRANSFORMATOR DAYA,2.255344058878344e-21
574,27,9,SISTEM INFORMASI SURAT PERINTAH PERJALANAN DINAS BERBASIS PHP STUDI KASUS DI DINAS PENDIDIKAN KABUPATEN NGANJUK,1.1097787786037862e-68
575,27,19,IMPLEMENTASI JARINGAN SARAF TIRUAN MENGGUNAKAN METODE ELM UNTUK MEMPREDIKSI VOLUME IMPOR KEDELAI NASIONAL,6.30994710231141e-51
576,27,6,PREDIKSI PERMINTAAN KEBUTUHAN CABAI DI KOTA BATU MENGGUNAKAN METODE EXTREME LEARNING MACHINE,9.71519902352224e-68
577,27,7,IMPLEMENTASI METODE SUPPORT VECTOR MACHINE UNTUK DIAGNOSIS FAULT PADA TRANSFORMATOR DAYA,1.843428152022864e-38
578,27,31,SISTEM PENDUKUNG KEPUTUSAN ROTASI POSISI DUDUK SISWA DALAM KELAS STUDI KASUS SDN PURWODADI 1 MALANG,2.638062110852583e-35
579,27,6,SISTEM PENENTU POLA MAKAN SAYUR DAN BUAH BERDASARKAN GOLONGAN DARAH DAN PENYAKIT,2.966036259422231e-60
580,27,38,Desain Aplikasi Pendidikan Masyarakat Sadar Menanam Pohon Menggunakan Teknologi Augmented Reality,6.491388957389576e-63
581,27,14,Pemrograman C untuk Teknologi,2.280009896903898e-11
582,27,28,Sig Pencarian Rute Terpendek Rumah Makan Halal di Bali dengan Menggunakan Metode Dijkstra,6.457386054429983e-29
583,27,2,Pembuatan aplikasi game edukasi untuk pembelajaran transportasi bahasa inggris bagi anak sekolah dasar dengan metode fisher yates shuffle dan metode finite state machine FSM,1.175735085331719e-118
584,27,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PENENTUANDOSEN TERBAIK MENGGUNAKAN TOPSIS,5.5507807236376634e-27
585,27,28,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,2.2373513546028965e-64
586,27,33,RANCANG BANGUN SISTEM INFORMASI INDEKS KEPUASAN PELANGGAN PADA PT KARTIKA SARI MULIA,1.98224834406811e-43
587,27,31,WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,6.9786900553689e-79
588,27,31,SISTEM PAKAR PEMILIHAN ALAT KONTRASEPSI KB Studi Kasus di BPPKB Daerah Kab Nganjuk,1.5104367188271173e-19
589,27,31,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PRODUK ASURANSI MENGGUNAKAN PROFILE MATCHING,3.8873203917058895e-20
590,27,28,SISTEM PENDUKUNG KEPUTUSAN PEMETAAN DAERAH RAWAN BANJIR BERBASIS GEOGRAPHIC INFORMATION SYSTEM GIS MENGGUNAKAN METODE BAYES Studi Kasus BPBD Kabupaten Malang,6.7203752981788315e-53
591,27,28,Metode Pemanfaatan Command Line Untuk Direct Printing Pada Aplikasi Berbasis Web,1.1559175444579162e-53
592,27,31,Spk untuk Menentukan Pemberian Pinjam Modal Kerja dengan Metode Topsis Studi Kasus di Bank Sahabat Sampoerna,2.4783295722867278e-31
593,27,5,SISTEM PAKAR PENENTUAN KEBUTUHAN GIZI PADA PENDERITA PENYAKIT DIABETES MELLITUS DENGAN MENGGUNAKAN METODE FORWARD CHAINING,4.8533401355795416e-29
594,27,34,Sistem Pencatatan Poin Pelanggaran Siswa pada SMA Negeri 1 Purwosari,1.9225579875851759e-16
595,28,7,Pengembangan Aplikasi Analisis Sentimen Twitter Menggunakan Metode Naïve Bayes Classifier Studi Kasus Samsat Kota Malang,8.442127710474298e-83
596,28,31,Implementasi Metode AHP dan Promethee Pada SPK Pemilihan Hotel,4.400628101882264e-36
597,28,31,Sistem pendukung keputusan prioritas calon penerima Program Indonesia Pintar pada siswa sekolah menengah pertama menggunakan metode TOPSIS,7.37079896404642e-42
598,28,14,Optimasi Perencanaan Jaringan UMTS pada Node B Menggunakan Probabilistik Monte Carlo,2.7796839668583243e-25
599,28,7,Pengembangan Sistem Analisis Sentimen Berbasis Java Pada Data Twitter Terhadap Omnibus Law Menggunakan Algoritma Naïve Bayes dan K-Nearst Neighbor K-NN,2.1900692066431603e-43
600,28,30,Penerapan Konsep Collaborative Planning Forecasting And Replenishment CPFR Menggunakan Metode Autoregressive Integrated Moving Average ARIMAStudi Kasus Pabrik Kopi Senja …,2.078372813131619e-37
601,28,3,Sistem Informasi Pendaftaran dan Rekomendasi Lahan Baru,3.0976301052094375e-14
602,28,11,Rancang Bangun Sistem Monitoring dan Controlling pada Budidaya Jamur Tiram Berbasis IoT Internet Of Things,2.0501669258579526e-55
603,28,38,PENGENALAN HURUF ALFABET DENGAN OBJEK 3D AUGMENTED REALITY,1.4267287761091316e-17
604,28,33,SISTEM INFORMASI ADMIN RENTAL BERBASIS WEBSITE DENGAN STUDI KASUS RENTAL MAKOTA TRANS LOWOKWARU,3.812698596709713e-24
605,28,32,SISTEM INFORMASI MANAJEMEN PENJUALAN DI PERUSAHAAN CHROME INC BERBASIS WEB DAN ANDROID,4.9894504592597885e-30
606,28,30,SISTEM INFORMASI DAN PERAMALAN PENJUALAN SPAREPART BENGKEL MOTOR LANCAR JAYA DENGAN MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,8.582026272565087e-34
607,28,26,ANALISIS IMPLEMENTASI RESTFULL WEB SERVICE MENGGUNAKAN RESOURCE-ORIENTED ARCHITECTURE,3.213817933098583e-13
608,28,30,SISTEM INFORMASI PERAMALAN FORECASTING PENJUALAN MOTOR HONDA MENGGUNAKAN METODE TREND MOMENT PADA DEALER HONDA KARTIKA SARI CELAKET BERBASIS WEB,2.7369419799795723e-51
609,28,5,Sistem Pakar Diagnosa Penyakit Ayam Potong Broiler dengan Metode Fuzzy K-Nearest Neighbour,2.241509709673962e-26
610,28,9,Pengembangan Sistem Pengukuran Korelasi Antara Tingkat Pengangguran Terbuka Terhadap Tingkat Kriminalitas Di Kota Malang,1.2012174217321769e-33
611,28,7,APLIKASI IDENTIFIKASI KUALITAS SUSU MENGGUNAKAN METODE KLASIFIKASI NAIVE BAYES,9.950914887888351e-49
612,28,5,SISTEM PAKAR DIAGNOSA PENYAKIT GASTROENTEROLOGI MENGGUNAKAN METODE FUZZY CERTAINTY FACTOR,3.2258769655548336e-33
613,28,5,SISTEM PAKAR MENENTUKAN JENIS PENYAKIT SAPI MENGGUNAKAN METODE NAIVE BAYES,2.5990213526611406e-46
614,28,3,APLIKASI DATA MINING MENGGUNAKAN METODE ASSOCIATION RULE DENGAN ALGORITMA FP-GROWTH PADA DATA TRANSAKSI PENJUALAN SAYUR,3.6814323311756676e-68
615,28,7,SISTEM ANALYSIS SENTIMENT TERHADAP OPINI MASYARAKAT PADA SUBSIDI TABUNG GAS 3 KG MENGGUNAKAN NAÏVE BAYES DENGAN PENANGANAN KALIMAT NEGASI,8.964702275970765e-57
616,28,14,Optimasi Perencanaan Jaringan UMTS Universal Mobile Telecommunication System pada Node-B Menggunakan Probabilistik Monte Carlo,7.459777272158761e-28
