No Dosen,Nama Dosen,No Judul,Judul,Grup Riset,Nama Bidang,Nilai Prediksi,Deleted
15,"Deddy Kusbianto PA, Ir., M.Mkom.",349,Pengembangan Sistem Informasi Proses Belajar Mengajar Online Dengan Menggunakan Metode Pembelajaran Student Centered Learning Scl,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,3.78525602079913e-61,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",350,Sistem Pengaturan Lampu Lalu Lintas Berdasarkan Estimasi Panjang Antrian Menggunakan Pengolahan Citra,Computer Vision,Penerapan Transformasi Citra,2.5905950219569133e-60,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",351,PENGEMBANGAN SISTEM INFORMASI PROSES BELAJAR MENGAJAR ONLINE DENGAN MENGGUNAKAN METODE PEMBELAJARAN STUDENT CENTERED LEARNING SCL,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,9.676532463362318e-32,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",352,IMPLEMENTASI SISTEM PAKAR FORWARD CHAINING UNTUK IDENTIFIKASI DAN TINDAKAN PERAWATAN JERAWAT WAJAH,Sistem Cerdas,Penerapan Sistem Pakar,6.854594687617685e-26,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",353,PENGEMBANGAN SISTEM INFORMASI STOK GUDANG PERKEBUNAN KELAPA SAWIT DENGAN PERAMALAN MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING STUDI KASUS PTP MITRA OGAN SUMATERA SELATAN,Information System,Penerapan Sistem Peramalan,5.648260206034394e-94,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",354,IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,Computer Vision,Penerapan Morfologi Citra Digital,9.364851261523988e-23,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",355,APLIKASI PERAMALAN PENJUALAN DI KOPERASI PESANTREN LATAHZAN PONDOK PESANTREN AL–QU’RAN AL–ASROR KABUPATEN TULUNGAGUNG MENGGUNAKAN METODE SINGLE MOVING AVERAGE,Information System,Penerapan Sistem Peramalan,2.802568249690654e-40,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",356,SISTEM INFORMASI PENILAIN KINERJA KARYAWAN TERBAIK MENGGUNAKAN METODE AHP Studi Kasus PT SBJU Santosa Barajaya Utama Kota Balikpapan,Information System,Penerapan Sistem Pendukung Keputusan,4.7690500494961095e-30,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",357,SISTEM INFORMASI GEOGRAFIS PEMETAAN DAERAH GIZI BURUK DI KABUPATEN LUMAJANG,Information System,Penerapan Sistem Informasi Geografis,6.493152939434108e-42,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",358,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN PESERTA PROGRAM TF SCALE PADA JTI MENGGUNAKAN METODE AHP,Information System,Penerapan Sistem Pendukung Keputusan,5.273328138447484e-35,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",359,Pengembangan Model Pembelajaran Pemasaran Internasional Berbasis Web Modular Di Jurusan Administrasi Niaga Politeknik Negeri Malang,Multimedia dan Game,Multimedia,8.860558693203525e-38,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",360,PENGEMBANGAN SISTEM INFORMASI ADMIN UKM SEBAGAI BACKEND PADA E-COMMERCE BERBASIS WEB,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,4.4400761326057676e-20,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",361,PENGGUNAAN DSS AHP SAW DAN SMART UNTUK MENENTUKAN PRIORITAS PEMBANGUNAN DI KOTA MALANG,Information System,Penerapan Sistem Pendukung Keputusan,1.0819886559148723e-28,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",362,Perangcangan Sistem Informasi Simpan Pinjam Perhitungan dan Distribusi SHU,Computer Network,Penerapan Virtualisasi Jaringan,1.4182733646866264e-15,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",363,PERANCANGAN SUB SISTEM PENJUALAN DAN PEMBELIAN  DI PUSKOP “KARTIKA BHIRAWA ANORAGA”,Information System,Penerapan Bisnis Elektronik Sistem Informasi,6.63152173739847e-11,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",364,Sistem Informasi Pergudangan Pada Primkopti “Bangkit Usaha” Kota Malang,Information System,Penerapan Sistem Informasi Geografis,4.4378731496126354e-18,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",365,PERANCANGAN SUB SISTEM INFORMASI PENJUALAN DAN PEMBELIAN DI PRIMKOPTI “BANGKIT USAHA”,Information System,Penerapan Bisnis Elektronik Sistem Informasi,5.3991256342548415e-17,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",366,Perancangan Sistem Informasi Simpan Pinjam Pada KPRI UB,Information System,Penerapan Sistem Informasi Geografis,1.2706032796735544e-11,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",367,Sistem Informasi Sisa Hasil Usaha dan Distribusi Pada Pusat Koperasi Angkatan Darat PUSKOPAD,Information System,Penerapan Sistem Pendukung Keputusan,3.632366663462673e-18,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",368,Pembelian dan Penjualan E-Commerce,Information System,Penerapan Bisnis Elektronik Sistem Informasi,1.9665514955228694e-10,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",369,PERANCANGAN SUB SISTEM INFORMASI PEMINJAMAN DI PUSKOPAD “Kartika Bhirawa Anoraga”,Information System,Penerapan Sistem Informasi Geografis,6.242703741074729e-08,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",370,Rancang Bangun Sistem Informasi Alumni Studi Kasus di Teknik Informatika Polinema,Information System,Penerapan Manajemen Informasi,5.2911083471492346e-21,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",371,Implementasi Inferensi Forward Chaining Metode BFSE Pada test Kepribadian Siswa,Sistem Cerdas,Penerapan Sistem Pakar,1.9047461296138632e-19,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",372,Perancangan Sistem Informasi Penjualan Langsung Sebagai Pendukung Perdagangan Online di PT Teknomart Group,Information System,Penerapan Sistem Pendukung Keputusan,3.14604975444224e-31,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",373,Rancang Bangun Aplikasi Perkiraan Penjualan pada CV Mula Jaya Nofina Menggunakan Analisa Forecasting,Information System,Penerapan Bisnis Elektronik Sistem Informasi,5.529290596467505e-56,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",374,Implementasi AHP Pada Aplikasi Sistem Pendukung Keputusan Perekrutan Karyawan di PT Yamaha Musical Product Indonesia,Information System,Penerapan Sistem Pendukung Keputusan,4.665015470763373e-23,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",375,Penggunaan TST pada implementasi sandi morse sandi paku dan sandi rumput,Computer Network,Penerapan Enkripsi,5.9736116060708714e-18,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",376,Pengembangan E-Learning di Politeknik Negeri Malang,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.2000922531712622e-16,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",377,Studi Pengaruh Penerapan E-Learning di Polinema,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,6.13062086128263e-10,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",378,PENCARIAN JALUR TERPENDEK UNTUK PENJEMPUTAN BARANG KIRIMAN PELANGGAN MITRA STUDI KASUS PADA KANTOR POS MALANG,Information System,Penerapan Sistem Informasi Geografis,3.176570232928204e-118,0
15,"Deddy Kusbianto PA, Ir., M.Mkom.",379,ANALISIS KESIAPAN PT POS INDONESIA SEBAGAI PENJAMIN KEPERCAYAAN PADA PROSES PERDAGANGAN ELEKTRONIK BAGI PRODUK INDONESIA,Information System,Penerapan Bisnis Elektronik Sistem Informasi,2.1915715124134413e-43,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",380,Efisiensi Tracking Multi Target dengan Model Interaksi Publish-Subscribe Adaptif pada Lingkungan Bergerak,Multimedia dan Game,Penerapan Augmented Reality,2.3617818273700075e-22,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",381,Simulasi Pembelajaran Berternak Burung Puyuh Menggunakan Metode Finite State Machine Berbasis Android,Sistem Cerdas,Penerapan Kecerdasan Buatan,3.040006552156333e-29,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",382,Implementasi Sentimen Analisis Komentar Channel Video Pelayanan Pemerintah Di Youtube Menggunakan Algoritma Naïve Bayes,Sistem Cerdas,Penerapan Penambangan Teks,1.2271386366586812e-30,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",383,Pengembangan Analisis Sentimen Pada Twitter Untuk Layanan Ojek Online Menggunakan Rule Based,Sistem Cerdas,Penerapan Penambangan Teks,4.728851654285536e-28,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",384,PENGEMBANGAN PERAMALAN PENJUALAN SEMBAKO PADA APLIKASI M-PASAR,Information System,Penerapan Sistem Peramalan,8.790093223900789e-23,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",385,Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,Sistem Cerdas,Penerapan Information Retrieval,3.4408566303221106e-54,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",386,ANALISIS PERSEDIAAN GUDANG BUAH APEL DENGAN MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING DAN ARIMA STUDI KASUS UD DUA PUTRA,Information System,Penerapan Sistem Peramalan,1.9436515233724e-87,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",387,PENGEMBANGAN APLIKASI PENGELOLAAN KEGIATAN MASJID RAYA AN-NUR POLITEKNIK NEGERI MALANG BERBASIS PHP DAN MYSQL,Multimedia dan Game,Multimedia,5.0681127432382665e-39,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",388,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,Information System,Penerapan Sistem Peramalan,2.173406677640014e-69,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",389,Implementasi Metode Fuzzy Multiple Attribute Decision Making–Weighted Product Untuk Penentuan Bonus Karyawan,Information System,Penerapan Sistem Pendukung Keputusan,7.985474616634571e-29,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",390,IMPLEMENTASI SEMANTIC WEB PADA PENCARIAN MAKALAH SKRIPSI DI JTI POLINEMA,Sistem Cerdas,Penerapan Information Retrieval,1.3609335024564066e-16,0
16,"Dian Hanifudin Subhi, S.Kom., M.Kom.",391,Pengembangan Game Marine Ecosystem Hero Menggunakan Fuzzy Logic,Sistem Cerdas,Penerapan Kecerdasan Buatan,2.092607293967688e-24,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",392,Pembobotan Kata BerbasiS Preferensi Dan Hubungan Semantik Pada Dokumen Fiqih Berbahasa Arab,Sistem Cerdas,Penerapan Information Retrieval,5.220258411387215e-23,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",393,Sistem Peramalan Jumlah Permintaan Darah di UTD PMI Kota Malang,Information System,Penerapan Sistem Peramalan,1.569273799867014e-38,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",394,Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,Computer Network,Penerapan IoT,1.822155150325065e-70,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",395,Sequential Pattern Mining Pada Pencarian Pola Perilaku Penggunaan Internet Menggunakan Algoritma SPADE,Sistem Cerdas,Penerapan Data Besar,1.6238769943803308e-26,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",396,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN OBJEK WISATA MENGGUNAKAN METODE DEMPSTER-SHAFER,Information System,Penerapan Sistem Pendukung Keputusan,1.5728318169558076e-40,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",397,PENCARIAN RUTE TERDEKAT PELAKU USAHA MIKRO KECIL DAN MENENGAH DI KABUPATEN MALANG PADA ANDROID DENGAN MENGGUNAKAN METODE FLOYD WARSHALL STUDI KASUS DI DISKOMINFO KABUPATEN …,Information System,Penerapan Sistem Informasi Geografis,4.181914890591231e-86,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",398,SISTEM PERAMALAN HASIL PANEN DAN PERMINTAAN PASAR BUAH APEL MENGGUNAKAN METODE FUZZY TIME SERIES,Information System,Penerapan Sistem Peramalan,3.208344897985681e-61,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",399,SISTEM INFORMASI AUDIT MUTU INTERNAL BERBASIS WEB SI-AMI STUDI KASUS POLITEKNIK NEGERI MALANG,Information System,Penerapan Manajemen Informasi,8.257774833279547e-63,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",400,KLASIFIKASI TOPIK DAN MOOD LAGU BERDASARKAN LIRIK DAN CHORD MENGGUNAKAN METODE K-NEAREST NEIGHBOR,Sistem Cerdas,Penerapan Penambangan Teks,3.137164091598957e-36,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",401,PENERAPAN FEATURE BASED PADA PERINGKASAN BERITA DARI PORTAL BERITA ONLINE,Sistem Cerdas,Penerapan Penambangan Teks,3.956611857475736e-46,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",402,Pencarian Pasal Pada UU ITE Berdasarkan Kasus Cyber Crime Dengan Metode Latent Semantic Indexing LSI,Sistem Cerdas,Penerapan Information Retrieval,8.431142628864245e-57,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",403,Identifikasi Kecerdasan Majemuk Siswa untuk Pertimbangan Studi Lanjut dengan Metode Fuzzy Topsis,Information System,Penerapan Sistem Pendukung Keputusan,1.3373494250718408e-29,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",404,Pencarian Undang-Undang Berbasis Semantic Search,Sistem Cerdas,Penerapan Information Retrieval,7.344193408004691e-31,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",405,Perhitungan Kemiripan Term Co-occurence Berdasarkan Cluster Dokumen Untuk Pengembangan Thesaurus Bahasa Arab,Sistem Cerdas,Penerapan Information Retrieval,2.9214717028138905e-30,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",406,Pengukuran Kemiripan Term Berbasis Co-Occurrence dan Inverse Class Frequency Pada Pengembangan Thesaurus Bahasa Arab,Sistem Cerdas,Penerapan Information Retrieval,2.3421614734171765e-33,0
17,"Dika Rizky Yunianto, S.Kom, M.Kom",407,SISTEM PAKAR DIAGNOSA HAMA DAN PENYAKIT TANAMAN KOPI MENGGUNAKAN METODE CASE BASED REASONING STUDI KASUS PERKEBUNAN KOPI NGANTANG,Sistem Cerdas,Penerapan Sistem Pakar,4.2711507440072185e-42,0
18,"Dimas Wahyu Wibowo, ST., MT.",408,Perhitungan Jumlah dan Jenis Kendaraan Menggunakan Metode Fuzzy C-means dan Segmentasi Deteksi Tepi Canny,Computer Vision,Penerapan Transformasi Citra,5.553911727912168e-36,0
18,"Dimas Wahyu Wibowo, ST., MT.",409,Rancang Bangun Chatbot Untuk Meningkatkan Performa Bisnis,Information System,Penerapan Bisnis Elektronik Sistem Informasi,4.17815012334097e-39,0
18,"Dimas Wahyu Wibowo, ST., MT.",410,Penerapan Metode Promethee Dalam Seleksi Beasiswa Mahasiswa Berprestasi,Information System,Penerapan Sistem Pendukung Keputusan,2.2124024678530364e-33,0
18,"Dimas Wahyu Wibowo, ST., MT.",411,Penerapan Augmented Reality Sebagai Alternatif Media Pembelajaran,Multimedia dan Game,Penerapan Augmented Reality,5.1315214843252426e-42,0
18,"Dimas Wahyu Wibowo, ST., MT.",412,Sistem Pendukung Keputusan Dengan Menerapkan Metode ELECTRE dalam Menentukan Prioritas Calon Debitur,Information System,Penerapan Sistem Pendukung Keputusan,4.537592425996319e-53,0
18,"Dimas Wahyu Wibowo, ST., MT.",413,Pengembangan SIstem Peramalan Penjualan Galon Menggunakan Metode Single Exponential Smoothing,Information System,Penerapan Sistem Peramalan,2.74099871112802e-35,0
18,"Dimas Wahyu Wibowo, ST., MT.",414,Sistem Pendukung Keputusan Penyeleksian Mahasiswa Berprestasi Menggunakan Metode Naive Bayes Berbasis Web,Information System,Penerapan Sistem Pendukung Keputusan,5.999975587097352e-30,0
18,"Dimas Wahyu Wibowo, ST., MT.",415,PENGEMBANGAN VIRTUAL REALITY SEBAGAI MEDIA PEMBELAJARAN PENGENALAN HEWAN MENGGUNAKAN AFRAME,Multimedia dan Game,Penerapan Augmented Reality,1.929458117280406e-21,0
18,"Dimas Wahyu Wibowo, ST., MT.",416,Media Pembelajaran Keselamatan Anak-Anak Berbasis Virtual Reality,Multimedia dan Game,Penerapan Augmented Reality,7.658236100504312e-20,0
18,"Dimas Wahyu Wibowo, ST., MT.",417,SISTEM PENDUKUNG KEPUTUSAN DENGAN MENERAPKAN LOGIKA FUZZY DALAM MENENTUKAN PRIORITAS CALON DEBITUR,Information System,Penerapan Sistem Pendukung Keputusan,2.310580076348155e-19,0
18,"Dimas Wahyu Wibowo, ST., MT.",418,Analisis Metode Cosine Similarity Pada Aplikasi Ujian Online Otomatis Studi Kasus JTI POLINEMA,Sistem Cerdas,Penerapan Information Retrieval,7.763984123723284e-62,0
18,"Dimas Wahyu Wibowo, ST., MT.",419,Hasil Pengujian Aplikasi Permainan Pada Anak Usia 7-11 Tahun Untuk Meningkatkan Konsentrasi,Information System,Computational Thinking,1.7253195206546874e-85,0
18,"Dimas Wahyu Wibowo, ST., MT.",420,IMPLEMENTASI FISHER-YATES UNTUK PENGACAKAN OBJEK MEDIA PEMBELAJARAN HEWAN NUSANTARA PADA VIRTUAL REALITY ANDROID,Multimedia dan Game,Penerapan Augmented Reality,4.8765584355955016e-55,0
18,"Dimas Wahyu Wibowo, ST., MT.",421,Aplikasi Chatbot pada Sistem Informasi Penyewaan Scaffolding Menggunakan Metode TF-IDF,Sistem Cerdas,Penerapan Information Retrieval,5.840436183703694e-14,0
18,"Dimas Wahyu Wibowo, ST., MT.",422,Penerapan Metode TF-IDF untuk Chatbot pada Sistem Informasi Pelayanan Percetakan Online,Information System,Penerapan Customer Relationship Management,4.509320104899849e-40,0
18,"Dimas Wahyu Wibowo, ST., MT.",423,Penerapan Metode Pembelajaran Role Playing untuk Menentukan Minat Belajar Pada Aplikasi Senao Berbasis Android,Multimedia dan Game,Penerapan Augmented Reality,5.00392153201202e-55,0
18,"Dimas Wahyu Wibowo, ST., MT.",424,Rancang Bangun Sistem Pemberian Hak Akses Dan Kendali Serta Monitoring Ruangan Jarak Jauh Menggunakan Raspberry PI Berbasis Android,Computer Network,Penerapan IoT,5.29256886104656e-42,0
18,"Dimas Wahyu Wibowo, ST., MT.",425,IMPLEMENTASI GAMIFICATION PADA SISTEM PEMBELAJARAN DARING STUDI KASUS DI LEMBAGA BIMBINGAN BELAJAR PRIMAGAMA,Multimedia dan Game,Multimedia,5.4265968217516686e-43,0
18,"Dimas Wahyu Wibowo, ST., MT.",426,PENGENALAN AKSARA JAWA MENGGUNAKAN AUGMENTED REALITY SEBAGAI MEDIA PEMBELAJARAN STUDI KASUS SDIT IBADURRAHMAN SRENGAT BLITAR,Multimedia dan Game,Penerapan Augmented Reality,1.1041673590644294e-50,0
18,"Dimas Wahyu Wibowo, ST., MT.",427,IMPLEMENTASI METODE TF-IDF PADA APLIKASI CHATBOT BERBASIS WEB DALAM SISTEM PENJUALAN ONLINE STUDI KASUS PERCETAKAN RADJA PRINTING,Information System,Penerapan Customer Relationship Management,2.4204114104944427e-35,0
18,"Dimas Wahyu Wibowo, ST., MT.",428,Sistem Pendukung Keputusan Berbasis Web Rekomendasi Pekerjaan Bagi Lulusan JTI Polinema Dengan Metode SAW,Information System,Penerapan Sistem Pendukung Keputusan,7.517617078282123e-58,0
18,"Dimas Wahyu Wibowo, ST., MT.",429,Perancangan Sistem Monitoring Suhu Ruangan Fermentasi Bawang Hitam Berbasis Mikrokontroler,Computer Network,Penerapan IoT,3.8028520642706244e-19,0
18,"Dimas Wahyu Wibowo, ST., MT.",430,APLIKASI WHATSAPP GATEWAY UNTUK NOTIFIKASI SURAT PERINGATAN MAHASISWA MENGGUNAKAN METODE MESIN TURING DAN REST,Sistem Cerdas,Penerapan Data Besar,2.0837960122581526e-90,0
18,"Dimas Wahyu Wibowo, ST., MT.",431,SISTEM INFORMASI PERAMALAN PENJUALAN KAYU UNTUK MEBEL DENGAN METODE TREND MOMENT di UD MAULANA JATI JEPARA,Information System,Penerapan Sistem Peramalan,8.20857714902731e-39,0
18,"Dimas Wahyu Wibowo, ST., MT.",432,SISTEM INFORMASI PERAMALAN FORECASTING PENJUALAN MOTOR HONDA MENGGUNAKAN METODE TREND MOMENT PADA DEALER HONDA KARTIKA SARI CELAKET BERBASIS WEB,Information System,Penerapan Sistem Peramalan,2.7369419799795723e-51,0
18,"Dimas Wahyu Wibowo, ST., MT.",433,SISTEM PENDUKUNG KEPUTUSAN DENGAN MENERAPKAN METODE ELECTRE DALAM MENENTUKAN RANGKING KINERJA KARYAWAN STUDI KASUS INSTANSI XYZ,Information System,Penerapan Sistem Pendukung Keputusan,7.166140991763078e-28,0
18,"Dimas Wahyu Wibowo, ST., MT.",434,Penerapan Library AR JS untuk Pembuatan Augmented Reality Sebagai Media Pembelajaran Pengenalan Hewan,Multimedia dan Game,Penerapan Augmented Reality,2.4592412352295563e-76,0
18,"Dimas Wahyu Wibowo, ST., MT.",435,SISTEM PAKAR DIAGNOSA PENYAKIT AYAM PULLET MENGGUNAKAN METODE DEMPSTER SHAFER,Sistem Cerdas,Penerapan Sistem Pakar,7.88451329449016e-35,0
18,"Dimas Wahyu Wibowo, ST., MT.",436,Pengembangan Sistem Pendukung Keputusan Pengolahan Pelanggaran Santri Menggunakan metode fuzzy AHP studi kasus pondok pesantren nurul islam antirogo sumbersari jember,Information System,Penerapan Sistem Pendukung Keputusan,2.328866406394625e-85,0
18,"Dimas Wahyu Wibowo, ST., MT.",437,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN SISWA BERPRESTASI GUNA MEMONITORING KEGIATAN SISWA DI SEKOLAH,Information System,Penerapan Sistem Pendukung Keputusan,3.472080996396579e-44,0
18,"Dimas Wahyu Wibowo, ST., MT.",438,SISTEM PENERIMAAN SISWA BARU DI LEMBAGA PENDIDIKAN AL FALAH ASSALAM WARU SIDOARJO DENGAN METODE FUZZY TSUKAMOTO,Information System,Penerapan Sistem Pendukung Keputusan,3.245877893660983e-33,0
18,"Dimas Wahyu Wibowo, ST., MT.",439,SISTEM PAKAR DIAGNOSA AWAL PENYAKIT PULMONOLOGI MENGGUNAKAN METODE NAÏVE BAYES DAN CERTAINTY FACTOR,Sistem Cerdas,Penerapan Sistem Pakar,2.470864669563477e-28,0
18,"Dimas Wahyu Wibowo, ST., MT.",440,SISTEM PENDUKUNG KEPUTUSAN DALAM MENENTUKAN BEASISWA BERPRESTASI MENGGUNAKAN METODE FUZZY STUDI KASUS INSTANSI XYZ,Information System,Penerapan Sistem Pendukung Keputusan,1.0900359967461452e-51,0
18,"Dimas Wahyu Wibowo, ST., MT.",441,SISTEM PAKAR PENDETEKSI HAMBATAN PERKEMBANGAN MOTORIK PADA ANAK USIA DINI,Sistem Cerdas,Penerapan Sistem Pakar,2.9791383078528023e-26,0
18,"Dimas Wahyu Wibowo, ST., MT.",442,PENGEMBANGAN GAME PETUALANGAN 3D JELAJAH PUNCAK MAHAMERU DENGAN PENENTUAN JALUR PENDAKIAN TERBAIK MENGGUNAKAN ALGORITMA A,Sistem Cerdas,Penerapan Kecerdasan Buatan,2.701324976420879e-33,0
18,"Dimas Wahyu Wibowo, ST., MT.",443,SISTEM PENDUKUNG KEPUTUSAN PENENTUAN PEMINJAMAN SARANA PRASARANA DI POLINEMA MENGGUNAKAN METODE ELECTRE,Information System,Penerapan Sistem Pendukung Keputusan,1.5268146580771966e-20,0
18,"Dimas Wahyu Wibowo, ST., MT.",444,SISTEM PENDUKUNG KEPUTUSAN TUMBUH KEMBANG ANAK USIA DINI MENGGUNAKAN METODE ELECTRE,Information System,Penerapan Sistem Pendukung Keputusan,1.6326181596902244e-29,0
18,"Dimas Wahyu Wibowo, ST., MT.",445,Perhitungan Jumlah dan Jenis Kendaraan Menggunakan Metode Fuzzy C-Means dan Segmentasi Menggunakan Deteksi Tepi Canny,Computer Vision,Penerapan Transformasi Citra,5.553911727912168e-36,0
18,"Dimas Wahyu Wibowo, ST., MT.",446,BEBERAPA FAKTOR YANG BERHUBUNGAN DENGAN PRAKTIK PENCEGAHAN PENULARAN PENYAKIT TUBERKULOSIS PADA PENDERITA TUBERKULOSIS DI KECAMATAN GUBUG KABUPATEN GROBOGAN TAHUN,Sistem Cerdas,Penerapan Sistem Pakar,1.835933018811978e-43,0
19,Dodit Suprianto SKom. MT.,447,PEMROGRAMAN APLIKASI ANDROID; Step by Membuat aplikasi Android Untuk Smartphone dan tablet,Multimedia dan Game,Multimedia,9.284578279172195e-21,0
19,Dodit Suprianto SKom. MT.,448,Sistem Pengenalan Wajah Secara Real-Time dengan Adaboost Eigenface PCA & MySQL,Computer Vision,Penerapan Pengenalan Pola,6.025300337233192e-25,0
19,Dodit Suprianto SKom. MT.,449,Membuat Aplikasi Desktop Menggunakan MySQL dan VB Net,Sistem Cerdas,Penerapan Kecerdasan Buatan,4.816210709705824e-18,0
19,Dodit Suprianto SKom. MT.,450,Analisis Hasil Pemanfaatan Media Pembelajaran Interaktif Aljabar Logika Dengan User Acceptance Test UAT,Multimedia dan Game,Multimedia,7.619869634112756e-36,0
19,Dodit Suprianto SKom. MT.,451,Analisis Perancangan Pemesanan Makanan Menggunakan Smartphone Berbasis Android,Information System,Penerapan Sistem Informasi Geografis,2.740067956949361e-20,0
19,Dodit Suprianto SKom. MT.,452,Rancang Bangun Alat Pemberian Pakan Ikan Koki Otomatis Pada Aquarium Berbasis Mikrokontroler AT89S52,Computer Network,Penerapan IoT,5.111457696840207e-27,0
19,Dodit Suprianto SKom. MT.,453,Pemrograman Aplikasi Android Step By Step Membuat Aplikasi Android untuk Smartphone dan Tablet Mediakom,Multimedia dan Game,Multimedia,9.284578279172195e-21,0
19,Dodit Suprianto SKom. MT.,454,Pelatihan Internet dan Program Microsoft Office untuk membantu administrasi di Kelurahan Merjosari Kecamatan Lowokwaru Kota Malang,Information System,Penerapan Sistem Informasi Geografis,3.5072120618022726e-35,0
19,Dodit Suprianto SKom. MT.,455,Pelatihan Desain Logo Dan Kemasan Produk UMKM di Wilayah Sekarpuro Kecamatan Pakis Kabupaten Malang,Information System,Penerapan Sistem Informasi Geografis,1.1404168930234913e-33,0
19,Dodit Suprianto SKom. MT.,456,SISTEM INFORMASI KELUHAN PELANGGAN PDAM WILAYAH TUMPANG BERBASIS WEB,Information System,Penerapan Customer Relationship Management,5.3632636822305254e-46,0
19,Dodit Suprianto SKom. MT.,457,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PEMBELIAN MOBIL KELUARGA DENGAN METODE TOPSIS DAN MOORA,Information System,Penerapan Sistem Pendukung Keputusan,6.13777935491975e-50,0
19,Dodit Suprianto SKom. MT.,458,IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,Sistem Cerdas,Penerapan Kecerdasan Buatan,4.323124324741012e-59,0
