Judul,Nama Bidang,Nilai Prediksi
PERANCANGAN APLIKASI ENKRIPSI DAN DEKRIPSI DATA TEKS DENGAN MENGGUNAKAN METODE MERKLE HELLMAN,Penerapan Enkripsi,2.1715107000058292e-24
Keamanan Basis Data Dengan Teknik Enkripsi,Penerapan Enkripsi,6.96138153629945e-27
Penerapan Algoritma AES dan Konversi SMS ke dalam Bahasa KHEK pada Aplikasi Enkripsi Berbasis Mobile Application,Penerapan Enkripsi,2.434965424046252e-32
Sistem Kriptografi Citra Digital Pada Jaringan Intranet Menggunakan Metode Kombinasi Chaos Map dan Teknik Selektif,Penerapan Enkripsi,4.650345968155527e-33
ENKRIPSI TEKS MENGGUNAKAN METODE VIGENERE CIPHER DENGAN PEMBENTUKAN KUNCI TIGA TAHAP,Penerapan Enkripsi,1.9794092210155398e-21
Membangun Sistem Informasi Inventory Menggunakan Algoritma Caesar Cipher Sebagai Media Enkripsi Studi Kasus Klinik Ridho Husada,Penerapan Enkripsi,5.270142083368883e-41
Pembangunan Frontend Dan Penerapan Algoritma Enkripsi AES Pada Aplikasi Mobile Solidare APPS,Penerapan Enkripsi,1.8019687448224086e-22
 Penerapan Teori Chaos di Dalam Kriptografi,Penerapan Keamanan Data,7.868281243962716e-11
PENERAPAN ENKRIPSI DATA MENGGUNAKAN METODE KOLABORASI MESSAGE DIGEST ALGORITHM 5 MD5 DAN SHA3 DENGAN SALT FUNCTION PADA …,Penerapan Enkripsi,9.65635758986505e-35
Penerapan Algoritma RC4 Dan Rail Fence Untuk Enkripsi Database Mahasiswa Pada Kampus Poltekkes Kemenkes Medan,Penerapan Keamanan Data,2.409425891873649e-29
Pengenalan Pola Wajah Menggunakan Metode Block-Eigenface pada Raspberry Pi,Penerapan Pengenalan Pola,8.451935410885488e-19
 Penerapan Jaringan Syaraf Tiruan untuk Mengukur Tingkat Korelasi Antara NEM dengan IPK Kelulusan Mahasiswa,Penerapan Sistem Peramalan,4.996956398036849e-35
Penerapan Data Mining Untuk Menganalisis Penjualan Barang Dengan Menggunakan Metode Apriori Pada Supermarket Sejahtera Lhokseumawe,Penerapan Data Besar,4.3180612894040065e-29
Penerapan Metode Principal Component Analysis PCA dan Backpropagation Neural Network BPNN untuk Pengenalan Pola Daun Telinga Seseorang,Penerapan Pengenalan Pola,2.3109395643749167e-35
Penerapan Algoritma Apriori dalam Memprediksi Persediaan Buku pada Perpustakaan SMA Dwi Tunggal Tanjung Morawa,Penerapan Data Besar,1.6928793868398758e-26
Penerapan Metode Discrete Wavelet Transform DWT dan Gaussian Mixture Model GMM Sebagai Pengenal Penutur,Penerapan Watermarking pada Citra,7.066977722515405e-28
 Pengenalan Pola Huruf Hijaiyah Khat Kufi Dengan Metode Deteksi Tepi Sobel Berbasis Jaringan Syaraf Tiruan Backpropagation,Penerapan Pengenalan Pola,4.920488234429121e-36
 Penerapan Jaringan Syaraf Tiruan Dalam Pengenalan Tulisan Tangan Huruf Korea Hangul Menggunakan Metode Propagasi Balik,Penerapan Pengenalan Pola,5.8179258110994866e-27
Penerapan Teknik Data Mining untuk Klasifikasi Ketepatan Waktu Lulus Mahasiswa Teknik Informatika Universitas Telkom Menggunakan Algoritma Naive Bayes …,Penerapan Data Besar,1.1107377866207579e-41
PENERAPAN EUCLIDEAN DISTANCE PADA PENGENALAN POLA CITRA SIDIK JARI Studi Kasus Pengenalan pola citra sidik jari berdasarkan tujuh tipe acuan,Penerapan Pengenalan Pola,3.2448980543747154e-47
… RSA DENGAN ALGORITMA STEGANOGRAFI LEAST SIGNIFICANT BIT LSB SEBAGAI WATERMARKING UNTUK PELABELAN IDENTITAS PADA FILE CITRA …,Penerapan Watermarking pada Citra,3.25686687786545e-36
THE APPLICATION OF WATERMARKING REGION OF INTEREST ROI DIGITAL IMAGE METHOD DISCRETE WAVELET TRANSFORM DWT MORPHOLOGY AND …,Penerapan Watermarking pada Citra,2.145782189608832e-53
TEKNIK WATERMARKING MENGGUNAKAN METODE LEAST SIGNIFICANT BIT PADA CITRA UNTUK PERLINDUNGAN HAK CIPTA MOTIF BATIK,Penerapan Watermarking pada Citra,1.7777640457047664e-34
IMPLEMENTASI WATERMARKING CITRA DIGITAL MENGGUNAKAN METODE DISRETE WAVELET TRANSFORMATION DAN SISTEM CHAOS PADA …,Penerapan Watermarking pada Citra,4.0635101306764584e-20
ANALISA PERBANDINGAN METODE DISCRETE COSINE TRANSFORM DCT DAN SINGULAR VALUE DECOMPOSITION SVD PADA IMAGE WATERMARKING,Penerapan Watermarking pada Citra,4.1573150572247974e-35
Analisis dan implementasi watermarking dengan algoritma aes untuk pemberian data hak cipta pada file audio,Penerapan Watermarking pada Citra,2.1654214772412962e-31
Penerapan Metode Gaussian Smoothing Untuk Mereduksi Noise Pada Citra Digital,Penerapan Filtering Citra,5.18312395492973e-19
Integrasi Discrete Wavelet Transform dan Singular Value Decomposition pada Watermarking Citra untuk Perlindungan Hak Cipta,Penerapan Watermarking pada Citra,4.793662799305178e-32
Modul Simulasi Teknik Watermarking pada Citra Digital Menggunakan Metode DWT dan DCT,Penerapan Watermarking pada Citra,7.321342939239601e-26
METODE PENGAMANAN HAK CIPTA DENGAN KRIPTOGRAFI KLASIK DAN KOMBINASI TEKNIK DIGITAL WATERMARKING MENGGUNAKAN METODE LEAST …,Penerapan Watermarking pada Citra,2.5793827055947995e-31
ANALISA DAN IMPLEMENTASI KOMPRESI CITRA CT SCAN MENGGUNAKAN METODE DELTA MODULATION,Penerapan Kompresi Citra,2.689203714537684e-15
 Aplikasi Kompresi Citra Dengan Matlab R2015a Menggunakan Metode Discrete Cosine Transform DCT dan Kuantisasi,Penerapan Kompresi Citra,4.171075770188112e-28
Perbandingan Algoritma Elias Delta Code Dan Unary Coding Dalam Kompresi Citra Forensik,Penerapan Kompresi Citra,1.6436043331623398e-27
Penerapan Algoritma Goldbach Codes Pada Kompresi File Gambar Terenkripsi Vigenere Cihper,Penerapan Enkripsi,3.3574169141372725e-22
ANALISA PERBANDINGAN METODE FRACTAL DAN METODE HUFFMAN PADA KOMPRESI CITRA DIGITAL,Penerapan Kompresi Citra,7.150210201732366e-26
 Kompresi Citra Medis Menggunakan Metode Wavelet,Penerapan Kompresi Citra,5.132473478572644e-14
 Steganografi Foto dalam Citra dengan Metode LSB dan Kompresi Metode Huffman,Penerapan Kompresi Citra,1.968601463240472e-24
Analisa Kompresi Citra Digital Menggunakan Metode Hadamard,Penerapan Kompresi Citra,3.1658793929805235e-14
IMPLEMENTASI LEMPEL ZIV WELCH LZW UNTUK KOMPRESI CITRA DIGITAL STUDI KASUS DI MUSEUM GEOLOGI DIVISI DOKUMENTASI,Penerapan Kompresi Citra,1.0741410833491214e-28
Penerapan Metode Deflate Dan Algoritma Goldbach Codes Dalam Kompresi File Teks,Penerapan Kompresi Citra,3.0489789548953223e-18
Penerapan Metode Median Filtering Dan Histogram Equalization Untuk Meningkatkan Kualitas Citra Radiografi,Penerapan Filtering Citra,1.5564356058883784e-25
PENERAPAN METODE INTERPOLASI LINEAR PADA PEMBESARAN CITRA,Penerapan Transformasi Citra,1.0374262881311917e-16
PENERAPAN METODE LOGARITHMIC PADA PROSES KOMPOSISI WARNA PADA CITRA,Penerapan Transformasi Citra,3.9808155258348413e-16
Penerapan Metode Kirsch Dalam Mendeteksi Tepi Objek Citra Digital,Penerapan Pengolahan Citra,1.0551161869927067e-17
[PERNYATAAN][C] teknik pengolahan citra digital berdomain spasial untuk peningkatan citra sinar-x,Penerapan Pengolahan Citra,3.998750343146754e-27
Improvisasi Backpropagation menggunakan penerapan adaptive learning rate dan parallel training,Penerapan Morfologi Citra Digital,2.069655246520521e-44
Penerapan Metode Convolutional Neural Network Pada Pengenalan Pola Citra Sandi Rumput,Penerapan Pengenalan Pola,3.691969531517608e-26
Penerapan Video Pembelajaran Menggunakan Sigil Untuk Meningkatkan Hasil Belajar Siswa Pada Mata Pelajaran Pengolahan Citra Digital Jurusan Multimedia Di …,Multimedia,1.6521062140194096e-39
PENERAPAN METODE MIDPOINT FILTER DALAM MEREDUKSI NOISE PADA CITRA USG ULTRASONOGRAFY,Penerapan Filtering Citra,7.023701846159195e-35
Penerapan Metode Median Filter Untuk Mereduksi Noise Speckle dan Salt And Pepper Pada Citra Ortokromatik,Penerapan Filtering Citra,2.4470442146783517e-27
KLASIFIKASI CITRA BERDASARKAN BENTUK OBJEK DENGAN METODE TRANSFORMASI HOUGH MENGGUNAKAN ALGORITMA K-NEAREST NEIGHBOR,Penerapan Transformasi Citra,5.4403659772257635e-33
Implementasi metode transformasi wavelet pada interpretasi citra satelit wilayah provinsi dki jakarta,Penerapan Transformasi Citra,2.5293360472473885e-29
IMPELEMTASI METODE TRANSFORMASI TOP-HAD DAN BOTTOM HAD UNTUK PENINGKATAN KUALITAS CITRA CT SCAN,Penerapan Pengolahan Citra,3.6358088313682794e-18
Aplikasi Biometrika Pencocokan Citra Garis Telapak Tangan Dengan Metode Transformasi Wavelet Dan Mahalanobis Distance,Penerapan Transformasi Citra,1.3430735989027582e-24
APLIKASI KEAMANAN CITRA DIGITAL PADA PERANGKAT BERBASIS ANDROID MENGGUNAKAN TRANSFORMASI DISCRETE COSINE TRANSFORM …,Penerapan Watermarking pada Citra,2.27813046300768e-32
Perbandingan algoritma transformasi walsh-hadamard dengan metode run length encoding dalam kompresi citra,Penerapan Kompresi Citra,1.0202998785984052e-25
 PENERAPAN ALGORITMA JARINGAN SARAF TIRUAN PROPAGASI BALIK DAN TRANSFORMASI HOUGH UNTUK DETEKSI LOKASI MATA PADA CITRA …,Penerapan Pengenalan Pola,1.6460058710297612e-37
Penerapan Metode Transformasi Wavelet pada Klasifikasi Jenis Renda,Penerapan Transformasi Citra,2.069877517403669e-15
 JURUSAN TEKNIK INFORMATIKA PROGRAM STUDI SISTEM INFORMASI,Penerapan Manajemen Informasi,1.1699198967719185e-19
Transformasi Citra Biner Menggunakan Metode Thresholding Dan Otsu Thresholding,Penerapan Transformasi Citra,7.211785300718786e-23
IMPLEMENTASI METODE MASKING-FILTERING PADA WATERMARKING CITRA DIGITAL,Penerapan Watermarking pada Citra,1.0490023306378799e-13
Penghalusan Kontur dan Tepi Obyek Citra Menggunakan Operasi Opening dan Closing,Penerapan Morfologi Citra Digital,3.6350344310480674e-24
Klasifikasi Usia Berdasarkan Citra Wajah Menggunakan Algoritma Artificial Neural Network dan Gabor Filter,Penerapan Filtering Citra,9.653335247856479e-36
PENERAPAN LINUX ZENTYAL SEBAGAI FILTERING DAN BANDWIDTH MANAGEMENT PADA JARINGAN PT ANTA CITRA ARGES,Penerapan Filtering Citra,3.1111171193971203e-24
"… REGULAR EXPRESSION UNTUK PENGOLAHAN CITRA DOKUMEN SURATDI LINGKUNGAN JURUSAN TEKNIK INFORMATIKA UPN"" VETERAN"" YOGYAKARTA",Penerapan Pengolahan Citra,6.000534637482943e-40
 Penerapan Edge Detection Pada Citra Digital Menggunakan Operator Laplacian Of Gaussian,Penerapan Morfologi Citra Digital,3.430009841369604e-22
IMPLEMENTASI MEAN FILTERING UNTUK MENGURANGI NOISE PADA CITRA DIGITAL,Penerapan Filtering Citra,1.955182457202372e-16
IMPLEMENTASI ORDER-STATISTIC FILTER UNTUK MEREDUKSI NOISE PADA CITRA DIGITAL,Penerapan Filtering Citra,4.521207198990083e-13
Implementasi Kompresi Citra Digital Dengan Mengatur Kualitas Citra Digital,Penerapan Kompresi Citra,3.1131689739699155e-19
PENERAPAN METODE MIDPOINT FILTER DALAM MEREDUKSI NOISE PADA CITRA USG ULTRASONOGRAFY,Penerapan Filtering Citra,7.023701846159195e-35
[BUKU][B] Pemrograman Matlab dalam contoh dan penerapan,Penerapan Pengolahan Citra,1.339265459047284e-14
Klasifikasi Tingkat Roasting Biji Kopi Menggunakan Jaringan Syaraf Tiruan Backpropagation Berbasis Citra Digital,Penerapan Pengenalan Pola,1.5043420021463018e-31
 Klasifikasi Penyakit Diabetes Retinopati Berdasarkan Citra Digital Dengan Menggunakan Metode Wavelet Dan Support Vector Machine,Penerapan Morfologi Citra Digital,2.863796035935626e-34
Pemrosesan Citra Digital dalam Klasifikasi Hasil Urinalisis Menggunakan Kamera Smartphone,Penerapan Pengolahan Citra,4.112608809859687e-19
 Penerapan Support Vector Machine Untuk Pendeteksian dan Klasifikasi Motif Pada Citra Batik Besurek Motif Gabungan Berdasarkan Fitur Histogram Of …,Penerapan Morfologi Citra Digital,4.223425174594923e-47
[BUKU][B] PENERAPAN TEKNOLOGI PENGOLAH CITRA DAN FISIKA PADA BIDANG TEKSTIL Tekstil Pengolah Citra Digital Fisika Tekstil,Penerapan Pengolahan Citra,3.975872634816172e-38
 Implementasi Sistem Deteksi Slot Parkir Mobil Menggunakan Metode Morfologi dan Background Subtraction,Penerapan Morfologi Citra Digital,1.4948747093340595e-25
Studi Komparasi Klasifikasi Pola Tekstur Citra Digital Menggunakan Metode K-Means Dan Naïve Bayes,Penerapan Morfologi Citra Digital,2.6522842655832047e-37
Implementasi Teknik Watershed Dan Morfologi Pada Citra Satelit Untuk Segmentasi Area Universitas Brawijaya,Penerapan Morfologi Citra Digital,6.494648215077334e-27
Penerapan Ekstraksi Ciri Statistik Orde Pertama Dengan Ekualisasi Histogram Pada Klasifikasi Telur Omega-3,Penerapan Pengolahan Citra,3.6143833732454437e-31
Integrasi Sistem Organisasi Mahasiswa Atma Luhur Dengan Pendekatan Service Oriented Architecture,Integrasi Sistem dan Arsitektur,6.532238654800614e-31
 Perancangan model enterprise architecture dengan TOGAF architecture development method,Integrasi Sistem dan Arsitektur,6.293334821479385e-23
Pengembangan Web Service Sistem Informasi Sekolah,Integrasi Sistem dan Arsitektur,1.1359726959005888e-17
Penerapan Zachman Framework Dalam Merancang Arsitektur Sistem Informasi Studi Kasus Upn “Veteran” Jawa Timur,Penerapan Manajemen Informasi,1.584433413457289e-38
PENERAPAN E-CR PADA PENGEMBANGAN PROTOTIPE DATA CENTER STUDI KASUS UNIT PELAYANAN TEKNIS TEKNOLOGI INFORMASI DAN KOMUNIKASI …,Penerapan Manajemen Informasi,3.241637380101523e-39
 Pertumbuhan Arsitektur Sistem Informasi Berdasarkan Arsitektur Bisnis,Integrasi Sistem dan Arsitektur,7.8218081185615e-18
Pengembangan Web Service Sistem Informasi Boarding School,Integrasi Sistem dan Arsitektur,1.6117202204012238e-17
Desain dan Implementasi Sistem Informasi Akademik yang Terintegrasi pada STMIK STIKOM Indonesia,Integrasi Sistem dan Arsitektur,3.968664701265365e-28
Integrasi Kategori Skripsi Dan Keahlian Dosen Dalam Naïve Bayes Untuk Pemilihan Dosen Pembimbing,Penerapan Sistem Pendukung Keputusan,2.4982586348498578e-33
Rancang Bangun Integrasi Aplikasi Sistem Kehadiran Mahasiswa Menggunakan Kerangka Kerja Laravel Studi Kasus Jurusan Teknik Informatika ITS,Penerapan Manajemen Informasi,4.596014526659207e-47
Penerapan Tata Kelola Teknologi Informasi Dan Komunikasi Pada Domain Align Plan And Organise APO Dan Monitor Evaluate And Assess MEA Dengan …,Penerapan Bisnis Elektronik Sistem Informasi,6.802120159338644e-30
Penerapan Kriptografi Caesar Cipher Pada Fitur Chatting Sistem Informasi Freelance,Penerapan Enkripsi,1.479365606575259e-46
 Penerapan Teknik Boundary Value Analysis untuk Pengujian Aplikasi Penjualan Menggunakan Metode Black Box Testing,Penerapan Penambangan Data,2.658205278492852e-30
Penerapan Manajemen Bandwidth Menggunakan Hierarchical Token Bucket Pada Mikrotik Router OS,Penerapan Virtualisasi Jaringan,7.573437235806093e-19
… Informasi Menggunakan Framework Information Technology Infrastructure Library ITIL Versi 3 Domain Service Operation Studi Kasus Jurusan Teknik Informatika …,Penerapan Manajemen Informasi,1.9062524908687942e-41
Rancang Bangun Prototype Sistem Informasi Manajemen Program Studi Informatika Menggunakan Pendekatan User Centered Design,Penerapan Bisnis Elektronik Sistem Informasi,1.6509645223199202e-40
Sistem Informasi Pengolahan Data Anggota Unit Kegiatan Mahasiswa UKM Zaradika STMIK DCI Tasikmalaya,Penerapan Manajemen Informasi,7.517388615376382e-33
 … Enterprise Architecture Planning EAP Pada Proses Manajemen Aset Dengan Zachman Framework Studi Kasus Divisi Manajemen Fasilitas PT XYZ,Penerapan Manajemen Informasi,2.5609590938953052e-47
 Penerapan web service pada aplikasi sistem akademik pada platform sistem operasi mobile android,Integrasi Sistem dan Arsitektur,4.140207894124401e-31
Penerapan Metode Simple Queue Pada Manajemen Bandwith untuk mengoptimalkan Bandwith Di Laboratorium Program Studi Teknik Informatika,Penerapan Manajemen Informasi,8.247028115513702e-32
Sistem Peminjaman Peralatan Pesta Berbasis Sistem Informasi Geografis,Penerapan Sistem Informasi Geografis,2.3344074125578956e-20
 Sistem Informasi Geografis Berbasis Mobile Android untuk Pemetaan Lokasi Pengrajin Kerajinan Tangan Khas Gorontalo,Penerapan Sistem Informasi Geografis,2.49267797355125e-37
[PERNYATAAN][C] Sistem Informasi Geografis Pariwisata Pulau Lombok Berbasis Android,Penerapan Sistem Informasi Geografis,3.462629710043155e-26
Rancang Bangun Aplikasi Geografis Pencarian Lokasi Bimbingan Belajar di Kota Medan Berbasis Android,Penerapan Sistem Informasi Geografis,8.188117367079156e-38
SISTEM INFORMASI GEOGRAFIS DATA KEPENDUDUKAN DI KELURAHAN PANGLAYUNGAN KECAMATAN CIPEDES KOTA TASIKMALAYA,Penerapan Sistem Informasi Geografis,1.23173548917617e-24
Penerapan Location Based Service Untuk Optimasi Sistem Informasi Geografis Pondok Pesantren Wilayah Tegal,Penerapan Sistem Informasi Geografis,8.188105186367311e-35
Sistem Informasi Geografis Lokasi Perumahan Di Kabupaten Tasikmalaya Berbasis Web,Penerapan Sistem Informasi Geografis,2.100585926962381e-25
Implementasi Sistem Informasi Geografis Sig Pada Penyebaran Lokasi Kuliah Kerja Nyata Kkn,Penerapan Sistem Informasi Geografis,9.5271486132748e-30
Penerapan Pemodelan Spasial pada Sistem Informasi Geografis Tenaga Kesehatan Kabupaten Malang,Penerapan Sistem Informasi Geografis,5.008573642708157e-20
Sistem Informasi Geografis Untuk Pengelolaan Dan Monitoring Persebaran Aset Wakaf,Penerapan Sistem Informasi Geografis,1.3999483371615257e-21
IMPLEMENTASI TEKNIK OBJECT RELATIONAL MAPPING PADA PEMBANGUNAN APLIKASI PERPUSTAKAAN MENGGUNAKAN FRAMEWORK LARAVEL,Penerapan Smart Living,1.1697726481821696e-20
Penerapan Telenursing Dalam Pelayanan Kesehatan Literature Review,Penerapan Customer Relationship Management,2.5823678626337e-11
Desain Dan Implementasi Sistem Pengambilan Keputusan Hybrid Untuk Problem Going-concern Uncertainty Pada Saat Auditing Sebuah Perusahaan,Penerapan Sistem Pendukung Keputusan,1.5841465472690736e-31
Penerapan Adaboost untuk penyelesaian ketidakseimbangan kelas pada Penentuan kelulusan mahasiswa dengan metode Decision Tree,Penerapan Data Besar,1.6915656974688244e-25
…  UNTUK PENGENALAN DOSEN KASUS PENGENALAN KEHIDUPAN KAMPUS BAGI MAHASISWA BARU PKKMB PROGRAM STUDI TEKNIK INFORMATIKA …,Penerapan Augmented Reality,1.080173870987446e-41
 Penerapan Metode Servqual dan Metode Eucs dalam Mengevaluasi Kepuasan Pelanggan dan Kualitas Layanan Teknologi Informasi Pengguna Jasa Internet …,Penerapan Manajemen Informasi,2.71535619323929e-37
Penerapan Metode Multiple Criteria Utility Assessment Untuk Penentuan Prioritas Pembangunan Berbasis Komputer,Penerapan Sistem Pendukung Keputusan,1.5724244917342878e-23
Model Enterprise Architecture Untuk Perguruan Tinggi Di Indonesia,Integrasi Sistem dan Arsitektur,1.969977024107245e-19
RANCANG BANGUN SISTEM INFORMASI PRAKTIK INDUSTRI DI JURUSAN TEKNIK INFORMATIKA UNESA BERBASIS WEBSITE,Penerapan Bisnis Elektronik Sistem Informasi,6.153979209309088e-34
Penerapan metode web based learning sebagai solusi pendidikan yang efektif dan efisien,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.839060940572358e-30
 Penerapan Extreme Learning Machine ELM untuk Peramalan Laju Inflasi di Indonesia,Penerapan Kecerdasan Buatan,4.0754549362539375e-24
 Penerapan Algoritma Forecasting untuk Prediksi Penderita Demam Berdarah Dengue di Kabupaten Sragen,Penerapan Data Besar,1.2021576089882391e-27
 Penerapan Metode Single Exponential Smoothing Menggunakan Pendekatan Adaptif Pada Peramalan Jumlah Pelanggan dan Kebutuhan Air Pada PDAM …,Penerapan Sistem Peramalan,3.381644701102086e-37
SISTEM PERAMALAN PENJUALAN PERUMAHAN DI KABUPATEN LAMONGAN DENGAN MENGGUNAKAN METODE REGRESI LINIER BERGANDA,Penerapan Sistem Peramalan,1.1514905898602799e-30
PENERAPAN METODE NUMERIK PADA PERAMALAN UNTUK MENGHITUNG KOOEFISIEN-KOEFISIEN PADA GARIS REGRESI LINIER BERGANDA,Penerapan Sistem Peramalan,2.7320841164125873e-19
Penerapan Logika Samar dalam Peramalan Data Runtun Waktu,Penerapan Sistem Peramalan,2.7772750390941783e-14
Penerapan Metode Exponential Smoothing Untuk Peramalan Penjualan Pada Toko Gitar,Penerapan Sistem Peramalan,6.378896150611036e-16
 Perancangan Aplikasi Peramalan Penjualan Handphone Dengan Metode Triple Exponential Smoothing,Penerapan Sistem Peramalan,2.9407035766550483e-25
SISTEM PERAMALAN PENJUALAN MENGGUNAKAN METODE PEMULUSAN EKSPONENSIAL ORDE TIGA PADA TOKO GROSIR SUKSES AMANAH MART,Penerapan Sistem Peramalan,5.811784716256602e-28
Peramalan Data IHSG Menggunakan Metode Backpropagation,Penerapan Sistem Peramalan,1.2864473792838797e-15
 Sistem Pendukung Keputusan Penentuan kualitas kayu untuk kerajinan meubel,Penerapan Sistem Pendukung Keputusan,3.0114406263830927e-21
Sistem pendukung keputusan kenaikan jabatan menggunakan metode profile matching studi kasus di PT Industri Kemasan Semen Gresik,Penerapan Sistem Pendukung Keputusan,3.081274150292308e-37
Sistem Pendukung Keputusan Pemilihan Guru Terbaik Pada Smk Maria Goretti Pematangsiantar Menggunakan Metode Simple Additive Weighting Saw,Penerapan Sistem Pendukung Keputusan,9.856780319884796e-36
 Analisis Pengaruh User Interface terhadap Kemudahan Penggunaan Sistem Pendukung Keputusan Seorang Dokter,Penerapan Sistem Pendukung Keputusan,2.8955113970319175e-36
Penerapan Fuzzy Mamdani Untuk Sistem Pendukung Keputusan Pemilihan Telepon Seluler,Penerapan Sistem Pendukung Keputusan,9.858235234062878e-20
Sistem Pendukung Keputusan Kenaikan Jabatan Menggunakan Metode Profile Matching,Penerapan Sistem Pendukung Keputusan,9.528313580294382e-22
 Sistem Pendukung Keputusan Seleksi Calon Karyawan Dengan Metode Promethee Studi Kasus Pamella Group Yogyakarta,Penerapan Sistem Pendukung Keputusan,4.917157425445031e-34
 Sistem Pendukung Keputusan Untuk Pemilihan Lokasi Pembukaan Cabang Usaha Variasi Mobil Dengan Metode Promethee,Penerapan Sistem Pendukung Keputusan,5.592954465443914e-30
Sistem Pendukung Keputusan Kelaikan Terbang SPK2T,Penerapan Sistem Pendukung Keputusan,8.10217265633173e-12
 Penerapan Metode Weighted Product dalam Sistem Pendukung Keputusan Pemilihan Laptop Berbasis Web,Penerapan Sistem Pendukung Keputusan,4.2485976689072807e-29
Penerapan Kombinasi Sandi Caesar dan Vigenere untuk Pengamanan Data Pesan pada Surat Elektronik,Penerapan Enkripsi,4.205391641000939e-28
Penerapan Kriptografi Caesar Cipher Pada Fitur Chatting Sistem Informasi Freelance,Penerapan Enkripsi,1.479365606575259e-46
Aplikasi Sistem Pemesanan Jasa Laundry E-Laundry Berbasis Android,Penerapan Sistem Informasi Geografis,1.903000387530691e-23
 RANCANG BANGUN E-COMMERCE TOKO FURNITURE,Penerapan Bisnis Elektronik Sistem Informasi,1.296428975240543e-16
Penerapan Sistem Informasi Penjualan Berbasis Apriori sebagai Rekomendasi Pembelian Barang Elektronik,Penerapan Bisnis Elektronik Sistem Informasi,1.2413022079441523e-31
[BUKU][B] Konsep sistem informasi,Penerapan Sistem Informasi Geografis,1.5409177238095689e-15
Sistem Informasi Jurnal Ilmiah Program Studi Teknik Informatika Fakultas Teknik Universitas Suryakancana Cianjur,Penerapan Manajemen Informasi,4.644066863544738e-36
Evaluasi Penerapan Cobit 5 Pada Layanan Pengadaan Secara Elektronik LPSE Di Provinsi Gorontalo,Penerapan Global Professional Practice,1.5431122698551832e-32
Rancang Bangun Aplikasi Pemesanan dan Penjualan Berbasis Web dan Android Pada Toko YT Wall Interior,Penerapan Customer Relationship Management,5.62107249533124e-29
USULAN MODEL AUDIT SISTEM INFORMASI Studi Kasus Sistem Informasi Perawatan Pesawat Terbang,Penerapan Manajemen Informasi,1.459631866841638e-36
PENERAPAN CUSTOMER RELATIONSHIP MANAGEMENT DENGAN MENGGUNAKANFRAMEWORK OF DYNAMIC CRM PADA TOKO OUTDOOR ADVENTURE …,Penerapan Customer Relationship Management,1.0337411930212846e-22
Penerapan CRM Customer Relationship Management Untuk Penentuan Perbaikan Kualitas Pelayanan Berdasarkan Manajemen Keluhan Pada PT Lunas …,Penerapan Customer Relationship Management,9.47605310615355e-33
PENERAPAN CUSTOMER RELATIONSHIP MANAGEMENT UNTUK MERANCANG FITUR APLIKASI PENJUALAN BUKU ONLINE,Penerapan Customer Relationship Management,9.380777391607556e-27
Analisis fitur CRM untuk meningkatkan kepuasan pasien-berbasis pada Framework of Dynamic CRM studi kasus Departemen Obstetri dan Ginekologi FKUI-RSCM …,Penerapan Customer Relationship Management,5.14824993374698e-37
IMPLEMENTASI PERSONAL EXTREME PROGRAMMING PXP PADA PENGEMBANGAN SISTEM CUSTOMER RELATIONSHIP MANAGEMENT CRM,Penerapan Customer Relationship Management,6.49476233202135e-27
Penerapan Konsep Customer Relationship Management Pelayanan Jasa Tour Dan Travel Berbasis Web Pada PT Muaratour Bandung,Penerapan Customer Relationship Management,2.453333912556341e-33
PENERAPAN CUSTOMER RELATIONSHIP MANAGEMENT CRM MENGGUNAKAN METODE FRAMEWORK OF DYNAMIC CRM BERBASIS WEBSITE STUDI …,Penerapan Customer Relationship Management,9.921524702459212e-33
 Pembangunan Sistem Customer Relationship Management pada PT Central Georgette Nusantara,Penerapan Customer Relationship Management,2.79504068274558e-23
Penerapan Customer Relationship Management Crm Berbasis SMS Gateway Pada Online Shop Tokofarah,Penerapan Customer Relationship Management,6.159768333799981e-27
PENERAPAN CUSTOMER RELATIONSHIP MANAGEMENT CRM MENGGUNAKAN METODE SERVICE QUALITY UNTUK MENGUKUR KEPUASAN PELANGGAN …,Penerapan Customer Relationship Management,8.986615784551525e-29
Pengembangan e-modul berbasis model pembelajaran project based learning pada mata pelajaran videografi untuk siswa kelas X Desain Komunikasi Visual di SMK …,Multimedia,5.616714548263609e-48
Penilaian Pengamanan Teknologi pada Sistem Pembelajaran Elektronik Menggunakan Indeks Keamanan Informasi di Politeknik Negeri Batam,Penerapan Keamanan Cyber,8.471051295683893e-39
PENERAPAN SISTEM INFORMASI AKADEMIK BERBASIS E-LEARNING PADA DINAS PENDIDIKAN PROPINSI KEPULAUN RIAU UNTUK MENINGKATKAN …,Penerapan Pembelajaran Elektronik pada Sistem Informasi,4.284729564788752e-28
PENERAPAN LOGIKA FUZZY PADA SISTEM MONITORING DAN KONTROL KANDANG AYAM OTOMATIS BERBASIS IoT,Penerapan IoT,6.441578210151977e-48
Pengembangan Sistem Informasi Proses Belajar Mengajar Online Dengan Menggunakan Metode Pembelajaran Student Centered Learning Scl,Penerapan Pembelajaran Elektronik pada Sistem Informasi,2.680604417802465e-32
Implementasi pembelajaran interaktif elektronika dasar menggunakan adobe flash cs6 pada kelas semu dengan google classroom berbasis framework rad,Multimedia,3.2632815196709864e-38
